Time (Seconds),Amplitude (Volts),,Time (Seconds),,,,Amplitude (Volts)
8546,-0.11463703,,,,,,0.11463703
8547,-0.10328459,,,,,,0.10328459
8548,-0.09917139,,,,,,0.09917139
8549,-0.08568009,,,,,,0.08568009
8550,-0.08946423,,,,,,0.08946423
8551,-0.09686799,,,,,,0.09686799
8552,-0.08831254,,,,,,0.08831254
8553,-0.08419933,,,,,,0.08419933
8554,-0.10970119,,,,,,0.10970119
8555,-0.11430797,,,,,,0.11430797
8556,-0.097855166,,,,,,0.097855166
8557,-0.106739685,,,,,,0.106739685
8558,-0.11759853,,,,,,0.11759853
8559,-0.114143446,,,,,,0.114143446
8560,-0.10114573,,,,,,0.10114573
8561,-0.10641062,,,,,,0.10641062
8562,-0.09999403,,,,,,0.09999403
8563,-0.10180384,,,,,,0.10180384
8564,-0.11282722,,,,,,0.11282722
8565,-0.101474784,,,,,,0.101474784
8566,-0.086667255,,,,,,0.086667255
8567,-0.11118194,,,,,,0.11118194
8568,-0.11463703,,,,,,0.11463703
8569,-0.11216911,,,,,,0.11216911
8570,-0.12335701,,,,,,0.12335701
8571,-0.12039551,,,,,,0.12039551
8572,-0.12648305,,,,,,0.12648305
8573,-0.12697664,,,,,,0.12697664
8574,-0.10772685,,,,,,0.10772685
8575,-0.096374415,,,,,,0.096374415
8576,-0.09867781,,,,,,0.09867781
8577,-0.10196837,,,,,,0.10196837
8578,-0.09242574,,,,,,0.09242574
8579,-0.096374415,,,,,,0.096374415
8580,-0.09012234,,,,,,0.09012234
8581,-0.072682366,,,,,,0.072682366
8582,-0.070378974,,,,,,0.070378974
8583,-0.06281068,,,,,,0.06281068
8584,-0.040105794,,,,,,0.040105794
8585,-0.017894492,,,,,,0.017894492
8586,-0.001277144,,,,,,0.001277144
8587,0.029160578,,,,,,-0.029160578
8588,0.02899605,,,,,,-0.02899605
8589,0.013530396,,,,,,-0.013530396
8590,0.013859452,,,,,,-0.013859452
8591,0.0403485,,,,,,-0.0403485
8592,0.04956208,,,,,,-0.04956208
8593,0.043145478,,,,,,-0.043145478
8594,0.02438926,,,,,,-0.02438926
8595,0.026034541,,,,,,-0.026034541
8596,0.0327802,,,,,,-0.0327802
8597,0.040677555,,,,,,-0.040677555
8598,0.03541265,,,,,,-0.03541265
8599,0.026692655,,,,,,-0.026692655
8600,0.019288883,,,,,,-0.019288883
8601,0.014517565,,,,,,-0.014517565
8602,0.038209632,,,,,,-0.038209632
8603,0.041664723,,,,,,-0.041664723
8604,0.03755152,,,,,,-0.03755152
8605,0.038703214,,,,,,-0.038703214
8606,0.038209632,,,,,,-0.038209632
8607,0.03459001,,,,,,-0.03459001
8608,0.044297177,,,,,,-0.044297177
8609,0.041993782,,,,,,-0.041993782
8610,0.03541265,,,,,,-0.03541265
8611,0.05252359,,,,,,-0.05252359
8612,0.080986984,,,,,,-0.080986984
8613,0.08756812,,,,,,-0.08756812
8614,0.07999981,,,,,,-0.07999981
8615,0.081151515,,,,,,-0.081151515
8616,0.10089491,,,,,,-0.10089491
8617,0.1089568,,,,,,-0.1089568
8618,0.104843594,,,,,,-0.104843594
8619,0.10977944,,,,,,-0.10977944
8620,0.11784133,,,,,,-0.11784133
8621,0.120144725,,,,,,-0.120144725
8622,0.12935832,,,,,,-0.12935832
8623,0.14284964,,,,,,-0.14284964
8624,0.13528134,,,,,,-0.13528134
8625,0.1263968,,,,,,-0.1263968
8626,0.13083908,,,,,,-0.13083908
8627,0.12376435,,,,,,-0.12376435
8628,0.13001643,,,,,,-0.13001643
8629,0.14087531,,,,,,-0.14087531
8630,0.1431787,,,,,,-0.1431787
8631,0.15156965,,,,,,-0.15156965
8632,0.15469569,,,,,,-0.15469569
8633,0.1698323,,,,,,-0.1698323
8634,0.18365268,,,,,,-0.18365268
8635,0.19434704,,,,,,-0.19434704
8636,0.2056995,,,,,,-0.2056995
8637,0.23383388,,,,,,-0.23383388
8638,0.24041502,,,,,,-0.24041502
8639,0.22182329,,,,,,-0.22182329
8640,0.22363311,,,,,,-0.22363311
8641,0.24008596,,,,,,-0.24008596
8642,0.243212,,,,,,-0.243212
8643,0.2517675,,,,,,-0.2517675
8644,0.263449,,,,,,-0.263449
8645,0.28434414,,,,,,-0.28434414
8646,0.2961902,,,,,,-0.2961902
8647,0.29010263,,,,,,-0.29010263
8648,0.27743393,,,,,,-0.27743393
8649,0.27743393,,,,,,-0.27743393
8650,0.283686,,,,,,-0.283686
8651,0.29355773,,,,,,-0.29355773
8652,0.29421586,,,,,,-0.29421586
8653,0.29289964,,,,,,-0.29289964
8654,0.28796378,,,,,,-0.28796378
8655,0.2915834,,,,,,-0.2915834
8656,0.28928,,,,,,-0.28928
8657,0.28434414,,,,,,-0.28434414
8658,0.26361355,,,,,,-0.26361355
8659,0.25686786,,,,,,-0.25686786
8660,0.25505805,,,,,,-0.25505805
8661,0.24683163,,,,,,-0.24683163
8662,0.25390637,,,,,,-0.25390637
8663,0.2621328,,,,,,-0.2621328
8664,0.2489705,,,,,,-0.2489705
8665,0.24008596,,,,,,-0.24008596
8666,0.2622973,,,,,,-0.2622973
8667,0.2748015,,,,,,-0.2748015
8668,0.28121808,,,,,,-0.28121808
8669,0.30211323,,,,,,-0.30211323
8670,0.32119855,,,,,,-0.32119855
8671,0.3346899,,,,,,-0.3346899
8672,0.34900388,,,,,,-0.34900388
8673,0.33863857,,,,,,-0.33863857
8674,0.32695705,,,,,,-0.32695705
8675,0.31938872,,,,,,-0.31938872
8676,0.32054043,,,,,,-0.32054043
8677,0.3049102,,,,,,-0.3049102
8678,0.3014551,,,,,,-0.3014551
8679,0.31017512,,,,,,-0.31017512
8680,0.29767096,,,,,,-0.29767096
8681,0.29586112,,,,,,-0.29586112
8682,0.31313664,,,,,,-0.31313664
8683,0.32448912,,,,,,-0.32448912
8684,0.33337367,,,,,,-0.33337367
8685,0.32958952,,,,,,-0.32958952
8686,0.33156386,,,,,,-0.33156386
8687,0.34373897,,,,,,-0.34373897
8688,0.3480167,,,,,,-0.3480167
8689,0.35673672,,,,,,-0.35673672
8690,0.36611485,,,,,,-0.36611485
8691,0.3789481,,,,,,-0.3789481
8692,0.37927717,,,,,,-0.37927717
8693,0.39638814,,,,,,-0.39638814
8694,0.40708253,,,,,,-0.40708253
8695,0.4047791,,,,,,-0.4047791
8696,0.40790516,,,,,,-0.40790516
8697,0.4172833,,,,,,-0.4172833
8698,0.4253452,,,,,,-0.4253452
8699,0.4172833,,,,,,-0.4172833
8700,0.41646066,,,,,,-0.41646066
8701,0.424029,,,,,,-0.424029
8702,0.4311037,,,,,,-0.4311037
8703,0.44262072,,,,,,-0.44262072
8704,0.44624037,,,,,,-0.44624037
8705,0.4431143,,,,,,-0.4431143
8706,0.4510117,,,,,,-0.4510117
8707,0.46894532,,,,,,-0.46894532
8708,0.48194313,,,,,,-0.48194313
8709,0.49132127,,,,,,-0.49132127
8710,0.4847401,,,,,,-0.4847401
8711,0.45923814,,,,,,-0.45923814
8712,0.43373618,,,,,,-0.43373618
8713,0.4311037,,,,,,-0.4311037
8714,0.4281422,,,,,,-0.4281422
8715,0.42205462,,,,,,-0.42205462
8716,0.41465083,,,,,,-0.41465083
8717,0.41053763,,,,,,-0.41053763
8718,0.41234744,,,,,,-0.41234744
8719,0.4281422,,,,,,-0.4281422
8720,0.43258446,,,,,,-0.43258446
8721,0.42271274,,,,,,-0.42271274
8722,0.4380139,,,,,,-0.4380139
8723,0.45496038,,,,,,-0.45496038
8724,0.45545396,,,,,,-0.45545396
8725,0.45660567,,,,,,-0.45660567
8726,0.45693475,,,,,,-0.45693475
8727,0.46845174,,,,,,-0.46845174
8728,0.4783235,,,,,,-0.4783235
8729,0.4835884,,,,,,-0.4835884
8730,0.48227218,,,,,,-0.48227218
8731,0.47026157,,,,,,-0.47026157
8732,0.48029783,,,,,,-0.48029783
8733,0.4881952,,,,,,-0.4881952
8734,0.48835975,,,,,,-0.48835975
8735,0.4852337,,,,,,-0.4852337
8736,0.48457557,,,,,,-0.48457557
8737,0.48029783,,,,,,-0.48029783
8738,0.47980425,,,,,,-0.47980425
8739,0.48276576,,,,,,-0.48276576
8740,0.48786616,,,,,,-0.48786616
8741,0.5064579,,,,,,-0.5064579
8742,0.49362466,,,,,,-0.49362466
8743,0.481285,,,,,,-0.481285
8744,0.48572728,,,,,,-0.48572728
8745,0.481285,,,,,,-0.481285
8746,0.4727295,,,,,,-0.4727295
8747,0.46285778,,,,,,-0.46285778
8748,0.4521634,,,,,,-0.4521634
8749,0.43982375,,,,,,-0.43982375
8750,0.44327885,,,,,,-0.44327885
8751,0.44492415,,,,,,-0.44492415
8752,0.42649692,,,,,,-0.42649692
8753,0.4223837,,,,,,-0.4223837
8754,0.42271274,,,,,,-0.42271274
8755,0.41975123,,,,,,-0.41975123
8756,0.4190931,,,,,,-0.4190931
8757,0.4253452,,,,,,-0.4253452
8758,0.42995203,,,,,,-0.42995203
8759,0.43126824,,,,,,-0.43126824
8760,0.45496038,,,,,,-0.45496038
8761,0.46943894,,,,,,-0.46943894
8762,0.4830948,,,,,,-0.4830948
8763,0.4778299,,,,,,-0.4778299
8764,0.4834239,,,,,,-0.4834239
8765,0.48852426,,,,,,-0.48852426
8766,0.49230844,,,,,,-0.49230844
8767,0.48951143,,,,,,-0.48951143
8768,0.5018511,,,,,,-0.5018511
8769,0.49921864,,,,,,-0.49921864
8770,0.49247298,,,,,,-0.49247298
8771,0.49411824,,,,,,-0.49411824
8772,0.4990541,,,,,,-0.4990541
8773,0.50152206,,,,,,-0.50152206
8774,0.4863854,,,,,,-0.4863854
8775,0.49428278,,,,,,-0.49428278
8776,0.50267375,,,,,,-0.50267375
8777,0.5006994,,,,,,-0.5006994
8778,0.49477637,,,,,,-0.49477637
8779,0.49823147,,,,,,-0.49823147
8780,0.49526995,,,,,,-0.49526995
8781,0.4830948,,,,,,-0.4830948
8782,0.4778299,,,,,,-0.4778299
8783,0.4830948,,,,,,-0.4830948
8784,0.48770162,,,,,,-0.48770162
8785,0.49395373,,,,,,-0.49395373
8786,0.4875371,,,,,,-0.4875371
8787,0.46943894,,,,,,-0.46943894
8788,0.4709197,,,,,,-0.4709197
8789,0.48194313,,,,,,-0.48194313
8790,0.4870435,,,,,,-0.4870435
8791,0.49806693,,,,,,-0.49806693
8792,0.51517797,,,,,,-0.51517797
8793,0.51303905,,,,,,-0.51303905
8794,0.5187976,,,,,,-0.5187976
8795,0.5143553,,,,,,-0.5143553
8796,0.50579983,,,,,,-0.50579983
8797,0.4949409,,,,,,-0.4949409
8798,0.48441106,,,,,,-0.48441106
8799,0.46943894,,,,,,-0.46943894
8800,0.4539732,,,,,,-0.4539732
8801,0.43373618,,,,,,-0.43373618
8802,0.418435,,,,,,-0.418435
8803,0.4085633,,,,,,-0.4085633
8804,0.40839875,,,,,,-0.40839875
8805,0.39359117,,,,,,-0.39359117
8806,0.36216617,,,,,,-0.36216617
8807,0.34011933,,,,,,-0.34011933
8808,0.32086948,,,,,,-0.32086948
8809,0.29865813,,,,,,-0.29865813
8810,0.2876347,,,,,,-0.2876347
8811,0.2731562,,,,,,-0.2731562
8812,0.24452823,,,,,,-0.24452823
8813,0.22445574,,,,,,-0.22445574
8814,0.21754555,,,,,,-0.21754555
8815,0.20948365,,,,,,-0.20948365
8816,0.18644968,,,,,,-0.18644968
8817,0.17756514,,,,,,-0.17756514
8818,0.15963154,,,,,,-0.15963154
8819,0.14679833,,,,,,-0.14679833
8820,0.13462323,,,,,,-0.13462323
8821,0.12705491,,,,,,-0.12705491
8822,0.1101085,,,,,,-0.1101085
8823,0.101717554,,,,,,-0.101717554
8824,0.095465474,,,,,,-0.095465474
8825,0.088719815,,,,,,-0.088719815
8826,0.07999981,,,,,,-0.07999981
8827,0.062888876,,,,,,-0.062888876
8828,0.059762836,,,,,,-0.059762836
8829,0.070457175,,,,,,-0.070457175
8830,0.06930547,,,,,,-0.06930547
8831,0.061408117,,,,,,-0.061408117
8832,0.07127982,,,,,,-0.07127982
8833,0.056801327,,,,,,-0.056801327
8834,0.031134916,,,,,,-0.031134916
8835,0.032944728,,,,,,-0.032944728
8836,0.036893405,,,,,,-0.036893405
8837,0.013201339,,,,,,-0.013201339
8838,0.001355307,,,,,,-0.001355307
8839,0.010239831,,,,,,-0.010239831
8840,0.002671533,,,,,,-0.002671533
8841,-0.012794117,,,,,,0.012794117
8842,-0.01707185,,,,,,0.01707185
8843,-0.013452231,,,,,,0.013452231
8844,-0.018223548,,,,,,0.018223548
8845,-0.021349583,,,,,,0.021349583
8846,-0.00440318,,,,,,0.00440318
8847,0.005468513,,,,,,-0.005468513
8848,0.00020361,,,,,,-0.00020361
8849,0.003658702,,,,,,-0.003658702
8850,0.011556057,,,,,,-0.011556057
8851,0.016491903,,,,,,-0.016491903
8852,0.028666994,,,,,,-0.028666994
8853,0.039854914,,,,,,-0.039854914
8854,0.043639064,,,,,,-0.043639064
8855,0.0391968,,,,,,-0.0391968
8856,0.03952586,,,,,,-0.03952586
8857,0.046929628,,,,,,-0.046929628
8858,0.0566368,,,,,,-0.0566368
8859,0.05054925,,,,,,-0.05054925
8860,0.04396812,,,,,,-0.04396812
8861,0.046271518,,,,,,-0.046271518
8862,0.055156045,,,,,,-0.055156045
8863,0.059433777,,,,,,-0.059433777
8864,0.05334623,,,,,,-0.05334623
8865,0.0403485,,,,,,-0.0403485
8866,0.036893405,,,,,,-0.036893405
8867,0.038867746,,,,,,-0.038867746
8868,0.028831521,,,,,,-0.028831521
8869,0.013530396,,,,,,-0.013530396
8870,0.005633041,,,,,,-0.005633041
8871,0.021098694,,,,,,-0.021098694
8872,0.017150017,,,,,,-0.017150017
8873,0.019946996,,,,,,-0.019946996
8874,0.02800888,,,,,,-0.02800888
8875,0.0479168,,,,,,-0.0479168
8876,0.056472268,,,,,,-0.056472268
8877,0.06453416,,,,,,-0.06453416
8878,0.06864736,,,,,,-0.06864736
8879,0.07555755,,,,,,-0.07555755
8880,0.09217491,,,,,,-0.09217491
8881,0.11389265,,,,,,-0.11389265
8882,0.1303455,,,,,,-0.1303455
8883,0.15140513,,,,,,-0.15140513
8884,0.15815079,,,,,,-0.15815079
8885,0.16473192,,,,,,-0.16473192
8886,0.16358022,,,,,,-0.16358022
8887,0.1675289,,,,,,-0.1675289
8888,0.1617704,,,,,,-0.1617704
8889,0.15897343,,,,,,-0.15897343
8890,0.15617645,,,,,,-0.15617645
8891,0.1576572,,,,,,-0.1576572
8892,0.15864436,,,,,,-0.15864436
8893,0.16292211,,,,,,-0.16292211
8894,0.16604815,,,,,,-0.16604815
8895,0.16933872,,,,,,-0.16933872
8896,0.1698323,,,,,,-0.1698323
8897,0.15568286,,,,,,-0.15568286
8898,0.16473192,,,,,,-0.16473192
8899,0.1801976,,,,,,-0.1801976
8900,0.18496892,,,,,,-0.18496892
8901,0.17608438,,,,,,-0.17608438
8902,0.17657797,,,,,,-0.17657797
8903,0.17657797,,,,,,-0.17657797
8904,0.16851607,,,,,,-0.16851607
8905,0.16473192,,,,,,-0.16473192
8906,0.17197117,,,,,,-0.17197117
8907,0.17657797,,,,,,-0.17657797
8908,0.18283005,,,,,,-0.18283005
8909,0.19862477,,,,,,-0.19862477
8910,0.22396217,,,,,,-0.22396217
8911,0.24650258,,,,,,-0.24650258
8912,0.26328447,,,,,,-0.26328447
8913,0.28845736,,,,,,-0.28845736
8914,0.31379476,,,,,,-0.31379476
8915,0.32745063,,,,,,-0.32745063
8916,0.32646346,,,,,,-0.32646346
8917,0.3267925,,,,,,-0.3267925
8918,0.33156386,,,,,,-0.33156386
8919,0.34768766,,,,,,-0.34768766
8920,0.35278803,,,,,,-0.35278803
8921,0.36331788,,,,,,-0.36331788
8922,0.3641405,,,,,,-0.3641405
8923,0.35755938,,,,,,-0.35755938
8924,0.3549269,,,,,,-0.3549269
8925,0.35262352,,,,,,-0.35262352
8926,0.35262352,,,,,,-0.35262352
8927,0.35607862,,,,,,-0.35607862
8928,0.35328162,,,,,,-0.35328162
8929,0.33633518,,,,,,-0.33633518
8930,0.33995482,,,,,,-0.33995482
8931,0.36331788,,,,,,-0.36331788
8932,0.35969824,,,,,,-0.35969824
8933,0.36183712,,,,,,-0.36183712
8934,0.37302506,,,,,,-0.37302506
8935,0.3835549,,,,,,-0.3835549
8936,0.3812515,,,,,,-0.3812515
8937,0.38552925,,,,,,-0.38552925
8938,0.37796092,,,,,,-0.37796092
8939,0.38306132,,,,,,-0.38306132
8940,0.3921104,,,,,,-0.3921104
8941,0.39819798,,,,,,-0.39819798
8942,0.40428552,,,,,,-0.40428552
8943,0.41053763,,,,,,-0.41053763
8944,0.41185385,,,,,,-0.41185385
8945,0.41465083,,,,,,-0.41465083
8946,0.41810593,,,,,,-0.41810593
8947,0.40198213,,,,,,-0.40198213
8948,0.3886553,,,,,,-0.3886553
8949,0.39161682,,,,,,-0.39161682
8950,0.39885607,,,,,,-0.39885607
8951,0.40231118,,,,,,-0.40231118
8952,0.40428552,,,,,,-0.40428552
8953,0.4120184,,,,,,-0.4120184
8954,0.40576628,,,,,,-0.40576628
8955,0.39885607,,,,,,-0.39885607
8956,0.3995142,,,,,,-0.3995142
8957,0.39523646,,,,,,-0.39523646
8958,0.38849077,,,,,,-0.38849077
8959,0.37121525,,,,,,-0.37121525
8960,0.36611485,,,,,,-0.36611485
8961,0.37039262,,,,,,-0.37039262
8962,0.37861905,,,,,,-0.37861905
8963,0.38552925,,,,,,-0.38552925
8964,0.38207415,,,,,,-0.38207415
8965,0.37911263,,,,,,-0.37911263
8966,0.38339037,,,,,,-0.38339037
8967,0.3743413,,,,,,-0.3743413
8968,0.37763187,,,,,,-0.37763187
8969,0.38454208,,,,,,-0.38454208
8970,0.39359117,,,,,,-0.39359117
8971,0.3995142,,,,,,-0.3995142
8972,0.3972108,,,,,,-0.3972108
8973,0.3978689,,,,,,-0.3978689
8974,0.3937557,,,,,,-0.3937557
8975,0.38799718,,,,,,-0.38799718
8976,0.39704627,,,,,,-0.39704627
8977,0.38799718,,,,,,-0.38799718
8978,0.39309758,,,,,,-0.39309758
8979,0.39408475,,,,,,-0.39408475
8980,0.3853647,,,,,,-0.3853647
8981,0.3817451,,,,,,-0.3817451
8982,0.37960622,,,,,,-0.37960622
8983,0.37582207,,,,,,-0.37582207
8984,0.37220243,,,,,,-0.37220243
8985,0.3771383,,,,,,-0.3771383
8986,0.37417677,,,,,,-0.37417677
8987,0.37253147,,,,,,-0.37253147
8988,0.36084995,,,,,,-0.36084995
8989,0.35805297,,,,,,-0.35805297
8990,0.35410428,,,,,,-0.35410428
8991,0.34143558,,,,,,-0.34143558
8992,0.33962575,,,,,,-0.33962575
8993,0.33830953,,,,,,-0.33830953
8994,0.33649972,,,,,,-0.33649972
8995,0.33732235,,,,,,-0.33732235
8996,0.34061292,,,,,,-0.34061292
8997,0.34143558,,,,,,-0.34143558
8998,0.34077746,,,,,,-0.34077746
8999,0.3374869,,,,,,-0.3374869
9000,0.32481816,,,,,,-0.32481816
9001,0.33567706,,,,,,-0.33567706
9002,0.3462069,,,,,,-0.3462069
9003,0.34752312,,,,,,-0.34752312
9004,0.33863857,,,,,,-0.33863857
9005,0.3231729,,,,,,-0.3231729
9006,0.31609815,,,,,,-0.31609815
9007,0.30984607,,,,,,-0.30984607
9008,0.2922415,,,,,,-0.2922415
9009,0.283686,,,,,,-0.283686
9010,0.29026717,,,,,,-0.29026717
9011,0.2876347,,,,,,-0.2876347
9012,0.28483772,,,,,,-0.28483772
9013,0.2710173,,,,,,-0.2710173
9014,0.25769052,,,,,,-0.25769052
9015,0.2524256,,,,,,-0.2524256
9016,0.24814786,,,,,,-0.24814786
9017,0.24452823,,,,,,-0.24452823
9018,0.24683163,,,,,,-0.24683163
9019,0.23992144,,,,,,-0.23992144
9020,0.2386052,,,,,,-0.2386052
9021,0.25061578,,,,,,-0.25061578
9022,0.24880597,,,,,,-0.24880597
9023,0.24765427,,,,,,-0.24765427
9024,0.24650258,,,,,,-0.24650258
9025,0.23959237,,,,,,-0.23959237
9026,0.24633804,,,,,,-0.24633804
9027,0.24074407,,,,,,-0.24074407
9028,0.24288294,,,,,,-0.24288294
9029,0.22823991,,,,,,-0.22823991
9030,0.22725274,,,,,,-0.22725274
9031,0.24090861,,,,,,-0.24090861
9032,0.25917128,,,,,,-0.25917128
9033,0.27118185,,,,,,-0.27118185
9034,0.2748015,,,,,,-0.2748015
9035,0.29520303,,,,,,-0.29520303
9036,0.31856608,,,,,,-0.31856608
9037,0.32531175,,,,,,-0.32531175
9038,0.3220212,,,,,,-0.3220212
9039,0.32119855,,,,,,-0.32119855
9040,0.31330118,,,,,,-0.31330118
9041,0.29832906,,,,,,-0.29832906
9042,0.29076076,,,,,,-0.29076076
9043,0.29141888,,,,,,-0.29141888
9044,0.28895095,,,,,,-0.28895095
9045,0.27743393,,,,,,-0.27743393
9046,0.26854938,,,,,,-0.26854938
9047,0.27035922,,,,,,-0.27035922
9048,0.27595317,,,,,,-0.27595317
9049,0.2743079,,,,,,-0.2743079
9050,0.2713464,,,,,,-0.2713464
9051,0.26542336,,,,,,-0.26542336
9052,0.26608148,,,,,,-0.26608148
9053,0.26476523,,,,,,-0.26476523
9054,0.2588422,,,,,,-0.2588422
9055,0.243212,,,,,,-0.243212
9056,0.23778255,,,,,,-0.23778255
9057,0.23449199,,,,,,-0.23449199
9058,0.23564368,,,,,,-0.23564368
9059,0.23547916,,,,,,-0.23547916
9060,0.21968442,,,,,,-0.21968442
9061,0.20059912,,,,,,-0.20059912
9062,0.19418252,,,,,,-0.19418252
9063,0.19615686,,,,,,-0.19615686
9064,0.19533421,,,,,,-0.19533421
9065,0.19516969,,,,,,-0.19516969
9066,0.18825948,,,,,,-0.18825948
9067,0.17378098,,,,,,-0.17378098
9068,0.17427456,,,,,,-0.17427456
9069,0.17986853,,,,,,-0.17986853
9070,0.16835155,,,,,,-0.16835155
9071,0.17312287,,,,,,-0.17312287
9072,0.18381722,,,,,,-0.18381722
9073,0.19303082,,,,,,-0.19303082
9074,0.21096441,,,,,,-0.21096441
9075,0.21886179,,,,,,-0.21886179
9076,0.21771008,,,,,,-0.21771008
9077,0.20142177,,,,,,-0.20142177
9078,0.18315911,,,,,,-0.18315911
9079,0.17624891,,,,,,-0.17624891
9080,0.17361645,,,,,,-0.17361645
9081,0.17164211,,,,,,-0.17164211
9082,0.16028966,,,,,,-0.16028966
9083,0.15897343,,,,,,-0.15897343
9084,0.1634157,,,,,,-0.1634157
9085,0.17312287,,,,,,-0.17312287
9086,0.1808557,,,,,,-0.1808557
9087,0.16999683,,,,,,-0.16999683
9088,0.16407381,,,,,,-0.16407381
9089,0.17707156,,,,,,-0.17707156
9090,0.18825948,,,,,,-0.18825948
9091,0.19155006,,,,,,-0.19155006
9092,0.1964859,,,,,,-0.1964859
9093,0.20438328,,,,,,-0.20438328
9094,0.21014178,,,,,,-0.21014178
9095,0.21968442,,,,,,-0.21968442
9096,0.22445574,,,,,,-0.22445574
9097,0.22198783,,,,,,-0.22198783
9098,0.21622932,,,,,,-0.21622932
9099,0.20800291,,,,,,-0.20800291
9100,0.20800291,,,,,,-0.20800291
9101,0.2103063,,,,,,-0.2103063
9102,0.20553498,,,,,,-0.20553498
9103,0.20602857,,,,,,-0.20602857
9104,0.21425499,,,,,,-0.21425499
9105,0.21902631,,,,,,-0.21902631
9106,0.20668668,,,,,,-0.20668668
9107,0.20586403,,,,,,-0.20586403
9108,0.21277423,,,,,,-0.21277423
9109,0.20158629,,,,,,-0.20158629
9110,0.19286628,,,,,,-0.19286628
9111,0.20734479,,,,,,-0.20734479
9112,0.20471233,,,,,,-0.20471233
9113,0.20405422,,,,,,-0.20405422
9114,0.19171458,,,,,,-0.19171458
9115,0.19632138,,,,,,-0.19632138
9116,0.19994101,,,,,,-0.19994101
9117,0.19451156,,,,,,-0.19451156
9118,0.18365268,,,,,,-0.18365268
9119,0.17953949,,,,,,-0.17953949
9120,0.17016137,,,,,,-0.17016137
9121,0.1820074,,,,,,-0.1820074
9122,0.1894112,,,,,,-0.1894112
9123,0.18793043,,,,,,-0.18793043
9124,0.18398175,,,,,,-0.18398175
9125,0.18924665,,,,,,-0.18924665
9126,0.19632138,,,,,,-0.19632138
9127,0.19615686,,,,,,-0.19615686
9128,0.19451156,,,,,,-0.19451156
9129,0.1894112,,,,,,-0.1894112
9130,0.18875307,,,,,,-0.18875307
9131,0.19780214,,,,,,-0.19780214
9132,0.20931913,,,,,,-0.20931913
9133,0.22034253,,,,,,-0.22034253
9134,0.22182329,,,,,,-0.22182329
9135,0.21524216,,,,,,-0.21524216
9136,0.19253723,,,,,,-0.19253723
9137,0.17986853,,,,,,-0.17986853
9138,0.17279382,,,,,,-0.17279382
9139,0.15963154,,,,,,-0.15963154
9140,0.13939455,,,,,,-0.13939455
9141,0.11093114,,,,,,-0.11093114
9142,0.09990774,,,,,,-0.09990774
9143,0.08987151,,,,,,-0.08987151
9144,0.09003604,,,,,,-0.09003604
9145,0.091023214,,,,,,-0.091023214
9146,0.08691,,,,,,-0.08691
9147,0.06223076,,,,,,-0.06223076
9148,0.032122087,,,,,,-0.032122087
9149,0.008430021,,,,,,-0.008430021
9150,-0.008351857,,,,,,0.008351857
9151,-0.022994865,,,,,,0.022994865
9152,-0.023817506,,,,,,0.023817506
9153,-0.037473343,,,,,,0.037473343
9154,-0.036486175,,,,,,0.036486175
9155,-0.038954098,,,,,,0.038954098
9156,-0.043396357,,,,,,0.043396357
9157,-0.036321647,,,,,,0.036321647
9158,-0.02167864,,,,,,0.02167864
9159,-0.02431109,,,,,,0.02431109
9160,-0.032866556,,,,,,0.032866556
9161,-0.044712584,,,,,,0.044712584
9162,-0.055735968,,,,,,0.055735968
9163,-0.07004992,,,,,,0.07004992
9164,-0.07926349,,,,,,0.07926349
9165,-0.09472913,,,,,,0.09472913
9166,-0.11891476,,,,,,0.11891476
9167,-0.123686075,,,,,,0.123686075
9168,-0.12960908,,,,,,0.12960908
9169,-0.13108984,,,,,,0.13108984
9170,-0.13026719,,,,,,0.13026719
9171,-0.123686075,,,,,,0.123686075
9172,-0.11759853,,,,,,0.11759853
9173,-0.1208891,,,,,,0.1208891
9174,-0.11792759,,,,,,0.11792759
9175,-0.10723326,,,,,,0.10723326
9176,-0.104436286,,,,,,0.104436286
9177,-0.10460082,,,,,,0.10460082
9178,-0.110359296,,,,,,0.110359296
9179,-0.10394271,,,,,,0.10394271
9180,-0.09966497,,,,,,0.09966497
9181,-0.10114573,,,,,,0.10114573
9182,-0.09440008,,,,,,0.09440008
9183,-0.09242574,,,,,,0.09242574
9184,-0.082224995,,,,,,0.082224995
9185,-0.07844085,,,,,,0.07844085
9186,-0.07613745,,,,,,0.07613745
9187,-0.07959255,,,,,,0.07959255
9188,-0.0916031,,,,,,0.0916031
9189,-0.08946423,,,,,,0.08946423
9190,-0.09061593,,,,,,0.09061593
9191,-0.10048761,,,,,,0.10048761
9192,-0.12006646,,,,,,0.12006646
9193,-0.12483777,,,,,,0.12483777
9194,-0.13536756,,,,,,0.13536756
9195,-0.13010266,,,,,,0.13010266
9196,-0.10838496,,,,,,0.10838496
9197,-0.10410723,,,,,,0.10410723
9198,-0.11200458,,,,,,0.11200458
9199,-0.12730569,,,,,,0.12730569
9200,-0.13421586,,,,,,0.13421586
9201,-0.1444166,,,,,,0.1444166
9202,-0.1238506,,,,,,0.1238506
9203,-0.13108984,,,,,,0.13108984
9204,-0.14178416,,,,,,0.14178416
9205,-0.14227775,,,,,,0.14227775
9206,-0.1391517,,,,,,0.1391517
9207,-0.13651925,,,,,,0.13651925
9208,-0.13816454,,,,,,0.13816454
9209,-0.13536756,,,,,,0.13536756
9210,-0.12714116,,,,,,0.12714116
