Time (Seconds),Amplitude (Volts),,Time (Seconds),,,,Amplitude (Volts)
21396,-0.046193335,,,,,,0.046193335
21397,-0.03697976,,,,,,0.03697976
21398,-0.024640147,,,,,,0.024640147
21399,-0.025791844,,,,,,0.025791844
21400,-0.031879388,,,,,,0.031879388
21401,-0.038295984,,,,,,0.038295984
21402,-0.042080134,,,,,,0.042080134
21403,-0.037802402,,,,,,0.037802402
21404,-0.041257493,,,,,,0.041257493
21405,-0.048332203,,,,,,0.048332203
21406,-0.052445404,,,,,,0.052445404
21407,-0.04586428,,,,,,0.04586428
21408,-0.04027032,,,,,,0.04027032
21409,-0.03582806,,,,,,0.03582806
21410,-0.04224466,,,,,,0.04224466
21411,-0.041586548,,,,,,0.041586548
21412,-0.03681523,,,,,,0.03681523
21413,-0.035499007,,,,,,0.035499007
21414,-0.031221274,,,,,,0.031221274
21415,-0.033031084,,,,,,0.033031084
21416,-0.035499007,,,,,,0.035499007
21417,-0.035499007,,,,,,0.035499007
21418,-0.022994865,,,,,,0.022994865
21419,-0.026120901,,,,,,0.026120901
21420,-0.029575992,,,,,,0.029575992
21421,-0.030398633,,,,,,0.030398633
21422,-0.02447562,,,,,,0.02447562
21423,-0.022172224,,,,,,0.022172224
21424,-0.024804676,,,,,,0.024804676
21425,-0.029082408,,,,,,0.029082408
21426,-0.024804676,,,,,,0.024804676
21427,-0.022830337,,,,,,0.022830337
21428,-0.013945815,,,,,,0.013945815
21429,-0.017236378,,,,,,0.017236378
21430,-0.020033358,,,,,,0.020033358
21431,-0.017894492,,,,,,0.017894492
21432,-0.022336753,,,,,,0.022336753
21433,-0.022830337,,,,,,0.022830337
21434,-0.01904619,,,,,,0.01904619
21435,-0.019210717,,,,,,0.019210717
21436,-0.021020528,,,,,,0.021020528
21437,-0.019539773,,,,,,0.019539773
21438,-0.014603928,,,,,,0.014603928
21439,-0.016578266,,,,,,0.016578266
21440,-0.014274872,,,,,,0.014274872
21441,-0.017894492,,,,,,0.017894492
21442,-0.01888166,,,,,,0.01888166
21443,-0.008351857,,,,,,0.008351857
21444,-0.007364688,,,,,,0.007364688
21445,-0.005061293,,,,,,0.005061293
21446,-0.004074123,,,,,,0.004074123
21447,0.005633041,,,,,,-0.005633041
21448,0.005962098,,,,,,-0.005962098
21449,0.009581719,,,,,,-0.009581719
21450,0.015669262,,,,,,-0.015669262
21451,0.015504735,,,,,,-0.015504735
21452,0.014517565,,,,,,-0.014517565
21453,0.012378698,,,,,,-0.012378698
21454,0.010568888,,,,,,-0.010568888
21455,0.001848892,,,,,,-0.001848892
21456,0.005797569,,,,,,-0.005797569
21457,0.006949267,,,,,,-0.006949267
21458,0.003658702,,,,,,-0.003658702
21459,-0.000289975,,,,,,0.000289975
21460,-0.006871103,,,,,,0.006871103
21461,-0.008516384,,,,,,0.008516384
21462,-0.009009969,,,,,,0.009009969
21463,-0.011806949,,,,,,0.011806949
21464,-0.01526204,,,,,,0.01526204
21465,-0.018717133,,,,,,0.018717133
21466,-0.014110344,,,,,,0.014110344
21467,-0.013123174,,,,,,0.013123174
21468,-0.021185055,,,,,,0.021185055
21469,-0.026779013,,,,,,0.026779013
21470,-0.03319561,,,,,,0.03319561
21471,-0.040434852,,,,,,0.040434852
21472,-0.041092962,,,,,,0.041092962
21473,-0.03681523,,,,,,0.03681523
21474,-0.031056745,,,,,,0.031056745
21475,-0.031056745,,,,,,0.031056745
21476,-0.034018252,,,,,,0.034018252
21477,-0.03582806,,,,,,0.03582806
21478,-0.026943542,,,,,,0.026943542
21479,-0.01986883,,,,,,0.01986883
21480,-0.015591097,,,,,,0.015591097
21481,-0.006377518,,,,,,0.006377518
21482,0.006949267,,,,,,-0.006949267
21483,-0.001770729,,,,,,0.001770729
21484,0.001026251,,,,,,-0.001026251
21485,-0.000948087,,,,,,0.000948087
21486,-0.00621299,,,,,,0.00621299
21487,-0.003086954,,,,,,0.003086954
21488,-0.003745067,,,,,,0.003745067
21489,-0.008680913,,,,,,0.008680913
21490,-0.010490723,,,,,,0.010490723
21491,-0.011477892,,,,,,0.011477892
21492,-0.022007696,,,,,,0.022007696
21493,-0.015755625,,,,,,0.015755625
21494,-0.013616758,,,,,,0.013616758
21495,-0.007529215,,,,,,0.007529215
21496,-0.003251482,,,,,,0.003251482
21497,-0.006871103,,,,,,0.006871103
21498,-0.00341601,,,,,,0.00341601
21499,0.001519836,,,,,,-0.001519836
21500,0.005468513,,,,,,-0.005468513
21501,-0.003251482,,,,,,0.003251482
21502,-0.011971477,,,,,,0.011971477
21503,-0.005390349,,,,,,0.005390349
21504,-0.000125446,,,,,,0.000125446
21505,0.002342477,,,,,,-0.002342477
21506,0.00201342,,,,,,-0.00201342
21507,0.001355307,,,,,,-0.001355307
21508,0.002836061,,,,,,-0.002836061
21509,0.003987759,,,,,,-0.003987759
21510,0.003494174,,,,,,-0.003494174
21511,0.006455682,,,,,,-0.006455682
21512,0.008923605,,,,,,-0.008923605
21513,0.014846621,,,,,,-0.014846621
21514,0.014188509,,,,,,-0.014188509
21515,0.012378698,,,,,,-0.012378698
21516,0.013201339,,,,,,-0.013201339
21517,0.022085864,,,,,,-0.022085864
21518,0.024718314,,,,,,-0.024718314
21519,0.03360284,,,,,,-0.03360284
21520,0.04331001,,,,,,-0.04331001
21521,0.047258686,,,,,,-0.047258686
21522,0.044297177,,,,,,-0.044297177
21523,0.030970389,,,,,,-0.030970389
21524,0.021921335,,,,,,-0.021921335
21525,0.020934166,,,,,,-0.020934166
21526,0.015998319,,,,,,-0.015998319
21527,0.01682096,,,,,,-0.01682096
21528,0.016656432,,,,,,-0.016656432
21529,0.014846621,,,,,,-0.014846621
21530,0.018466242,,,,,,-0.018466242
21531,0.025376428,,,,,,-0.025376428
21532,0.02142775,,,,,,-0.02142775
21533,0.018466242,,,,,,-0.018466242
21534,0.0252119,,,,,,-0.0252119
21535,0.031463973,,,,,,-0.031463973
21536,0.033273783,,,,,,-0.033273783
21537,0.03623529,,,,,,-0.03623529
21538,0.04396812,,,,,,-0.04396812
21539,0.04001944,,,,,,-0.04001944
21540,0.038538687,,,,,,-0.038538687
21541,0.041829254,,,,,,-0.041829254
21542,0.03837416,,,,,,-0.03837416
21543,0.03245114,,,,,,-0.03245114
21544,0.03623529,,,,,,-0.03623529
21545,0.039032273,,,,,,-0.039032273
21546,0.04001944,,,,,,-0.04001944
21547,0.051536422,,,,,,-0.051536422
21548,0.055649627,,,,,,-0.055649627
21549,0.053017177,,,,,,-0.053017177
21550,0.049068496,,,,,,-0.049068496
21551,0.049397554,,,,,,-0.049397554
21552,0.054826986,,,,,,-0.054826986
21553,0.05729491,,,,,,-0.05729491
21554,0.051207364,,,,,,-0.051207364
21555,0.04331001,,,,,,-0.04331001
21556,0.04215831,,,,,,-0.04215831
21557,0.038045105,,,,,,-0.038045105
21558,0.032122087,,,,,,-0.032122087
21559,0.035248123,,,,,,-0.035248123
21560,0.037222464,,,,,,-0.037222464
21561,0.033109255,,,,,,-0.033109255
21562,0.03491907,,,,,,-0.03491907
21563,0.038703214,,,,,,-0.038703214
21564,0.029818691,,,,,,-0.029818691
21565,0.035906237,,,,,,-0.035906237
21566,0.04495529,,,,,,-0.04495529
21567,0.0403485,,,,,,-0.0403485
21568,0.03195756,,,,,,-0.03195756
21569,0.04511982,,,,,,-0.04511982
21570,0.052030005,,,,,,-0.052030005
21571,0.055320572,,,,,,-0.055320572
21572,0.05844661,,,,,,-0.05844661
21573,0.059762836,,,,,,-0.059762836
21574,0.054168873,,,,,,-0.054168873
21575,0.048574913,,,,,,-0.048574913
21576,0.046929628,,,,,,-0.046929628
21577,0.05087831,,,,,,-0.05087831
21578,0.051042836,,,,,,-0.051042836
21579,0.047752272,,,,,,-0.047752272
21580,0.051042836,,,,,,-0.051042836
21581,0.050384723,,,,,,-0.050384723
21582,0.04577793,,,,,,-0.04577793
21583,0.047258686,,,,,,-0.047258686
21584,0.051536422,,,,,,-0.051536422
21585,0.053181704,,,,,,-0.053181704
21586,0.047258686,,,,,,-0.047258686
21587,0.04495529,,,,,,-0.04495529
21588,0.051865477,,,,,,-0.051865477
21589,0.051207364,,,,,,-0.051207364
21590,0.04709416,,,,,,-0.04709416
21591,0.055649627,,,,,,-0.055649627
21592,0.061572645,,,,,,-0.061572645
21593,0.058775663,,,,,,-0.058775663
21594,0.061737172,,,,,,-0.061737172
21595,0.057953022,,,,,,-0.057953022
21596,0.05137189,,,,,,-0.05137189
21597,0.049068496,,,,,,-0.049068496
21598,0.051207364,,,,,,-0.051207364
21599,0.04890397,,,,,,-0.04890397
21600,0.053839818,,,,,,-0.053839818
21601,0.058117554,,,,,,-0.058117554
21602,0.058775663,,,,,,-0.058775663
21603,0.065850385,,,,,,-0.065850385
21604,0.07605114,,,,,,-0.07605114
21605,0.07999981,,,,,,-0.07999981
21606,0.078848116,,,,,,-0.078848116
21607,0.06453416,,,,,,-0.06453416
21608,0.056965854,,,,,,-0.056965854
21609,0.05351076,,,,,,-0.05351076
21610,0.046436045,,,,,,-0.046436045
21611,0.034260955,,,,,,-0.034260955
21612,0.022908505,,,,,,-0.022908505
21613,0.026199069,,,,,,-0.026199069
21614,0.016985489,,,,,,-0.016985489
21615,0.007936436,,,,,,-0.007936436
21616,0.004645872,,,,,,-0.004645872
21617,-0.003580539,,,,,,0.003580539
21618,-0.016742794,,,,,,0.016742794
21619,-0.024146562,,,,,,0.024146562
21620,-0.031879388,,,,,,0.031879388
21621,-0.040434852,,,,,,0.040434852
21622,-0.042902775,,,,,,0.042902775
21623,-0.04767409,,,,,,0.04767409
21624,-0.057052195,,,,,,0.057052195
21625,-0.071859725,,,,,,0.071859725
21626,-0.076960094,,,,,,0.076960094
21627,-0.07366954,,,,,,0.07366954
21628,-0.08123783,,,,,,0.08123783
21629,-0.081402354,,,,,,0.081402354
21630,-0.08436386,,,,,,0.08436386
21631,-0.09620988,,,,,,0.09620988
21632,-0.10279101,,,,,,0.10279101
21633,-0.107397795,,,,,,0.107397795
21634,-0.11118194,,,,,,0.11118194
21635,-0.119901925,,,,,,0.119901925
21636,-0.12977362,,,,,,0.12977362
21637,-0.12993814,,,,,,0.12993814
21638,-0.12895097,,,,,,0.12895097
21639,-0.1268121,,,,,,0.1268121
21640,-0.12533136,,,,,,0.12533136
21641,-0.13026719,,,,,,0.13026719
21642,-0.11710495,,,,,,0.11710495
21643,-0.12023098,,,,,,0.12023098
21644,-0.119901925,,,,,,0.119901925
21645,-0.124179654,,,,,,0.124179654
21646,-0.13503851,,,,,,0.13503851
21647,-0.14227775,,,,,,0.14227775
21648,-0.13586114,,,,,,0.13586114
21649,-0.13816454,,,,,,0.13816454
21650,-0.1355321,,,,,,0.1355321
21651,-0.123521544,,,,,,0.123521544
21652,-0.12220532,,,,,,0.12220532
21653,-0.12730569,,,,,,0.12730569
21654,-0.12763475,,,,,,0.12763475
21655,-0.12829286,,,,,,0.12829286
21656,-0.123521544,,,,,,0.123521544
21657,-0.11759853,,,,,,0.11759853
21658,-0.107562326,,,,,,0.107562326
21659,-0.102955535,,,,,,0.102955535
21660,-0.0980197,,,,,,0.0980197
21661,-0.09226121,,,,,,0.09226121
21662,-0.08847707,,,,,,0.08847707
21663,-0.08271858,,,,,,0.08271858
21664,-0.082389526,,,,,,0.082389526
21665,-0.0863382,,,,,,0.0863382
21666,-0.08206047,,,,,,0.08206047
21667,-0.07745368,,,,,,0.07745368
21668,-0.0746567,,,,,,0.0746567
21669,-0.06922728,,,,,,0.06922728
21670,-0.06906275,,,,,,0.06906275
21671,-0.07876991,,,,,,0.07876991
21672,-0.07449218,,,,,,0.07449218
21673,-0.062975205,,,,,,0.062975205
21674,-0.06725294,,,,,,0.06725294
21675,-0.072024256,,,,,,0.072024256
21676,-0.06577218,,,,,,0.06577218
21677,-0.06363332,,,,,,0.06363332
21678,-0.07350501,,,,,,0.07350501
21679,-0.07366954,,,,,,0.07366954
21680,-0.07547934,,,,,,0.07547934
21681,-0.08864159,,,,,,0.08864159
21682,-0.08864159,,,,,,0.08864159
21683,-0.081402354,,,,,,0.081402354
21684,-0.07893443,,,,,,0.07893443
21685,-0.083705746,,,,,,0.083705746
21686,-0.083047636,,,,,,0.083047636
21687,-0.07383406,,,,,,0.07383406
21688,-0.0705435,,,,,,0.0705435
21689,-0.06692388,,,,,,0.06692388
21690,-0.06725294,,,,,,0.06725294
21691,-0.060671814,,,,,,0.060671814
21692,-0.059520114,,,,,,0.059520114
21693,-0.053597104,,,,,,0.053597104
21694,-0.045206167,,,,,,0.045206167
21695,-0.05030654,,,,,,0.05030654
21696,-0.048825786,,,,,,0.048825786
21697,-0.03434731,,,,,,0.03434731
21698,-0.026614485,,,,,,0.026614485
21699,-0.02974052,,,,,,0.02974052
21700,-0.031879388,,,,,,0.031879388
21701,-0.018717133,,,,,,0.018717133
21702,-0.023817506,,,,,,0.023817506
21703,-0.032043915,,,,,,0.032043915
21704,-0.032208443,,,,,,0.032208443
21705,-0.032208443,,,,,,0.032208443
21706,-0.026120901,,,,,,0.026120901
21707,-0.018552605,,,,,,0.018552605
21708,-0.014110344,,,,,,0.014110344
21709,-0.014932985,,,,,,0.014932985
21710,-0.015426569,,,,,,0.015426569
21711,-0.007858272,,,,,,0.007858272
21712,-0.008680913,,,,,,0.008680913
21713,-0.009668082,,,,,,0.009668082
21714,-0.006377518,,,,,,0.006377518
21715,-0.009503554,,,,,,0.009503554
21716,-0.009009969,,,,,,0.009009969
21717,-0.004567708,,,,,,0.004567708
21718,0.0048104,,,,,,-0.0048104
21719,0.00300059,,,,,,-0.00300059
21720,-0.000783559,,,,,,0.000783559
21721,0.000697195,,,,,,-0.000697195
21722,0.014846621,,,,,,-0.014846621
21723,0.025540957,,,,,,-0.025540957
21724,0.023237562,,,,,,-0.023237562
21725,0.02044058,,,,,,-0.02044058
21726,0.0316285,,,,,,-0.0316285
21727,0.0391968,,,,,,-0.0391968
21728,0.03639982,,,,,,-0.03639982
21729,0.036728878,,,,,,-0.036728878
21730,0.027679823,,,,,,-0.027679823
21731,0.01780813,,,,,,-0.01780813
21732,0.015669262,,,,,,-0.015669262
21733,0.018959828,,,,,,-0.018959828
21734,0.012543227,,,,,,-0.012543227
21735,0.003494174,,,,,,-0.003494174
21736,0.001519836,,,,,,-0.001519836
21737,-0.00621299,,,,,,0.00621299
21738,0.003165118,,,,,,-0.003165118
21739,0.006784739,,,,,,-0.006784739
21740,0.003494174,,,,,,-0.003494174
21741,0.001848892,,,,,,-0.001848892
21742,0.011391529,,,,,,-0.011391529
21743,0.017150017,,,,,,-0.017150017
21744,0.015504735,,,,,,-0.015504735
21745,0.01040436,,,,,,-0.01040436
21746,0.008759077,,,,,,-0.008759077
21747,0.014846621,,,,,,-0.014846621
21748,0.013694923,,,,,,-0.013694923
21749,0.010897944,,,,,,-0.010897944
21750,0.004316815,,,,,,-0.004316815
21751,0.008923605,,,,,,-0.008923605
21752,0.010239831,,,,,,-0.010239831
21753,0.00941719,,,,,,-0.00941719
21754,0.010897944,,,,,,-0.010897944
21755,0.010897944,,,,,,-0.010897944
21756,0.003823231,,,,,,-0.003823231
21757,0.00300059,,,,,,-0.00300059
21758,0.007442852,,,,,,-0.007442852
21759,0.00662021,,,,,,-0.00662021
21760,0.007278323,,,,,,-0.007278323
21761,0.013365868,,,,,,-0.013365868
21762,0.0176436,,,,,,-0.0176436
21763,0.022579448,,,,,,-0.022579448
21764,0.03541265,,,,,,-0.03541265
21765,0.045284346,,,,,,-0.045284346
21766,0.042487368,,,,,,-0.042487368
21767,0.03261567,,,,,,-0.03261567
21768,0.03755152,,,,,,-0.03755152
21769,0.028502464,,,,,,-0.028502464
21770,0.016327376,,,,,,-0.016327376
21771,0.003494174,,,,,,-0.003494174
21772,0.009252662,,,,,,-0.009252662
21773,0.017972657,,,,,,-0.017972657
21774,0.023073032,,,,,,-0.023073032
21775,0.025540957,,,,,,-0.025540957
21776,0.023566617,,,,,,-0.023566617
21777,0.020276053,,,,,,-0.020276053
21778,0.01961794,,,,,,-0.01961794
21779,0.026528126,,,,,,-0.026528126
21780,0.041500196,,,,,,-0.041500196
21781,0.045448873,,,,,,-0.045448873
21782,0.046106987,,,,,,-0.046106987
21783,0.042816423,,,,,,-0.042816423
21784,0.039690387,,,,,,-0.039690387
21785,0.041829254,,,,,,-0.041829254
21786,0.046436045,,,,,,-0.046436045
21787,0.046929628,,,,,,-0.046929628
21788,0.052030005,,,,,,-0.052030005
21789,0.06223076,,,,,,-0.06223076
21790,0.06255981,,,,,,-0.06255981
21791,0.06042095,,,,,,-0.06042095
21792,0.062395286,,,,,,-0.062395286
21793,0.06831831,,,,,,-0.06831831
21794,0.065850385,,,,,,-0.065850385
21795,0.0630534,,,,,,-0.0630534
21796,0.066508494,,,,,,-0.066508494
21797,0.069634534,,,,,,-0.069634534
21798,0.06634396,,,,,,-0.06634396
21799,0.067331135,,,,,,-0.067331135
21800,0.06469868,,,,,,-0.06469868
21801,0.06371152,,,,,,-0.06371152
21802,0.062395286,,,,,,-0.062395286
21803,0.052852646,,,,,,-0.052852646
21804,0.04956208,,,,,,-0.04956208
21805,0.046271518,,,,,,-0.046271518
21806,0.044297177,,,,,,-0.044297177
21807,0.04956208,,,,,,-0.04956208
21808,0.051536422,,,,,,-0.051536422
21809,0.056143213,,,,,,-0.056143213
21810,0.058611136,,,,,,-0.058611136
21811,0.065027736,,,,,,-0.065027736
21812,0.06831831,,,,,,-0.06831831
21813,0.067166604,,,,,,-0.067166604
21814,0.07325415,,,,,,-0.07325415
21815,0.077367365,,,,,,-0.077367365
21816,0.07670925,,,,,,-0.07670925
21817,0.084935665,,,,,,-0.084935665
21818,0.091023214,,,,,,-0.091023214
21819,0.08658095,,,,,,-0.08658095
21820,0.0827968,,,,,,-0.0827968
21821,0.084771134,,,,,,-0.084771134
21822,0.082632266,,,,,,-0.082632266
21823,0.08691,,,,,,-0.08691
21824,0.08691,,,,,,-0.08691
21825,0.08592284,,,,,,-0.08592284
21826,0.087239064,,,,,,-0.087239064
21827,0.095465474,,,,,,-0.095465474
21828,0.1013885,,,,,,-0.1013885
21829,0.10204661,,,,,,-0.10204661
21830,0.10221114,,,,,,-0.10221114
21831,0.09974322,,,,,,-0.09974322
21832,0.0990851,,,,,,-0.0990851
21833,0.09826246,,,,,,-0.09826246
21834,0.089542456,,,,,,-0.089542456
21835,0.08230321,,,,,,-0.08230321
21836,0.0816451,,,,,,-0.0816451
21837,0.07638019,,,,,,-0.07638019
21838,0.07835453,,,,,,-0.07835453
21839,0.082632266,,,,,,-0.082632266
21840,0.07950623,,,,,,-0.07950623
21841,0.07127982,,,,,,-0.07127982
21842,0.057788495,,,,,,-0.057788495
21843,0.061737172,,,,,,-0.061737172
21844,0.0630534,,,,,,-0.0630534
21845,0.07605114,,,,,,-0.07605114
21846,0.086416416,,,,,,-0.086416416
21847,0.08691,,,,,,-0.08691
21848,0.08937793,,,,,,-0.08937793
21849,0.101882085,,,,,,-0.101882085
21850,0.101717554,,,,,,-0.101717554
21851,0.095794536,,,,,,-0.095794536
21852,0.08773264,,,,,,-0.08773264
21853,0.08065793,,,,,,-0.08065793
21854,0.065850385,,,,,,-0.065850385
21855,0.06042095,,,,,,-0.06042095
21856,0.060585476,,,,,,-0.060585476
21857,0.06042095,,,,,,-0.06042095
21858,0.05713038,,,,,,-0.05713038
21859,0.0554851,,,,,,-0.0554851
21860,0.055320572,,,,,,-0.055320572
21861,0.054168873,,,,,,-0.054168873
21862,0.049068496,,,,,,-0.049068496
21863,0.04495529,,,,,,-0.04495529
21864,0.046436045,,,,,,-0.046436045
21865,0.046600573,,,,,,-0.046600573
21866,0.04709416,,,,,,-0.04709416
21867,0.056801327,,,,,,-0.056801327
21868,0.061408117,,,,,,-0.061408117
21869,0.053017177,,,,,,-0.053017177
21870,0.04709416,,,,,,-0.04709416
21871,0.05449793,,,,,,-0.05449793
21872,0.05334623,,,,,,-0.05334623
21873,0.049397554,,,,,,-0.049397554
21874,0.057623968,,,,,,-0.057623968
21875,0.06042095,,,,,,-0.06042095
21876,0.05844661,,,,,,-0.05844661
21877,0.058611136,,,,,,-0.058611136
21878,0.060256418,,,,,,-0.060256418
21879,0.05466246,,,,,,-0.05466246
21880,0.054826986,,,,,,-0.054826986
21881,0.055978686,,,,,,-0.055978686
21882,0.061408117,,,,,,-0.061408117
21883,0.059762836,,,,,,-0.059762836
21884,0.065850385,,,,,,-0.065850385
21885,0.066508494,,,,,,-0.066508494
21886,0.07243151,,,,,,-0.07243151
21887,0.08427755,,,,,,-0.08427755
21888,0.082632266,,,,,,-0.082632266
21889,0.07638019,,,,,,-0.07638019
21890,0.07374774,,,,,,-0.07374774
21891,0.07259604,,,,,,-0.07259604
21892,0.07473491,,,,,,-0.07473491
21893,0.0706217,,,,,,-0.0706217
21894,0.060585476,,,,,,-0.060585476
21895,0.062395286,,,,,,-0.062395286
21896,0.0752285,,,,,,-0.0752285
21897,0.07588661,,,,,,-0.07588661
21898,0.06749567,,,,,,-0.06749567
21899,0.07127982,,,,,,-0.07127982
21900,0.080328874,,,,,,-0.080328874
21901,0.07654472,,,,,,-0.07654472
21902,0.08460661,,,,,,-0.08460661
21903,0.091023214,,,,,,-0.091023214
21904,0.081151515,,,,,,-0.081151515
21905,0.080986984,,,,,,-0.080986984
21906,0.088555284,,,,,,-0.088555284
21907,0.10385642,,,,,,-0.10385642
21908,0.0915168,,,,,,-0.0915168
21909,0.091023214,,,,,,-0.091023214
21910,0.088719815,,,,,,-0.088719815
21911,0.09069415,,,,,,-0.09069415
21912,0.091845855,,,,,,-0.091845855
21913,0.09842699,,,,,,-0.09842699
21914,0.094807364,,,,,,-0.094807364
21915,0.09661718,,,,,,-0.09661718
21916,0.09711076,,,,,,-0.09711076
21917,0.09003604,,,,,,-0.09003604
21918,0.08740359,,,,,,-0.08740359
21919,0.08987151,,,,,,-0.08987151
21920,0.091845855,,,,,,-0.091845855
21921,0.093326606,,,,,,-0.093326606
21922,0.088884346,,,,,,-0.088884346
21923,0.08148057,,,,,,-0.08148057
21924,0.078683585,,,,,,-0.078683585
21925,0.07605114,,,,,,-0.07605114
21926,0.06881189,,,,,,-0.06881189
21927,0.067331135,,,,,,-0.067331135
21928,0.0706217,,,,,,-0.0706217
21929,0.06947,,,,,,-0.06947
21930,0.064205095,,,,,,-0.064205095
21931,0.06568585,,,,,,-0.06568585
21932,0.064205095,,,,,,-0.064205095
21933,0.0566368,,,,,,-0.0566368
21934,0.0566368,,,,,,-0.0566368
21935,0.05828208,,,,,,-0.05828208
21936,0.047258686,,,,,,-0.047258686
21937,0.044790763,,,,,,-0.044790763
21938,0.036728878,,,,,,-0.036728878
21939,0.025705485,,,,,,-0.025705485
21940,0.013694923,,,,,,-0.013694923
21941,0.005633041,,,,,,-0.005633041
21942,0.002836061,,,,,,-0.002836061
21943,-0.014932985,,,,,,0.014932985
21944,-0.034840893,,,,,,0.034840893
21945,-0.048332203,,,,,,0.048332203
21946,-0.065936714,,,,,,0.065936714
21947,-0.066759355,,,,,,0.066759355
21948,-0.07942802,,,,,,0.07942802
21949,-0.07728916,,,,,,0.07728916
21950,-0.081402354,,,,,,0.081402354
21951,-0.08831254,,,,,,0.08831254
21952,-0.0957163,,,,,,0.0957163
21953,-0.1050944,,,,,,0.1050944
21954,-0.11052383,,,,,,0.11052383
21955,-0.1156242,,,,,,0.1156242
21956,-0.11463703,,,,,,0.11463703
21957,-0.12467324,,,,,,0.12467324
21958,-0.13191247,,,,,,0.13191247
21959,-0.12993814,,,,,,0.12993814
21960,-0.13355775,,,,,,0.13355775
21961,-0.14129058,,,,,,0.14129058
21962,-0.13421586,,,,,,0.13421586
21963,-0.12779927,,,,,,0.12779927
21964,-0.13948077,,,,,,0.13948077
21965,-0.14820075,,,,,,0.14820075
21966,-0.13536756,,,,,,0.13536756
21967,-0.12960908,,,,,,0.12960908
21968,-0.11940835,,,,,,0.11940835
21969,-0.10772685,,,,,,0.10772685
21970,-0.0957163,,,,,,0.0957163
21971,-0.08650272,,,,,,0.08650272
21972,-0.08271858,,,,,,0.08271858
21973,-0.094071016,,,,,,0.094071016
21974,-0.0980197,,,,,,0.0980197
21975,-0.09670347,,,,,,0.09670347
21976,-0.1050944,,,,,,0.1050944
21977,-0.10641062,,,,,,0.10641062
21978,-0.09917139,,,,,,0.09917139
21979,-0.103613645,,,,,,0.103613645
21980,-0.11134647,,,,,,0.11134647
21981,-0.11052383,,,,,,0.11052383
21982,-0.1156242,,,,,,0.1156242
21983,-0.11118194,,,,,,0.11118194
21984,-0.103120066,,,,,,0.103120066
21985,-0.0980197,,,,,,0.0980197
21986,-0.10344912,,,,,,0.10344912
21987,-0.09834875,,,,,,0.09834875
21988,-0.09736158,,,,,,0.09736158
21989,-0.102132894,,,,,,0.102132894
21990,-0.10427176,,,,,,0.10427176
21991,-0.088970646,,,,,,0.088970646
21992,-0.09094498,,,,,,0.09094498
21993,-0.0945646,,,,,,0.0945646
21994,-0.09620988,,,,,,0.09620988
21995,-0.093412906,,,,,,0.093412906
21996,-0.08946423,,,,,,0.08946423
21997,-0.07959255,,,,,,0.07959255
21998,-0.074821234,,,,,,0.074821234
21999,-0.07893443,,,,,,0.07893443
22000,-0.08057971,,,,,,0.08057971
22001,-0.07515029,,,,,,0.07515029
22002,-0.07515029,,,,,,0.07515029
22003,-0.076960094,,,,,,0.076960094
22004,-0.077782735,,,,,,0.077782735
22005,-0.07432765,,,,,,0.07432765
22006,-0.06363332,,,,,,0.06363332
22007,-0.056887664,,,,,,0.056887664
22008,-0.05655861,,,,,,0.05655861
22009,-0.044712584,,,,,,0.044712584
22010,-0.046028808,,,,,,0.046028808
22011,-0.055735968,,,,,,0.055735968
22012,-0.061329924,,,,,,0.061329924
22013,-0.06429143,,,,,,0.06429143
22014,-0.07515029,,,,,,0.07515029
22015,-0.08173141,,,,,,0.08173141
22016,-0.07515029,,,,,,0.07515029
22017,-0.064455956,,,,,,0.064455956
22018,-0.06363332,,,,,,0.06363332
22019,-0.05293899,,,,,,0.05293899
22020,-0.0494839,,,,,,0.0494839
22021,-0.054255217,,,,,,0.054255217
22022,-0.043725412,,,,,,0.043725412
22023,-0.04059938,,,,,,0.04059938
22024,-0.04224466,,,,,,0.04224466
22025,-0.041257493,,,,,,0.041257493
22026,-0.034676366,,,,,,0.034676366
22027,-0.034676366,,,,,,0.034676366
22028,-0.02529826,,,,,,0.02529826
22029,-0.021020528,,,,,,0.021020528
22030,-0.01904619,,,,,,0.01904619
22031,-0.004238652,,,,,,0.004238652
22032,0.004316815,,,,,,-0.004316815
22033,0.007936436,,,,,,-0.007936436
22034,0.017150017,,,,,,-0.017150017
22035,0.026692655,,,,,,-0.026692655
22036,0.033109255,,,,,,-0.033109255
22037,0.03837416,,,,,,-0.03837416
22038,0.04758774,,,,,,-0.04758774
22039,0.043639064,,,,,,-0.043639064
22040,0.044461705,,,,,,-0.044461705
22041,0.05334623,,,,,,-0.05334623
22042,0.055649627,,,,,,-0.055649627
22043,0.049068496,,,,,,-0.049068496
22044,0.046106987,,,,,,-0.046106987
22045,0.05071378,,,,,,-0.05071378
22046,0.04956208,,,,,,-0.04956208
22047,0.050384723,,,,,,-0.050384723
22048,0.05054925,,,,,,-0.05054925
22049,0.046929628,,,,,,-0.046929628
22050,0.04298095,,,,,,-0.04298095
22051,0.036728878,,,,,,-0.036728878
22052,0.03541265,,,,,,-0.03541265
22053,0.029654162,,,,,,-0.029654162
22054,0.029489635,,,,,,-0.029489635
22055,0.028831521,,,,,,-0.028831521
22056,0.033109255,,,,,,-0.033109255
22057,0.036893405,,,,,,-0.036893405
22058,0.040677555,,,,,,-0.040677555
22059,0.044297177,,,,,,-0.044297177
22060,0.04413265,,,,,,-0.04413265
