Time (Seconds),Amplitude (Volts),,Time (Seconds)
5052,0.06610124,,
5053,0.07449218,,
5054,0.14935245,,
5055,0.2243772,,
5056,0.285088,,
5057,0.34727952,,
5058,0.3810077,,
5059,0.40223178,,
5060,0.36307418,,
5061,0.23243907,,
5062,0.15001056,,
5063,0.15692073,,
5064,0.23605868,,
5065,0.33855954,,
5066,0.40897742,,
5067,0.46014553,,
5068,0.50193554,,
5069,0.54175127,,
5070,0.49387372,,
5071,0.34793764,,
5072,0.24691753,,
5073,0.23967831,,
5074,0.3040087,,
5075,0.3791979,,
5076,0.41506496,,
5077,0.45175463,,
5078,0.48712808,,
5079,0.4943673,,
5080,0.44106033,,
5081,0.2898593,,
5082,0.17880297,,
5083,0.14820075,,
5084,0.2113795,,
5085,0.29134005,,
5086,0.33971125,,
5087,0.39680237,,
5088,0.42296228,,
5089,0.44599617,,
5090,0.39367634,,
5091,0.22997116,,
5092,0.10492987,,
5093,0.086831786,,
5094,0.17386712,,
5095,0.25399223,,
5096,0.2921627,,
5097,0.35451874,,
5098,0.37656546,,
5099,0.3869307,,
5100,0.34876028,,
5101,0.21368289,,
5102,0.09390649,,
5103,0.102955535,,
5104,0.18982634,,
5105,0.2696224,,
5106,0.3170064,,
5107,0.364884,,
5108,0.3655421,,
5109,0.3495829,,
5110,0.25349864,,
5111,0.071201615,,
5112,-0.06749567,,
5113,-0.06914095,,
5114,0.009668082,,
5115,0.083705746,,
5116,0.14112605,,
5117,0.19640745,,
5118,0.22635154,,
5119,0.24083,,
5120,0.17567693,,
5121,0.039283153,,
5122,-0.05828208,,
5123,-0.061572645,,
5124,0.008845441,,
5125,0.08913518,,
5126,0.15988223,,
5127,0.21796061,,
5128,0.23819755,,
5129,0.24560131,,
5130,0.18768747,,
5131,0.040105794,,
5132,-0.071115285,,
5133,-0.074899435,,
5134,-0.01040436,,
5135,0.07070803,,
5136,0.12154721,,
5137,0.16926034,,
5138,0.1908135,,
5139,0.19821726,,
5140,0.12747023,,
5141,-0.020934166,,
5142,-0.11455076,,
5143,-0.10665341,,
5144,-0.056472268,,
5145,0.014274872,,
5146,0.06791105,,
5147,0.14770716,,
5148,0.1638309,,
5149,0.14902338,,
5150,0.06313974,,
5151,-0.087239064,,
5152,-0.17509721,,
5153,-0.153544,,
5154,-0.070292644,,
5155,-0.01221417,,
5156,0.03697976,,
5157,0.11348534,,
5158,0.1391517,,
5159,0.13602568,,
5160,0.06725294,,
5161,-0.07999981,,
5162,-0.17723608,,
5163,-0.14827909,,
5164,-0.06436963,,
5165,-0.029489635,,
5166,0.003909595,,
5167,0.07531481,,
5168,0.10246195,,
5169,0.10114573,,
5170,0.023488449,,
5171,-0.10056586,,
5172,-0.20290253,,
5173,-0.19023383,,
5174,-0.11899303,,
5175,-0.059104722,,
5176,-0.011227001,,
5177,0.040928435,,
5178,0.06774652,,
5179,0.08419933,,
5180,0.000619031,,
5181,-0.14564663,,
5182,-0.2374535,,
5183,-0.20783837,,
5184,-0.09842699,,
5185,-0.03376737,,
5186,0.016084682,,
5187,0.09653894,,
5188,0.14474566,,
5189,0.15741432,,
5190,0.08025066,,
5191,-0.062395286,,
5192,-0.14877267,,
5193,-0.13248436,,
5194,-0.065850385,,
5195,-0.005962098,,
5196,0.042080134,,
5197,0.1062461,,
5198,0.12895097,,
5199,0.12220532,,
5200,0.034840893,,
5201,-0.123435296,,
5202,-0.21441951,,
5203,-0.19878931,,
5204,-0.119322084,,
5205,-0.050220195,,
5206,0.013287703,,
5207,0.056723136,,
5208,0.083705746,,
5209,0.097855166,,
5210,0.017729964,,
5211,-0.112576425,,
5212,-0.18036212,,
5213,-0.15683456,,
5214,-0.084771134,,
5215,-0.029325105,,
5216,0.033853725,,
5217,0.10427176,,
5218,0.13339323,,
5219,0.13520303,,
5220,0.05655861,,
5221,-0.084113024,,
5222,-0.15551834,,
5223,-0.12376435,,
5224,-0.04018397,,
5225,0.02990505,,
5226,0.08831254,,
5227,0.15511093,,
5228,0.18324521,,
5229,0.17008297,,
5230,0.076466516,,
5231,-0.077202834,,
5232,-0.16851607,,
5233,-0.1774006,,
5234,-0.114879824,,
5235,-0.06469868,,
5236,-0.014188509,,
5237,0.067417465,,
5238,0.11019477,,
5239,0.12253438,,
5240,0.039118625,,
5241,-0.09743982,,
5242,-0.16226399,,
5243,-0.12771304,,
5244,-0.038703214,,
5245,0.004567708,,
5246,0.06313974,,
5247,0.112662695,,
5248,0.12862192,,
5249,0.12960908,,
5250,0.043067303,,
5251,-0.087897174,,
5252,-0.16835155,,
5253,-0.14301418,,
5254,-0.06881189,,
5255,-0.006784739,,
5256,0.03681523,,
5257,0.09818422,,
5258,0.13158342,,
5259,0.11792759,,
5260,-0.003658702,,
5261,-0.14827909,,
5262,-0.21935537,,
5263,-0.2010927,,
5264,-0.114879824,,
5265,-0.029983219,,
5266,0.02167864,,
5267,0.07399859,,
5268,0.09752611,,
5269,0.10641062,,
5270,0.007200159,,
5271,-0.16571909,,
5272,-0.25061578,,
5273,-0.23449199,,
5274,-0.15617645,,
5275,-0.08674548,,
5276,-0.02044058,,
5277,0.03846051,,
5278,0.077782735,,
5279,0.095551774,,
5280,0.017236378,,
5281,-0.14334323,,
5282,-0.22231688,,
5283,-0.19665045,,
5284,-0.109614916,,
5285,-0.05367529,,
5286,-0.013859452,,
5287,0.022172224,,
5288,0.03878957,,
5289,0.03352467,,
5290,-0.07473491,,
5291,-0.2293916,,
5292,-0.29553208,,
5293,-0.2599939,,
5294,-0.18348816,,
5295,-0.12047379,,
5296,-0.055978686,,
5297,-0.014517565,,
5298,-0.004645872,,
5299,-0.028666994,,
5300,-0.13347153,,
5301,-0.27644676,,
5302,-0.3463714,,
5303,-0.31395927,,
5304,-0.21820366,,
5305,-0.16703533,,
5306,-0.12689039,,
5307,-0.059433777,,
5308,-0.038045105,,
5309,-0.02060511,,
5310,-0.11208284,,
5311,-0.25143844,,
5312,-0.32514724,,
5313,-0.30129057,,
5314,-0.22774632,,
5315,-0.15387304,,
5316,-0.108792275,,
5317,-0.056965854,,
5318,-0.04133567,,
5319,-0.034096424,,
5320,-0.14103983,,
5321,-0.30178416,,
5322,-0.37977076,,
5323,-0.37861905,,
5324,-0.30474567,,
5325,-0.25439996,,
5326,-0.20306705,,
5327,-0.16242853,,
5328,-0.14531757,,
5329,-0.12919378,,
5330,-0.24156672,,
5331,-0.39194587,,
5332,-0.44739208,,
5333,-0.40790516,,
5334,-0.31428835,,
5335,-0.23695992,,
5336,-0.17411004,,
5337,-0.12968737,,
5338,-0.099578686,,
5339,-0.10467906,,
5340,-0.20833196,,
5341,-0.35229445,,
5342,-0.41695425,,
5343,-0.37039262,,
5344,-0.254729,,
5345,-0.17608438,,
5346,-0.11043756,,
5347,-0.041829254,,
5348,0.012300533,,
5349,0.031714857,,
5350,-0.0543334,,
5351,-0.18365268,,
5352,-0.23580822,,
5353,-0.20339611,,
5354,-0.10615982,,
5355,-0.06009189,,
5356,0.000289975,,
5357,0.07531481,,
5358,0.124508716,,
5359,0.14968151,,
5360,0.08321217,,
5361,-0.02142775,,
5362,-0.043639064,,
5363,0.026449958,,
5364,0.13339323,,
5365,0.22190928,,
5366,0.3128932,,
5367,0.37064245,,
5368,0.4010801,,
5369,0.40091556,,
5370,0.30960265,,
5371,0.17107014,,
5372,0.13306417,,
5373,0.18456145,,
5374,0.29068196,,
5375,0.3685036,,
5376,0.436289,,
5377,0.4670557,,
5378,0.48827976,,
5379,0.50555515,,
5380,0.41012913,,
5381,0.2510307,,
5382,0.18209352,,
5383,0.23243907,,
5384,0.33674973,,
5385,0.40305442,,
5386,0.46738476,,
5387,0.5318796,,
5388,0.573176,,
5389,0.57169527,,
5390,0.45734856,,
5391,0.32457468,,
5392,0.26172504,,
5393,0.29627588,,
5394,0.37952697,,
5395,0.45553878,,
5396,0.5343475,,
5397,0.5922612,,
5398,0.62352145,,
5399,0.6078913,,
5400,0.51262987,,
5401,0.39236012,,
5402,0.34695047,,
5403,0.4015737,,
5404,0.47199154,,
5405,0.5188819,,
5406,0.57827634,,
5407,0.62072444,,
5408,0.6258248,,
5409,0.6008166,,
5410,0.48745713,,
5411,0.34316632,,
5412,0.29298535,,
5413,0.34563425,,
5414,0.42394945,,
5415,0.46968815,,
5416,0.54339653,,
5417,0.6018038,,
5418,0.60279095,,
5419,0.5614945,,
5420,0.43563092,,
5421,0.28442988,,
5422,0.2225674,,
5423,0.26485106,,
5424,0.33148485,,
5425,0.38528544,,
5426,0.4402377,,
5427,0.4879507,,
5428,0.50078386,,
5429,0.4700172,,
5430,0.31799358,,
5431,0.1590596,,
5432,0.088148005,,
5433,0.119243816,,
5434,0.2072663,,
5435,0.27587444,,
5436,0.32490373,,
5437,0.34760857,,
5438,0.3448116,,
5439,0.31848714,,
5440,0.18768747,,
5441,0.050964653,,
5442,-0.004481344,,
5443,0.025627317,,
5444,0.0980197,,
5445,0.1279638,,
5446,0.1725509,,
5447,0.21483459,,
5448,0.24165264,,
5449,0.23293266,,
5450,0.11381439,,
5451,-0.0327802,,
5452,-0.0903651,,
5453,-0.049891137,,
5454,0.057216723,,
5455,0.13240606,,
5456,0.19821726,,
5457,0.23589416,,
5458,0.25465035,,
5459,0.24954997,,
5460,0.13536756,,
5461,-0.00941719,,
5462,-0.06617944,,
5463,-0.01961794,,
5464,0.082389526,,
5465,0.15066867,,
5466,0.23276813,,
5467,0.27603897,,
5468,0.28623968,,
5469,0.26830617,,
5470,0.14852981,,
5471,0.016907323,,
5472,-0.020111525,,
5473,0.022665808,,
5474,0.08403481,,
5475,0.10970119,,
5476,0.15297206,,
5477,0.15297206,,
5478,0.14310038,,
5479,0.118585706,,
5480,0.001770729,,
5481,-0.1413689,,
5482,-0.18463986,,
5483,-0.13840738,,
5484,-0.044297177,,
5485,0.01081978,,
5486,0.0693918,,
5487,0.12730569,,
5488,0.16218564,,
5489,0.13355775,,
5490,-0.002836061,,
5491,-0.12458699,,
5492,-0.15222776,,
5493,-0.103362836,,
5494,-0.033273783,,
5495,0.023817506,,
5496,0.08452839,,
5497,0.13997436,,
5498,0.15774338,,
5499,0.13421586,,
5500,-0.004645872,,
5501,-0.13166171,,
5502,-0.1634157,,
5503,-0.13445869,,
5504,-0.061079063,,
5505,0.001277144,,
5506,0.068898216,,
5507,0.11644684,,
5508,0.13931623,,
5509,0.12845738,,
5510,0.001935257,,
5511,-0.13923001,,
5512,-0.17871684,,
5513,-0.12705491,,
5514,-0.046929628,,
5515,-0.013201339,,
5516,0.04142202,,
5517,0.07679557,,
5518,0.102297425,,
5519,0.10608157,,
5520,-0.02438926,,
5521,-0.17838778,,
5522,-0.19303082,,
5523,-0.09809793,,
5524,-0.006126626,,
5525,0.031879388,,
5526,0.08568009,,
5527,0.118585706,,
5528,0.12598947,,
5529,0.10131025,,
5530,-0.013694923,,
5531,-0.17312287,,
5532,-0.20816743,,
5533,-0.14465946,,
5534,-0.0554851,,
5535,0.011477892,,
5536,0.08025066,,
5537,0.1279638,,
5538,0.14096151,,
5539,0.103120066,,
5540,-0.051207364,,
5541,-0.19039835,,
5542,-0.23153047,,
5543,-0.19566327,,
5544,-0.110273026,,
5545,-0.050220195,,
5546,0.008516384,,
5547,0.04059938,,
5548,0.07136614,,
5549,0.05030654,,
5550,-0.084113024,,
5551,-0.20290253,,
5552,-0.22330405,,
5553,-0.16127683,,
5554,-0.06223076,,
5555,0.002757898,,
5556,0.047509562,,
5557,0.095551774,,
5558,0.10970119,,
5559,0.08979329,,
5560,-0.045284346,,
5561,-0.17707156,,
5562,-0.2126097,,
5563,-0.14844361,,
5564,-0.08427755,,
5565,-0.030312276,,
5566,0.028259767,,
5567,0.055242386,,
5568,0.071037084,,
5569,0.03763787,,
5570,-0.10221114,,
5571,-0.24238937,,
5572,-0.27233356,,
5573,-0.19632138,,
5574,-0.11455076,,
5575,-0.07127982,,
5576,-0.002671533,,
5577,0.045699753,,
5578,0.059520114,,
5579,0.026614485,,
5580,-0.097933404,,
5581,-0.24123766,,
5582,-0.25719693,,
5583,-0.18266553,,
5584,-0.113234535,,
5585,-0.08312585,,
5586,-0.005139456,,
5587,0.048825786,,
5588,0.0705435,,
5589,0.04240919,,
5590,-0.096452646,,
5591,-0.21738103,,
5592,-0.22494933,,
5593,-0.13709114,,
5594,-0.06519227,,
5595,-0.030476803,,
5596,0.013616758,,
5597,0.042738244,,
5598,0.033031084,,
5599,-0.035906237,,
5600,-0.19451156,,
5601,-0.30672002,,
5602,-0.34192917,,
5603,-0.28549585,,
5604,-0.19187911,,
5605,-0.102375664,,
5606,-0.04018397,,
5607,0.004732236,,
5608,0.03796693,,
5609,0.00621299,,
5610,-0.14071077,,
5611,-0.25851315,,
5612,-0.28500226,,
5613,-0.24090861,,
5614,-0.15847984,,
5615,-0.09628812,,
5616,-0.05367529,,
5617,-0.003165118,,
5618,0.024969203,,
5619,-0.01221417,,
5620,-0.15469569,,
5621,-0.27907923,,
5622,-0.30968153,,
5623,-0.24535087,,
5624,-0.16769344,,
5625,-0.12195454,,
5626,-0.059433777,,
5627,-0.04594246,,
5628,-0.031134916,,
5629,-0.056801327,,
5630,-0.17986853,,
5631,-0.30622643,,
5632,-0.31330118,,
5633,-0.23597275,,
5634,-0.16292211,,
5635,-0.1101085,,
5636,-0.03738699,,
5637,-0.02800888,,
5638,-0.048245855,,
5639,-0.099414155,,
5640,-0.21211612,,
5641,-0.32876685,,
5642,-0.32054043,,
5643,-0.2333403,,
5644,-0.14696285,,
5645,-0.09595906,,
5646,-0.034425482,,
5647,-0.023895673,,
5648,-0.027844353,,
5649,-0.0706217,,
5650,-0.21853273,,
5651,-0.3480167,,
5652,-0.37055713,,
5653,-0.33386725,,
5654,-0.2553871,,
5655,-0.18825948,,
5656,-0.13511682,,
5657,-0.11849944,,
5658,-0.10385642,,
5659,-0.15601191,,
5660,-0.29898718,,
5661,-0.40379193,,
5662,-0.4246871,,
5663,-0.38816172,,
5664,-0.31494644,,
5665,-0.26706862,,
5666,-0.2160648,,
5667,-0.15831532,,
5668,-0.12475152,,
5669,-0.14564663,,
5670,-0.2841796,,
5671,-0.3812515,,
5672,-0.3784545,,
5673,-0.32284382,,
5674,-0.22363311,,
5675,-0.12853567,,
5676,-0.040842082,,
5677,0.010655251,,
5678,0.059684645,,
5679,0.04059938,,
5680,-0.099414155,,
5681,-0.16539003,,
5682,-0.14103983,,
5683,-0.04972661,,
5684,0.050471067,,
5685,0.1197374,,
5686,0.20595008,,
5687,0.25251147,,
5688,0.2720903,,
5689,0.22717418,,
5690,0.103120066,,
5691,-0.004481344,,
5692,0.023159394,,
5693,0.11003024,,
5694,0.19393954,,
5695,0.25991523,,
5696,0.3523799,,
5697,0.3892341,,
5698,0.41341966,,
5699,0.39071485,,
5700,0.27900046,,
5701,0.16679242,,
5702,0.18587767,,
5703,0.27422917,,
5704,0.36406136,,
5705,0.42164606,,
5706,0.48416656,,
5707,0.51954,,
5708,0.5496486,,
5709,0.5062133,,
5710,0.39318275,,
5711,0.32457468,,
5712,0.33724332,,
5713,0.4117744,,
5714,0.5198691,,
5715,0.591274,,
5716,0.6514911,,
5717,0.6809415,,
5718,0.708253,,
5719,0.6396451,,
5720,0.4700172,,
5721,0.35583496,,
5722,0.34267274,,
5723,0.40140915,,
5724,0.49107674,,
5725,0.5800862,,
5726,0.64112586,,
5727,0.69377464,,
5728,0.7163149,,
5729,0.6646533,,
5730,0.5134525,,
5731,0.4165457,,
5732,0.4053578,,
5733,0.46047458,,
5734,0.53006977,,
5735,0.59390646,,
5736,0.6468843,,
5737,0.68061244,,
5738,0.68472564,,
5739,0.62138253,,
5740,0.47314322,,
5741,0.35353157,,
5742,0.35994816,,
5743,0.44336373,,
5744,0.5035808,,
5745,0.5443837,,
5746,0.6093721,,
5747,0.6011457,,
5748,0.59012234,,
5749,0.53006977,,
5750,0.37607187,,
5751,0.23655227,,
5752,0.24280433,,
5753,0.34497613,,
5754,0.41243252,,
5755,0.4504384,,
5756,0.5159204,,
5757,0.5225015,,
5758,0.50983286,,
5759,0.42049438,,
5760,0.2620541,,
5761,0.15182036,,
5762,0.16860223,,
5763,0.23655227,,
5764,0.31322226,,
5765,0.36406136,,
5766,0.42049438,,
5767,0.45767763,,
5768,0.46672663,,
5769,0.3750847,,
5770,0.20825347,,
5771,0.10986572,,
5772,0.110359296,,
5773,0.18604219,,
5774,0.2567892,,
5775,0.31075436,,
5776,0.3175,,
5777,0.33905312,,
5778,0.36504853,,
5779,0.2832782,,
5780,0.12467324,,
5781,0.04323183,,
5782,0.0494839,,
5783,0.11216911,,
5784,0.17880297,,
5785,0.20479839,,
5786,0.23951377,,
5787,0.2709386,,
5788,0.30203438,,
5789,0.23918472,,
5790,0.082389526,,
5791,-0.008265493,,
5792,-0.000368138,,
5793,0.07218878,,
5794,0.12928003,,
5795,0.18456145,,
5796,0.2520179,,
5797,0.2739001,,
5798,0.26896426,,
5799,0.19805273,,
5800,0.04849673,,
5801,-0.07078623,,
5802,-0.050384723,,
5803,0.038625043,,
5804,0.09999403,,
5805,0.1414551,,
5806,0.19245878,,
5807,0.19344595,,
5808,0.1755124,,
5809,0.09670347,,
5810,-0.06206623,,
5811,-0.17049041,,
5812,-0.15815079,,
5813,-0.08345491,,
5814,-0.021263223,,
5815,0.017400907,,
5816,0.093412906,,
5817,0.12714116,,
5818,0.11430797,,
5819,0.03763787,,
5820,-0.106324345,,
5821,-0.19994101,,
5822,-0.16555457,,
5823,-0.09283303,,
5824,-0.021098694,,
5825,0.038625043,,
5826,0.11381439,,
5827,0.14063247,,
5828,0.1608694,,
5829,0.0641269,,
5830,-0.10467906,,
5831,-0.15897343,,
5832,-0.12508059,,
5833,-0.03574171,,
5834,0.053597104,,
5835,0.12516682,,
5836,0.1508332,,
5837,0.20364669,,
5838,0.22651607,,
5839,0.14589736,,
5840,-0.022579448,,
5841,-0.10977944,,
5842,-0.13939455,,
5843,-0.0990851,,
5844,-0.043145478,,
5845,-0.004481344,,
5846,0.031221274,,
5847,0.061658982,,
5848,0.08617367,,
5849,0.014768456,,
5850,-0.115537934,,
5851,-0.18118477,,
5852,-0.13380058,,
5853,-0.022743976,,
5854,0.01904619,,
5855,0.036321647,,
5856,0.10690421,,
5857,0.11496609,,
5858,0.12648305,,
5859,0.04685145,,
5860,-0.11290548,,
5861,-0.20092818,,
5862,-0.17690702,,
5863,-0.09085868,,
5864,-0.05729491,,
5865,-0.017314544,,
5866,0.06511407,,
5867,0.072682366,,
5868,0.07004992,,
5869,-0.022085864,,
5870,-0.16275758,,
5871,-0.25604522,,
5872,-0.22215235,,
5873,-0.14153342,,
5874,-0.068153776,,
5875,-0.003494174,,
5876,0.059026532,,
5877,0.07679557,,
5878,0.09390649,,
5879,-0.002342477,,
5880,-0.14827909,,
5881,-0.24880597,,
5882,-0.23432747,,
5883,-0.17049041,,
5884,-0.07687378,,
5885,-0.001519836,,
5886,0.054584272,,
5887,0.08913518,,
5888,0.09884233,,
5889,0.013287703,,
5890,-0.1211319,,
5891,-0.1801976,,
5892,-0.1900693,,
5893,-0.14877267,,
5894,-0.05054925,,
5895,-0.009088133,,
5896,0.01707185,,
5897,0.04405447,,
5898,0.038954098,,
5899,-0.07819001,,
5900,-0.2466671,,
5901,-0.27249807,,
5902,-0.2616392,,
5903,-0.20586403,,
5904,-0.15864436,,
5905,-0.105501704,,
5906,-0.05466246,,
5907,-0.037222464,,
5908,-0.053017177,,
5909,-0.14334323,,
5910,-0.30787173,,
5911,-0.41744784,,
5912,-0.37977076,,
5913,-0.3192242,,
5914,-0.24962862,,
5915,-0.20273799,,
5916,-0.12294171,,
5917,-0.0990851,,
5918,-0.11899303,,
5919,-0.1923727,,
5920,-0.30441663,,
5921,-0.43719128,,
5922,-0.39638814,,
5923,-0.30606192,,
5924,-0.25275466,,
5925,-0.21984896,,
5926,-0.12968737,,
5927,-0.142027,,
5928,-0.15041795,,
5929,-0.23646633,,
5930,-0.39934966,,
5931,-0.48227218,,
5932,-0.43998826,,
5933,-0.3978689,,
5934,-0.2968483,,
5935,-0.25160295,,
5936,-0.21343234,,
5937,-0.16719985,,
5938,-0.17970401,,
5939,-0.2823698,,
5940,-0.44245622,,
5941,-0.4949409,,
5942,-0.45117623,,
5943,-0.38618737,,
5944,-0.28862187,,
5945,-0.2455154,,
5946,-0.21409045,,
5947,-0.1565055,,
5948,-0.11981567,,
5949,-0.2874702,,
5950,-0.44772112,,
5951,-0.49099222,,
5952,-0.4584155,,
5953,-0.4385075,,
5954,-0.31774345,,
5955,-0.25637427,,
5956,-0.22034253,,
5957,-0.15716362,,
5958,-0.16670626,,
5959,-0.26180372,,
5960,-0.44278526,,
5961,-0.51303905,,
5962,-0.48786616,,
5963,-0.4151444,,
5964,-0.3708862,,
5965,-0.3743413,,
5966,-0.35986277,,
5967,-0.32185665,,
5968,-0.34423256,,
5969,-0.42649692,,
5970,-0.5370603,,
5971,-0.6303482,,
5972,-0.589216,,
5973,-0.45364416,,
5974,-0.42995203,,
5975,-0.3549269,,
5976,-0.2731562,,
5977,-0.31889513,,
5978,-0.35673672,,
5979,-0.4133346,,
5980,-0.56815624,,
5981,-0.6387392,,
5982,-0.61109835,,
5983,-0.5523615,,
5984,-0.49526995,,
5985,-0.4385075,,
5986,-0.36019182,,
5987,-0.3392967,,
5988,-0.3995142,,
5989,-0.45594755,,
5990,-0.626235,,
5991,-0.7126128,,
5992,-0.68809795,,
5993,-0.5831284,,
5994,-0.54972905,,
5995,-0.46088344,,
5996,-0.43571052,,
5997,-0.4154735,,
5998,-0.40280476,,
5999,-0.52192366,,
6000,-0.64581394,,
6001,-0.67296124,,
6002,-0.6706579,,
6003,-0.59480995,,
6004,-0.4881952,,
6005,-0.4533151,,
6006,-0.41942218,,
6007,-0.33452538,,
6008,-0.33090574,,
6009,-0.39457834,,
6010,-0.54067993,,
6011,-0.54923546,,
6012,-0.5153425,,
6013,-0.41827047,,
6014,-0.3445616,,
6015,-0.27677584,,
6016,-0.22379763,,
6017,-0.14120436,,
6018,-0.14679833,,
6019,-0.23021425,,
6020,-0.35821748,,
6021,-0.39408475,,
6022,-0.3192242,,
6023,-0.20356064,,
6024,-0.14795002,,
6025,-0.09612359,,
6026,0.01526204,,
6027,0.07235331,,
6028,0.054584272,,
6029,-0.050384723,,
6030,-0.19401798,,
6031,-0.2328467,,
6032,-0.15008889,,
6033,-0.007278323,,
6034,-0.017314544,,
6035,0.12829286,,
6036,0.15346564,,
6037,0.16514714,,
6038,0.19690104,,
6039,0.11348534,,
6040,-0.018959828,,
6041,-0.03360284,,
6042,0.015097513,,
6043,0.13388681,,
6044,0.17600599,,
6045,0.24050094,,
6046,0.3235875,,
6047,0.3564931,,
6048,0.32737166,,
6049,0.21368289,,
6050,0.09472913,,
6051,0.07975707,,
6052,0.113320805,,
6053,0.18686484,,
6054,0.2515243,,
6055,0.2974276,,
6056,0.3507346,,
6057,0.39005673,,
6058,0.3732749,,
6059,0.21812515,,
6060,0.12039551,,
6061,0.09966497,,
6062,0.10492987,,
6063,0.19574934,,
6064,0.29002383,,
6065,0.3253973,,
6066,0.41687477,,
6067,0.46031007,,
6068,0.45241272,,
6069,0.32391658,,
6070,0.19492671,,
6071,0.13240606,,
6072,0.19755915,,
6073,0.2715967,,
6074,0.30236343,,
6075,0.3869307,,
6076,0.43727618,,
6077,0.46442327,,
6078,0.46870098,,
6079,0.38133678,,
6080,0.202495,,
6081,0.1778158,,
6082,0.24329792,,
6083,0.3015408,,
6084,0.32506827,,
6085,0.38347563,,
6086,0.40650952,,
6087,0.38166583,,
6088,0.32210678,,
6089,0.23326172,,
6090,0.06083634,,
6091,-0.002507005,,
6092,0.064455956,,
6093,0.16432449,,
6094,0.20496291,,
6095,0.28113934,,
6096,0.34217915,,
6097,0.33263654,,
6098,0.31552565,,
6099,0.21286026,,
6100,0.03582806,,
6101,-0.032944728,,
6102,-0.001355307,,
6103,0.045535225,,
6104,0.07547934,,
6105,0.12615399,,
6106,0.16399544,,
6107,0.1519849,,
6108,0.12483777,,
6109,-0.0176436,,
6110,-0.15699908,,
6111,-0.20783837,,
6112,-0.18595609,,
6113,-0.12935832,,
6114,-0.060750004,,
6115,-0.01221417,,
6116,0.030892218,,
6117,0.08025066,,
6118,0.06494954,,
6119,-0.08213868,,
6120,-0.18283005,,
6121,-0.21869725,,
6122,-0.18118477,,
6123,-0.08937793,,
6124,-0.03491907,,
6125,-0.002342477,,
6126,0.036486175,,
6127,0.07597293,,
6128,0.067417465,,
6129,-0.070292644,,
6130,-0.19105648,,
6131,-0.211458,,
6132,-0.1617704,,
6133,-0.06486321,,
6134,-0.022250392,,
6135,0.047180504,,
6136,0.08502197,,
6137,0.06544313,,
6138,0.022665808,,
6139,-0.08427755,,
6140,-0.24831238,,
6141,-0.29174793,,
6142,-0.22774632,,
6143,-0.14465946,,
6144,-0.13495228,,
6145,-0.068153776,,
6146,-0.027679823,,
6147,-0.021263223,,
6148,-0.049397554,,
6149,-0.17378098,,
6150,-0.3129721,,
6151,-0.32926044,,
6152,-0.2678913,,
6153,-0.20240894,,
6154,-0.18595609,,
6155,-0.101882085,,
6156,-0.048574913,,
6157,-0.045448873,,
6158,-0.06798925,,
6159,-0.18167835,,
6160,-0.29832906,,
6161,-0.3070491,,
6162,-0.26723316,,
6163,-0.16818702,,
6164,-0.10451453,,
6165,-0.044626232,,
6166,0.000125446,,
6167,0.04224466,,
6168,0.015755625,,
6169,-0.12294171,,
6170,-0.23613727,,
6171,-0.25752598,,
6172,-0.21787462,,
6173,-0.1176768,,
6174,-0.06009189,,
6175,-0.029160578,,
6176,-0.002177949,,
6177,0.045206167,,
6178,0.026449958,,
6179,-0.117183216,,
6180,-0.23416293,,
6181,-0.25736144,,
6182,-0.21803914,,
6183,-0.12195454,,
6184,-0.06206623,,
6185,0.007529215,,
6186,0.033853725,,
6187,0.053597104,,
6188,0.05392616,,
6189,-0.05367529,,
6190,-0.1790459,,
6191,-0.21902631,,
6192,-0.1523923,,
6193,-0.06947,,
6194,-0.015340206,,
6195,0.057052195,,
6196,0.08765443,,
6197,0.09078046,,
6198,0.07235331,,
6199,-0.05054925,,
6200,-0.19599232,,
6201,-0.20372516,,
6202,-0.119486615,,
6203,-0.0316285,,
6204,0.015920153,,
6205,0.08551556,,
6206,0.08962876,,
6207,0.088148005,,
6208,0.043889944,,
6209,-0.10204661,,
6210,-0.243212,,
6211,-0.2710173,,
6212,-0.23120143,,
6213,-0.16209947,,
6214,-0.11307001,,
6215,-0.045448873,,
6216,0.001770729,,
6217,0.032866556,,
6218,0.005390349,,
6219,-0.11751228,,
6220,-0.22116518,,
6221,-0.24600899,,
6222,-0.20092818,,
6223,-0.13363606,,
6224,-0.081974156,,
6225,-0.031299446,,
6226,-0.001190779,,
6227,0.014274872,,
6228,-0.014682093,,
6229,-0.16358022,,
6230,-0.26525882,,
6231,-0.30046794,,
6232,-0.28171167,,
6233,-0.19796667,,
6234,-0.11817039,,
6235,-0.07457038,,
6236,-0.042487368,,
6237,-0.016327376,,
6238,-0.050220195,,
6239,-0.21984896,,
6240,-0.34949747,,
6241,-0.37351865,,
6242,-0.30984607,,
6243,-0.22494933,,
6244,-0.17164211,,
6245,-0.09892057,,
6246,-0.069634534,,
6247,-0.07769642,,
6248,-0.12689039,,
6249,-0.27249807,,
6250,-0.3995142,,
6251,-0.4047791,,
6252,-0.31346568,,
6253,-0.22050707,,
6254,-0.18283005,,
6255,-0.0990851,,
6256,-0.051865477,,
6257,-0.04577793,,
6258,-0.10319831,,
6259,-0.24337652,,
6260,-0.3822387,,
6261,-0.4064244,,
6262,-0.3404484,,
6263,-0.27282715,,
6264,-0.22906254,,
6265,-0.16588362,,
6266,-0.13610399,,
