Time (Seconds),Amplitude (Volts),,Time (Seconds)
2566,-0.45084718,,
2567,-0.41267648,,
2568,-0.32465366,,
2569,-0.25275466,,
2570,-0.18858854,,
2571,-0.15288587,,
2572,-0.14614022,,
2573,-0.14169794,,
2574,-0.24025048,,
2575,-0.4121829,,
2576,-0.49740884,,
2577,-0.45430228,,
2578,-0.34604236,,
2579,-0.28911546,,
2580,-0.2287335,,
2581,-0.17197117,,
2582,-0.14860813,,
2583,-0.1431787,,
2584,-0.2328467,,
2585,-0.3960591,,
2586,-0.48095596,,
2587,-0.46861628,,
2588,-0.38388395,,
2589,-0.3042521,,
2590,-0.23268218,,
2591,-0.17411004,,
2592,-0.1523923,,
2593,-0.1698323,,
2594,-0.2713464,,
2595,-0.39753985,,
2596,-0.45825097,,
2597,-0.4258388,,
2598,-0.34867483,,
2599,-0.2927351,,
2600,-0.23070784,,
2601,-0.19220817,,
2602,-0.1976376,,
2603,-0.22741726,,
2604,-0.34818125,,
2605,-0.4995477,,
2606,-0.5586136,,
2607,-0.53327614,,
2608,-0.43291354,,
2609,-0.36331788,,
2610,-0.30968153,,
2611,-0.2795728,,
2612,-0.2807245,,
2613,-0.3001389,,
2614,-0.41695425,,
2615,-0.56420755,,
2616,-0.6244252,,
2617,-0.58839333,,
2618,-0.50399,,
2619,-0.43817845,,
2620,-0.3977044,,
2621,-0.34538424,,
2622,-0.3019487,,
2623,-0.2927351,,
2624,-0.38816172,,
2625,-0.50843227,,
2626,-0.5467675,,
2627,-0.4916503,,
2628,-0.3893134,,
2629,-0.31149137,,
2630,-0.23251764,,
2631,-0.17723608,,
2632,-0.1611123,,
2633,-0.17032589,,
2634,-0.25341278,,
2635,-0.35558504,,
2636,-0.3835549,,
2637,-0.3220212,,
2638,-0.21458404,,
2639,-0.13133265,,
2640,-0.047752272,,
2641,0.027601654,,
2642,0.074821234,,
2643,0.09226121,,
2644,0.010490723,,
2645,-0.10385642,,
2646,-0.13067454,,
2647,-0.056143213,,
2648,0.071037084,,
2649,0.16169205,,
2650,0.24066547,,
2651,0.31124792,,
2652,0.3377369,,
2653,0.35336706,,
2654,0.25481486,,
2655,0.13010266,,
2656,0.087489896,,
2657,0.14573283,,
2658,0.2419817,,
2659,0.31914526,,
2660,0.40618044,,
2661,0.47988886,,
2662,0.49699974,,
2663,0.49716425,,
2664,0.39647332,,
2665,0.26715446,,
2666,0.21039233,,
2667,0.24099453,,
2668,0.3240811,,
2669,0.3762364,,
2670,0.41753286,,
2671,0.4510965,,
2672,0.4688655,,
2673,0.44764143,,
2674,0.3275362,,
2675,0.20595008,,
2676,0.16580525,,
2677,0.20578554,,
2678,0.31026077,,
2679,0.38183036,,
2680,0.43234035,,
2681,0.49157032,,
2682,0.50670683,,
2683,0.48926693,,
2684,0.3637323,,
2685,0.22635154,,
2686,0.18834558,,
2687,0.24428508,,
2688,0.33576256,,
2689,0.38199487,,
2690,0.43415016,,
2691,0.48120508,,
2692,0.48762167,,
2693,0.4654104,,
2694,0.3489248,,
2695,0.21170856,,
2696,0.15247849,,
2697,0.17041203,,
2698,0.24329792,,
2699,0.2933144,,
2700,0.35402516,,
2701,0.3969669,,
2702,0.38725975,,
2703,0.3596191,,
2704,0.24954997,,
2705,0.1009812,,
2706,0.035499007,,
2707,0.07876991,,
2708,0.1403034,,
2709,0.16152751,,
2710,0.214341,,
2711,0.25843447,,
2712,0.2679771,,
2713,0.23457794,,
2714,0.07416312,,
2715,-0.08937793,,
2716,-0.13445869,,
2717,-0.07440585,,
2718,0.007200159,,
2719,0.037802402,,
2720,0.09061593,,
2721,0.12533136,,
2722,0.12253438,,
2723,0.0728469,,
2724,-0.058611136,,
2725,-0.21129347,,
2726,-0.25407088,,
2727,-0.20602857,,
2728,-0.13610399,,
2729,-0.09020057,,
2730,-0.026199069,,
2731,0.035499007,,
2732,0.054913327,,
2733,0.041751076,,
2734,-0.09743982,,
2735,-0.24025048,,
2736,-0.2782566,,
2737,-0.23597275,,
2738,-0.1356104,,
2739,-0.07473491,,
2740,-0.018137187,,
2741,0.024969203,,
2742,0.03977674,,
2743,0.020691471,,
2744,-0.09349114,,
2745,-0.20125723,,
2746,-0.22774632,,
2747,-0.17707156,,
2748,-0.09020057,,
2749,-0.018959828,,
2750,0.040105794,,
2751,0.072024256,,
2752,0.07547934,,
2753,0.061658982,,
2754,-0.054991513,,
2755,-0.18431081,,
2756,-0.22198783,,
2757,-0.18628515,,
2758,-0.11520888,,
2759,-0.059433777,,
2760,-0.000532666,,
2761,0.03352467,,
2762,0.038131457,,
2763,0.007200159,,
2764,-0.13133265,,
2765,-0.2823698,,
2766,-0.31165588,,
2767,-0.2397569,,
2768,-0.16358022,,
2769,-0.12919378,,
2770,-0.049891137,,
2771,0.019375246,,
2772,0.031879388,,
2773,0.005390349,,
2774,-0.12557417,,
2775,-0.25736144,,
2776,-0.2932287,,
2777,-0.23465651,,
2778,-0.1454821,,
2779,-0.10155302,,
2780,-0.044626232,,
2781,0.007364688,,
2782,0.044712584,,
2783,0.021185055,,
2784,-0.10665341,,
2785,-0.21540669,,
2786,-0.24057955,,
2787,-0.18266553,,
2788,-0.084113024,,
2789,-0.03459001,,
2790,-0.000861723,,
2791,0.024804676,,
2792,0.032866556,,
2793,-0.015504735,,
2794,-0.15140513,,
2795,-0.277763,,
2796,-0.3088589,,
2797,-0.24765427,,
2798,-0.142027,,
2799,-0.065850385,,
2800,0.011313364,,
2801,0.05738125,,
2802,0.07663104,,
2803,0.056887664,,
2804,-0.0706217,,
2805,-0.21425499,,
2806,-0.24748974,,
2807,-0.19796667,,
2808,-0.09020057,,
2809,-0.030147748,,
2810,0.032043915,,
2811,0.076960094,,
2812,0.0916031,,
2813,0.06396238,,
2814,-0.059433777,,
2815,-0.20125723,,
2816,-0.24173124,,
2817,-0.16950324,,
2818,-0.09628812,,
2819,-0.03459001,,
2820,0.04668692,,
2821,0.0728469,,
2822,0.07301142,,
2823,0.042902775,,
2824,-0.06996359,,
2825,-0.20125723,,
2826,-0.21178706,,
2827,-0.14153342,,
2828,-0.047258686,,
2829,0.006542047,,
2830,0.050635595,,
2831,0.07004992,,
2832,0.06363332,,
2833,0.03582806,,
2834,-0.078848116,,
2835,-0.18743685,,
2836,-0.21590027,,
2837,-0.16242853,,
2838,-0.06519227,,
2839,0.00983261,,
2840,0.053268045,,
2841,0.068240106,,
2842,0.07745368,,
2843,0.054913327,,
2844,-0.0915168,,
2845,-0.1935244,,
2846,-0.21902631,,
2847,-0.19434704,,
2848,-0.099414155,,
2849,-0.011062472,,
2850,0.026120901,,
2851,0.049648426,,
2852,0.06544313,,
2853,0.029575992,,
2854,-0.098756045,,
2855,-0.22100066,,
2856,-0.2657524,,
2857,-0.20520592,,
2858,-0.12096737,,
2859,-0.066508494,,
2860,-0.029818691,,
2861,0.001935257,,
2862,0.009174498,,
2863,-0.027350767,,
2864,-0.15041795,,
2865,-0.26986563,,
2866,-0.29076076,,
2867,-0.22429122,,
2868,-0.13511682,,
2869,-0.06387604,,
2870,0.022994865,,
2871,0.059849173,,
2872,0.061165396,,
2873,0.023817506,,
2874,-0.102375664,,
2875,-0.2420603,,
2876,-0.27035922,,
2877,-0.19632138,,
2878,-0.12047379,,
2879,-0.07605114,,
2880,-0.002671533,,
2881,0.009174498,,
2882,0.005390349,,
2883,-0.019946996,,
2884,-0.14400135,,
2885,-0.29339322,,
2886,-0.3388031,,
2887,-0.2680558,,
2888,-0.16999683,,
2889,-0.11784133,,
2890,-0.051207364,,
2891,-0.031134916,,
2892,0.002264313,,
2893,-0.009252662,,
2894,-0.14795002,,
2895,-0.27710488,,
2896,-0.30737814,,
2897,-0.2535773,,
2898,-0.1599606,,
2899,-0.1013885,,
2900,-0.0566368,,
2901,-0.02422473,,
2902,0.012136005,,
2903,-0.0176436,,
2904,-0.16292211,,
2905,-0.27035922,,
2906,-0.2840151,,
2907,-0.21919084,,
2908,-0.13281341,,
2909,-0.055814154,,
2910,-0.001355307,,
2911,0.015920153,,
2912,0.022336753,,
2913,-0.018795298,,
2914,-0.18299457,,
2915,-0.32777968,,
2916,-0.35640767,,
2917,-0.29207698,,
2918,-0.20652215,,
2919,-0.15716362,,
2920,-0.0990851,,
2921,-0.049068496,,
2922,-0.003165118,,
2923,-0.026692655,,
2924,-0.14926626,,
2925,-0.26377806,,
2926,-0.29306415,,
2927,-0.24370559,,
2928,-0.17723608,,
2929,-0.13001643,,
2930,-0.03738699,,
2931,0.003251482,,
2932,-0.015669262,,
2933,-0.061737172,,
2934,-0.17378098,,
2935,-0.31395927,,
2936,-0.33617064,,
2937,-0.2535773,,
2938,-0.17789419,,
2939,-0.13429417,,
2940,-0.074076794,,
2941,-0.043145478,,
2942,-0.036070764,,
2943,-0.08394849,,
2944,-0.21803914,,
2945,-0.3267925,,
2946,-0.34258726,,
2947,-0.2887864,,
2948,-0.20207988,,
2949,-0.14054625,,
2950,-0.09217491,,
2951,-0.06947,,
2952,-0.06321793,,
2953,-0.12689039,,
2954,-0.29651925,,
2955,-0.3852002,,
2956,-0.3856938,,
2957,-0.3300831,,
2958,-0.24518634,,
2959,-0.19138552,,
2960,-0.15387304,,
2961,-0.11208284,,
2962,-0.07917717,,
2963,-0.13149719,,
2964,-0.28862187,,
2965,-0.39194587,,
2966,-0.40625986,,
2967,-0.3610145,,
2968,-0.27875018,,
2969,-0.2287335,,
2970,-0.19187911,,
2971,-0.15486021,,
2972,-0.11833492,,
2973,-0.1542021,,
2974,-0.30063248,,
2975,-0.39984325,,
2976,-0.38668096,,
2977,-0.30227774,,
2978,-0.2339984,,
2979,-0.19401798,,
2980,-0.119651146,,
2981,-0.070457175,,
2982,-0.029489635,,
2983,-0.035577178,,
2984,-0.13939455,,
2985,-0.23383388,,
2986,-0.1958278,,
2987,-0.06387604,,
2988,0.057874836,,
2989,0.12483777,,
2990,0.23243907,,
2991,0.2987438,,
2992,0.33740786,,
2993,0.31503206,,
2994,0.18439691,,
2995,0.07663104,,
2996,0.097032525,,
2997,0.1796256,,
2998,0.27028048,,
2999,0.33642069,,
3000,0.43217584,,
3001,0.48153412,,
3002,0.4861409,,
3003,0.43365657,,
3004,0.2896948,,
3005,0.19278784,,
3006,0.18999086,,
3007,0.24510773,,
3008,0.32967505,,
3009,0.41736835,,
3010,0.4818632,,
3011,0.51262987,,
3012,0.5414222,,
3013,0.48860884,,
3014,0.34053388,,
3015,0.28475896,,
3016,0.29676947,,
3017,0.36521304,,
3018,0.4491222,,
3019,0.51016194,,
3020,0.5537618,,
3021,0.59012234,,
3022,0.61480147,,
3023,0.56939185,,
3024,0.4219751,,
3025,0.3400403,,
3026,0.36159343,,
3027,0.4349728,,
3028,0.5318796,,
3029,0.6037781,,
3030,0.6574141,,
3031,0.6977233,,
3032,0.7123662,,
3033,0.6521492,,
3034,0.48630545,,
3035,0.35320252,,
3036,0.33395275,,
3037,0.40782574,,
3038,0.4557033,,
3039,0.4747885,,
3040,0.5544199,,
3041,0.58238953,,
3042,0.5917676,,
3043,0.55080026,,
3044,0.41884908,,
3045,0.2974276,,
3046,0.3170064,,
3047,0.4071676,,
3048,0.4575131,,
3049,0.49239296,,
3050,0.5647851,,
3051,0.575973,,
3052,0.5879835,,
3053,0.5154268,,
3054,0.33148485,,
3055,0.19393954,,
3056,0.19377501,,
3057,0.2627122,,
3058,0.33033314,,
3059,0.3780462,,
3060,0.4117744,,
3061,0.42872074,,
3062,0.418191,,
3063,0.33263654,,
3064,0.18225805,,
3065,0.07745368,,
3066,0.07893443,,
3067,0.14013888,,
3068,0.20595008,,
3069,0.25234696,,
3070,0.29298535,,
3071,0.305654,,
3072,0.28706235,,
3073,0.1825871,,
3074,-0.008759077,,
3075,-0.11685416,,
3076,-0.14860813,,
3077,-0.094807364,,
3078,0.011971477,,
3079,0.09472913,,
3080,0.14112605,,
3081,0.17929654,,
3082,0.2031531,,
3083,0.14984603,,
3084,-0.008594549,,
3085,-0.11076661,,
3086,-0.11899303,,
3087,-0.03459001,,
3088,0.03599259,,
3089,0.09028687,,
3090,0.16333733,,
3091,0.18587767,,
3092,0.1796256,,
3093,0.11611778,,
3094,-0.041664723,,
3095,-0.1599606,,
3096,-0.13067454,,
3097,-0.028502464,,
3098,0.030069577,,
3099,0.07366954,,
3100,0.13520303,,
3101,0.13470945,,
3102,0.11759853,,
3103,0.048661258,,
3104,-0.10402095,,
3105,-0.22429122,,
3106,-0.20471233,,
3107,-0.12080284,,
3108,-0.039690387,,
3109,0.022830337,,
3110,0.08206047,,
3111,0.08041519,,
3112,0.07597293,,
3113,0.009339025,,
3114,-0.118828505,,
3115,-0.21540669,,
3116,-0.20537044,,
3117,-0.13544586,,
3118,-0.058611136,,
3119,0.002264313,,
3120,0.05376163,,
3121,0.0705435,,
3122,0.077124625,,
3123,-0.005797569,,
3124,-0.15815079,,
3125,-0.23893426,,
3126,-0.23416293,,
3127,-0.17707156,,
3128,-0.10698246,,
3129,-0.045613404,,
3130,-0.007278323,,
3131,0.03352467,,
3132,0.057874836,,
3133,-0.024060203,,
3134,-0.1801976,,
3135,-0.25193202,,
3136,-0.25143844,,
3137,-0.16292211,,
3138,-0.07555755,,
3139,-0.004645872,,
3140,0.03697976,,
3141,0.06577218,,
3142,0.0758084,,
3143,0.003909595,,
3144,-0.15222776,,
3145,-0.2455154,,
3146,-0.22692367,,
3147,-0.12376435,,
3148,-0.042651895,,
3149,0.033031084,,
3150,0.11118194,,
3151,0.12829286,,
3152,0.11710495,,
3153,0.07383406,,
3154,-0.08608736,,
3155,-0.21244517,,
3156,-0.19335987,,
3157,-0.109614916,,
3158,-0.06469868,,
3159,-0.038045105,,
3160,0.022665808,,
3161,0.040434852,,
3162,0.032208443,,
3163,-0.038209632,,
3164,-0.18036212,,
3165,-0.2726626,,
3166,-0.22396217,,
3167,-0.1257387,,
3168,-0.055649627,,
3169,0.020197887,,
3170,0.067582,,
3171,0.08090877,,
3172,0.07926349,,
3173,-0.002836061,,
3174,-0.12557417,,
3175,-0.2213297,,
3176,-0.21738103,,
3177,-0.13906549,,
3178,-0.071115285,,
3179,-0.020111525,,
3180,0.030234104,,
3181,0.051622767,,
3182,0.062317096,,
3183,-0.019946996,,
3184,-0.1617704,,
3185,-0.25341278,,
3186,-0.27052373,,
3187,-0.20191535,,
3188,-0.09003604,,
3189,-0.01780813,,
3190,0.017400907,,
3191,0.05836842,,
3192,0.07893443,,
3193,-0.016985489,,
3194,-0.15008889,,
3195,-0.22215235,,
3196,-0.24090861,,
3197,-0.19056289,,
3198,-0.13051002,,
3199,-0.06404057,,
3200,-0.011391529,,
3201,0.029082408,,
3202,0.040928435,,
3203,-0.031463973,,
3204,-0.16966778,,
3205,-0.24732521,,
3206,-0.20142177,,
3207,-0.13626851,,
3208,-0.0990851,,
3209,-0.043474536,,
3210,0.044712584,,
3211,0.049812954,,
3212,0.030234104,,
3213,-0.06766019,,
3214,-0.22692367,,
3215,-0.32136306,,
3216,-0.2853313,,
3217,-0.19549873,,
3218,-0.13297795,,
3219,-0.084771134,,
3220,-0.009746246,,
3221,-0.008265493,,
3222,-0.049233027,,
3223,-0.14449492,,
3224,-0.29289964,,
3225,-0.38371944,,
3226,-0.35393974,,
3227,-0.26542336,,
3228,-0.19566327,,
3229,-0.14252059,,
3230,-0.08970699,,
3231,-0.055814154,,
3232,-0.0316285,,
3233,-0.13199078,,
3234,-0.27875018,,
3235,-0.3503201,,
3236,-0.32300836,,
3237,-0.23597275,,
3238,-0.15831532,,
3239,-0.12557417,,
3240,-0.08345491,,
3241,-0.051042836,,
3242,-0.03656435,,
3243,-0.15337946,,
3244,-0.31593361,,
3245,-0.37829,,
3246,-0.3748349,,
3247,-0.29783547,,
3248,-0.22906254,,
3249,-0.18875307,,
3250,-0.13248436,,
3251,-0.087239064,,
3252,-0.09431378,,
3253,-0.20421875,,
3254,-0.34916842,,
3255,-0.40625986,,
3256,-0.38273227,,
3257,-0.300797,,
3258,-0.22955613,,
3259,-0.14284964,,
3260,-0.08082245,,
3261,-0.064205095,,
3262,-0.07588661,,
3263,-0.16390929,,
3264,-0.32827327,,
3265,-0.42682597,,
3266,-0.38651642,,
3267,-0.30096152,,
3268,-0.23811162,,
3269,-0.17081948,,
3270,-0.09743982,,
3271,-0.08246774,,
3272,-0.09135227,,
3273,-0.16539003,,
3274,-0.30211323,,
3275,-0.37812546,,
3276,-0.33962575,,
3277,-0.2675622,,
3278,-0.22248141,,
3279,-0.19253723,,
3280,-0.15124059,,
3281,-0.15140513,,
3282,-0.18431081,,
3283,-0.29915172,,
3284,-0.42797768,,
3285,-0.4779944,,
3286,-0.43653315,,
3287,-0.3600273,,
3288,-0.2876347,,
3289,-0.21392593,,
3290,-0.17164211,,
3291,-0.14943078,,
3292,-0.14268512,,
3293,-0.27167544,,
3294,-0.41448632,,
3295,-0.4659838,,
3296,-0.438343,,
3297,-0.36907637,,
3298,-0.30063248,,
3299,-0.25604522,,
3300,-0.23366934,,
3301,-0.19796667,,
3302,-0.19615686,,
3303,-0.31395927,,
3304,-0.45825097,,
3305,-0.48901784,,
3306,-0.46088344,,
3307,-0.40099496,,
3308,-0.33320913,,
3309,-0.2761177,,
3310,-0.21655838,,
3311,-0.17657797,,
3312,-0.15206324,,
3313,-0.23827614,,
3314,-0.35920465,,
3315,-0.4052727,,
3316,-0.35064918,,
3317,-0.23169501,,
3318,-0.15815079,,
3319,-0.085593775,,
3320,-0.031463973,,
3321,0.004732236,,
3322,0.039283153,,
3323,-0.004481344,,
3324,-0.13955908,,
3325,-0.1854625,,
3326,-0.06321793,,
3327,0.0810733,,
3328,0.14573283,,
3329,0.21598628,,
3330,0.3081219,,
3331,0.32490373,,
3332,0.32013243,,
3333,0.2273387,,
3334,0.08271858,,
3335,0.03336014,,
3336,0.09291932,,
3337,0.19969802,,
3338,0.2655092,,
3339,0.34267274,,
3340,0.39071485,,
3341,0.41325516,,
3342,0.43711168,,
3343,0.33444634,,
3344,0.19163615,,
3345,0.14836527,,
3346,0.17584145,,
3347,0.2655092,,
3348,0.35336706,,
3349,0.4218106,,
3350,0.45833573,,
3351,0.49831596,,
3352,0.4968352,,
3353,0.38018507,,
3354,0.258599,,
3355,0.21368289,,
3356,0.25366318,,
3357,0.34464708,,
3358,0.44533804,,
3359,0.5123008,,
3360,0.546029,,
3361,0.5888061,,
3362,0.596868,,
3363,0.48301488,,
3364,0.33461088,,
3365,0.2814684,,
3366,0.30828643,,
3367,0.39236012,,
3368,0.45537424,,
3369,0.50901026,,
3370,0.5422448,,
3371,0.53895426,,
3372,0.5065423,,
3373,0.41868457,,
3374,0.25185338,,
3375,0.1796256,,
3376,0.24872734,,
3377,0.33576256,,
3378,0.36504853,,
3379,0.43102413,,
3380,0.5150978,,
3381,0.5323732,,
3382,0.5106555,,
3383,0.41045818,,
3384,0.23211002,,
3385,0.16481808,,
3386,0.23523605,,
3387,0.3140449,,
3388,0.35731572,,
3389,0.40305442,,
3390,0.4402377,,
3391,0.44566712,,
3392,0.42394945,,
3393,0.31091887,,
3394,0.16629884,,
3395,0.119243816,,
3396,0.16580525,,
3397,0.24954997,,
3398,0.29792118,,
3399,0.33313012,,
3400,0.34283727,,
3401,0.33313012,,
3402,0.29825023,,
3403,0.14935245,,
3404,0.004074123,,
3405,-0.04380359,,
3406,-0.025376428,,
3407,0.03846051,,
3408,0.09736158,,
3409,0.13997436,,
3410,0.16399544,,
3411,0.18044823,,
3412,0.14129058,,
3413,0.000454503,,
3414,-0.1135636,,
3415,-0.17295834,,
3416,-0.16440287,,
3417,-0.09365567,,
3418,0.007364688,,
3419,0.0758084,,
3420,0.09950045,,
3421,0.12697664,,
3422,0.13141888,,
3423,0.021349583,,
3424,-0.13051002,,
3425,-0.18052664,,
3426,-0.14400135,,
3427,-0.069634534,,
3428,-0.028831521,,
3429,0.026285429,,
3430,0.066594824,,
3431,0.08584461,,
3432,0.09489366,,
3433,-0.008594549,,
3434,-0.16292211,,
3435,-0.23004971,,
3436,-0.1553538,,
3437,-0.06519227,,
3438,-0.04117114,,
3439,0.030234104,,
3440,0.07613745,,
3441,0.055077855,,
3442,0.01526204,,
3443,-0.09842699,,
3444,-0.23663086,,
3445,-0.2715109,,
3446,-0.20191535,,
3447,-0.12606774,,
3448,-0.058940195,,
3449,-0.000861723,,
3450,0.048332203,,
3451,0.058697477,,
3452,0.023488449,,
3453,-0.09809793,,
3454,-0.25390637,,
3455,-0.30046794,,
3456,-0.26706862,,
3457,-0.1801976,,
3458,-0.12458699,,
3459,-0.06979906,,
3460,-0.042487368,,
3461,-0.030147748,,
3462,-0.042651895,,
3463,-0.17147759,,
3464,-0.29569662,,
3465,-0.3302476,,
3466,-0.3106687,,
3467,-0.22988519,,
3468,-0.16835155,,
3469,-0.13199078,,
3470,-0.09069415,,
3471,-0.055649627,,
3472,-0.07012812,,
3473,-0.20487686,,
3474,-0.321034,,
3475,-0.35163635,,
3476,-0.30523926,,
3477,-0.21507762,,
3478,-0.14087531,,
3479,-0.05466246,,
3480,-0.020111525,,
3481,-0.005303985,,
3482,-0.030147748,,
3483,-0.1454821,,
3484,-0.2840151,,
3485,-0.32745063,,
3486,-0.27052373,,
3487,-0.19187911,,
3488,-0.150747,,
3489,-0.08444208,,
3490,-0.04001944,,
3491,-0.042487368,,
3492,-0.0729251,,
3493,-0.1877659,,
3494,-0.3307412,,
3495,-0.39243945,,
3496,-0.31609815,,
3497,-0.23021425,,
3498,-0.18431081,,
3499,-0.113234535,,
3500,-0.07259604,,
3501,-0.07308963,,
3502,-0.08674548,,
3503,-0.22231688,,
3504,-0.3498265,,
3505,-0.36677298,,
3506,-0.29438037,,
3507,-0.19566327,,
3508,-0.14482398,,
3509,-0.08542925,,
3510,-0.05745944,,
3511,-0.04890397,,
3512,-0.081151515,,
3513,-0.20323157,,
3514,-0.28911546,,
3515,-0.3146174,,
3516,-0.26822034,,
3517,-0.18381722,,
3518,-0.123270765,,
3519,-0.05630774,,
3520,-0.001684364,,
3521,0.004896764,,
3522,-0.026692655,,
3523,-0.19039835,,
3524,-0.31593361,,
3525,-0.3680892,,
3526,-0.35690126,,
3527,-0.27792752,,
3528,-0.20750932,,
3529,-0.14268512,,
3530,-0.07588661,,
3531,-0.037222464,,
3532,-0.056965854,,
3533,-0.19533421,,
3534,-0.31889513,,
3535,-0.34077746,,
3536,-0.28845736,,
3537,-0.21655838,,
3538,-0.18069118,,
3539,-0.12475152,,
3540,-0.0729251,,
3541,-0.07555755,,
3542,-0.088719815,,
3543,-0.21392593,,
3544,-0.34702954,,
3545,-0.39819798,,
3546,-0.3289314,,
3547,-0.2593358,,
3548,-0.22379763,,
3549,-0.14465946,,
3550,-0.10747605,,
3551,-0.12656133,,
3552,-0.16621268,,
3553,-0.28977358,,
3554,-0.41629612,,
3555,-0.44048184,,
3556,-0.3697345,,
3557,-0.2789147,,
3558,-0.2328467,,
3559,-0.18134929,,
3560,-0.15453117,,
3561,-0.15008889,,
3562,-0.18990478,,
3563,-0.3337027,,
3564,-0.46845174,,
3565,-0.46664193,,
3566,-0.40494365,,
3567,-0.2927351,,
3568,-0.24337652,,
3569,-0.18513344,,
3570,-0.1257387,,
3571,-0.08756812,,
3572,-0.12540963,,
3573,-0.2692075,,
3574,-0.40000778,,
3575,-0.43061012,,
3576,-0.38108698,,
3577,-0.29832906,,
3578,-0.25439996,,
3579,-0.2305433,,
3580,-0.18743685,,
3581,-0.16604815,,
3582,-0.19368893,,
3583,-0.3164272,,
3584,-0.44739208,,
3585,-0.4653257,,
3586,-0.4087278,,
3587,-0.31609815,,
3588,-0.26032296,,
3589,-0.23547916,,
3590,-0.21622932,,
3591,-0.18348816,,
3592,-0.22330405,,
3593,-0.37532848,,
3594,-0.5079387,,
3595,-0.52982104,,
3596,-0.45117623,,
3597,-0.36611485,,
3598,-0.303594,,
3599,-0.263449,,
3600,-0.22165877,,
3601,-0.20734479,,
3602,-0.22988519,,
3603,-0.35278803,,
3604,-0.48803067,,
3605,-0.51698774,,
3606,-0.44196263,,
3607,-0.3680892,,
3608,-0.36545676,,
3609,-0.25489354,,
3610,-0.24469276,,
3611,-0.24403465,,
3612,-0.26706862,,
3613,-0.41119573,,
3614,-0.5757246,,
3615,-0.5821412,,
3616,-0.52636594,,
3617,-0.4218901,,
3618,-0.3909587,,
3619,-0.33271554,,
3620,-0.29553208,,
3621,-0.283686,,
3622,-0.34999105,,
3623,-0.50267375,,
3624,-0.59826505,,
3625,-0.5554875,,
3626,-0.5148489,,
3627,-0.4281422,,
3628,-0.37417677,,
3629,-0.3542688,,
3630,-0.29421586,,
3631,-0.27035922,,
3632,-0.31823704,,
3633,-0.45825097,,
3634,-0.5903677,,
3635,-0.61175644,,
3636,-0.53607315,,
3637,-0.48671445,,
3638,-0.3840485,,
3639,-0.3369933,,
3640,-0.29520303,,
3641,-0.28056,,
3642,-0.2984936,,
3643,-0.49016955,,
3644,-0.60353,,
3645,-0.6375875,,
3646,-0.6239316,,
3647,-0.5411735,,
3648,-0.48457557,,
3649,-0.42386445,,
3650,-0.37253147,,
3651,-0.34768766,,
3652,-0.35690126,,
3653,-0.5016866,,
3654,-0.59086126,,
3655,-0.5795088,,
3656,-0.47585556,,
3657,-0.39753985,,
3658,-0.2984936,,
3659,-0.2678913,,
3660,-0.16933872,,
3661,-0.13923001,,
3662,-0.17279382,,
3663,-0.24271841,,
3664,-0.3771383,,
3665,-0.36874732,,
3666,-0.2517675,,
3667,-0.13182624,,
3668,-0.030970389,,
3669,0.041751076,,
3670,0.065936714,,
3671,0.12121815,,
3672,0.059849173,,
3673,-0.06321793,,
3674,-0.119322084,,
3675,-0.1303455,,
3676,-0.03541265,,
3677,0.06560766,,
3678,0.062317096,,
3679,0.22240287,,
3680,0.27373558,,
3681,0.32983956,,
3682,0.2928208,,
3683,0.17518334,,
3684,0.034511838,,
3685,0.027766183,,
3686,0.08979329,,
3687,0.1743607,,
3688,0.25020808,,
3689,0.32802975,,
3690,0.37311038,,
3691,0.3810077,,
3692,0.35994816,,
3693,0.2214157,,
3694,0.1432649,,
3695,0.16596977,,
3696,0.20414026,,
3697,0.30647662,,
3698,0.35451874,,
3699,0.36768097,,
3700,0.4076612,,
3701,0.445009,,
3702,0.33658522,,
3703,0.21697345,,
3704,0.10065214,,
3705,0.10575251,,
3706,0.14754264,,
3707,0.21993496,,
3708,0.3081219,,
3709,0.3518863,,
3710,0.41753286,,
3711,0.39236012,,
3712,0.36751643,,
3713,0.16119847,,
3714,0.06972086,,
3715,0.053597104,,
3716,0.09489366,,
3717,0.220264,,
3718,0.25284055,,
3719,0.2992374,,
3720,0.34991196,,
3721,0.3329656,,
3722,0.29430157,,
3723,0.1361902,,
3724,0.028753351,,
3725,0.059355587,,
3726,0.12615399,,
3727,0.18768747,,
3728,0.2273387,,
3729,0.27258387,,
3730,0.31009623,,
3731,0.29084647,,
3732,0.20578554,,
3733,0.10180384,,
3734,-0.04758774,,
3735,-0.051865477,,
3736,-0.006291154,,
3737,0.048661258,,
3738,0.09291932,,
3739,0.13767095,,
3740,0.19114256,,
3741,0.16284375,,
3742,0.119901925,,
3743,-0.05713038,,
3744,-0.14696285,,
3745,-0.15601191,,
3746,-0.11504435,,
3747,-0.0467651,,
3748,-0.019946996,,
3749,-0.001190779,,
3750,0.005719405,,
3751,0.011313364,,
3752,-0.088719815,,
3753,-0.20405422,,
3754,-0.3001389,,
3755,-0.31955326,,
3756,-0.23432747,,
3757,-0.14745644,,
3758,-0.106324345,,
3759,-0.03952586,,
3760,-0.006949267,,
3761,0.022172224,,
3762,-0.030147748,,
3763,-0.19500515,,
3764,-0.30754268,,
3765,-0.2950385,,
3766,-0.25423542,,
3767,-0.21211612,,
3768,-0.13906549,,
3769,-0.12063831,,
