Time (Seconds),Amplitude (Volts),Time (Seconds)
6459,-0.109450385,
6460,-0.08427755,
6461,-0.062724344,
6462,-0.034754537,
6463,-0.003823231,
6464,0.025627317,
6465,0.018059019,
6466,-0.024718314,
6467,-0.081974156,
6468,-0.11274095,
6469,-0.101717554,
6470,-0.07917717,
6471,-0.056472268,
6472,-0.029160578,
6473,-0.005468513,
6474,0.020197887,
6475,0.011806949,
6476,-0.042322837,
6477,-0.10402095,
6478,-0.12771304,
6479,-0.12508059,
6480,-0.109614916,
6481,-0.07654472,
6482,-0.044626232,
6483,-0.029983219,
6484,-0.013365868,
6485,-0.010897944,
6486,-0.05367529,
6487,-0.106488876,
6488,-0.13412964,
6489,-0.13199078,
6490,-0.11191831,
6491,-0.07308963,
6492,-0.040842082,
6493,-0.023566617,
6494,-0.008100964,
6495,-0.004481344,
6496,-0.040842082,
6497,-0.08970699,
6498,-0.1176768,
6499,-0.113399066,
6500,-0.092668496,
6501,-0.058940195,
6502,-0.028831521,
6503,-0.010239831,
6504,0.007529215,
6505,0.000454503,
6506,-0.03656435,
6507,-0.085758306,
6508,-0.1199802,
6509,-0.11109567,
6510,-0.07555755,
6511,-0.05729491,
6512,-0.031463973,
6513,-0.005797569,
6514,0.011313364,
6515,0.005061293,
6516,-0.04594246,
6517,-0.124093406,
6518,-0.1877659,
6519,-0.1889176,
6520,-0.15749267,
6521,-0.12771304,
6522,-0.09299755,
6523,-0.0630534,
6524,-0.045613404,
6525,-0.061737172,
6526,-0.09990774,
6527,-0.1431787,
6528,-0.17345193,
6529,-0.17608438,
6530,-0.15667003,
6531,-0.12129643,
6532,-0.08378397,
6533,-0.075722076,
6534,-0.06617944,
6535,-0.06831831,
6536,-0.111753784,
6537,-0.16045418,
6538,-0.18315911,
6539,-0.18102023,
6540,-0.15946701,
6541,-0.116360575,
6542,-0.086416416,
6543,-0.0793417,
6544,-0.06996359,
6545,-0.06979906,
6546,-0.11784133,
6547,-0.17509721,
6548,-0.20125723,
6549,-0.2004346,
6550,-0.18266553,
6551,-0.1367621,
6552,-0.09447831,
6553,-0.077202834,
6554,-0.06766019,
6555,-0.070457175,
6556,-0.11158925,
6557,-0.15963154,
6558,-0.18793043,
6559,-0.1801976,
6560,-0.15732814,
6561,-0.12738398,
6562,-0.09299755,
6563,-0.07243151,
6564,-0.051865477,
6565,-0.06601491,
6566,-0.102375664,
6567,-0.14926626,
6568,-0.18875307,
6569,-0.17608438,
6570,-0.14696285,
6571,-0.11833492,
6572,-0.08839076,
6573,-0.05729491,
6574,-0.030476803,
6575,-0.037716046,
6576,-0.07243151,
6577,-0.11586699,
6578,-0.14877267,
6579,-0.14943078,
6580,-0.12080284,
6581,-0.08937793,
6582,-0.05449793,
6583,-0.030970389,
6584,-0.018959828,
6585,-0.037880573,
6586,-0.08592284,
6587,-0.12968737,
6588,-0.15124059,
6589,-0.14729191,
6590,-0.13281341,
6591,-0.09727529,
6592,-0.06321793,
6593,-0.04331001,
6594,-0.0316285,
6595,-0.0403485,
6596,-0.08839076,
6597,-0.14153342,
6598,-0.16390929,
6599,-0.15156965,
6600,-0.13758473,
6601,-0.10402095,
6602,-0.07358321,
6603,-0.051042836,
6604,-0.032944728,
6605,-0.040842082,
6606,-0.088555284,
6607,-0.1431787,
6608,-0.1599606,
6609,-0.15189871,
6610,-0.12886474,
6611,-0.09447831,
6612,-0.061901703,
6613,-0.041500196,
6614,-0.022743976,
6615,-0.038538687,
6616,-0.08296132,
6617,-0.12656133,
6618,-0.15124059,
6619,-0.13412964,
6620,-0.10073038,
6621,-0.07358321,
6622,-0.041829254,
6623,-0.01402398,
6624,0.000783559,
6625,-0.022085864,
6626,-0.058611136,
6627,-0.10155302,
6628,-0.13083908,
6629,-0.1199802,
6630,-0.08658095,
6631,-0.058775663,
6632,-0.0327802,
6633,-0.010568888,
6634,0.010161667,
6635,-0.001519836,
6636,-0.044297177,
6637,-0.088884346,
6638,-0.11076661,
6639,-0.10599529,
6640,-0.08148057,
6641,-0.04758774,
6642,-0.016162846,
6643,0.001441672,
6644,0.017729964,
6645,0.004567708,
6646,-0.049068496,
6647,-0.1013885,
6648,-0.12096737,
6649,-0.12096737,
6650,-0.10599529,
6651,-0.0653568,
6652,-0.03491907,
6653,-0.019946996,
6654,-0.006949267,
6655,-0.016491903,
6656,-0.06321793,
6657,-0.108627744,
6658,-0.13067454,
6659,-0.1257387,
6660,-0.11422171,
6661,-0.07835453,
6662,-0.047258686,
6663,-0.029818691,
6664,-0.007936436,
6665,-0.021592278,
6666,-0.062888876,
6667,-0.105501704,
6668,-0.12771304,
6669,-0.119486615,
6670,-0.103362836,
6671,-0.07127982,
6672,-0.04001944,
6673,-0.017972657,
6674,-0.003494174,
6675,-0.018959828,
6676,-0.06371152,
6677,-0.10451453,
6678,-0.12705491,
6679,-0.12146095,
6680,-0.094971895,
6681,-0.07440585,
6682,-0.048410382,
6683,-0.015011149,
6684,0.013616758,
6685,-0.005633041,
6686,-0.05713038,
6687,-0.10846321,
6688,-0.14186247,
6689,-0.13166171,
6690,-0.09776887,
6691,-0.06321793,
6692,-0.030476803,
6693,-0.002836061,
6694,0.00983261,
6695,-0.003987759,
6696,-0.046436045,
6697,-0.095630005,
6698,-0.12277718,
6699,-0.1135636,
6700,-0.091845855,
6701,-0.058611136,
6702,-0.0327802,
6703,-0.021592278,
6704,-0.010568888,
6705,-0.020769637,
6706,-0.071115285,
6707,-0.11800586,
6708,-0.14038172,
6709,-0.13462323,
6710,-0.11274095,
6711,-0.07078623,
6712,-0.038703214,
6713,-0.019453412,
6714,-0.002507005,
6715,-0.015175678,
6716,-0.068153776,
6717,-0.118828505,
6718,-0.13511682,
6719,-0.118663974,
6720,-0.09727529,
6721,-0.06552132,
6722,-0.036893405,
6723,-0.018959828,
6724,-0.00941719,
6725,-0.021756807,
6726,-0.06601491,
6727,-0.11158925,
6728,-0.13544586,
6729,-0.1287002,
6730,-0.107146986,
6731,-0.075063966,
6732,-0.039032273,
6733,-0.01040436,
6734,0.005061293,
6735,-0.009746246,
6736,-0.054168873,
6737,-0.103362836,
6738,-0.13363606,
6739,-0.11833492,
6740,-0.08756812,
6741,-0.056801327,
6742,-0.022250392,
6743,0.005719405,
6744,0.019210717,
6745,-0.000697195,
6746,-0.04133567,
6747,-0.088061705,
6748,-0.11455076,
6749,-0.102540195,
6750,-0.086416416,
6751,-0.05745944,
6752,-0.021592278,
6753,0.011806949,
6754,0.03270203,
6755,0.005883934,
6756,-0.047423214,
6757,-0.09974322,
6758,-0.122448124,
6759,-0.114879824,
6760,-0.09530095,
6761,-0.05844661,
6762,-0.029654162,
6763,-0.01682096,
6764,-0.002507005,
6765,-0.016327376,
6766,-0.06947,
6767,-0.112576425,
6768,-0.12442247,
6769,-0.114057176,
6770,-0.09414925,
6771,-0.06042095,
6772,-0.035577178,
6773,-0.02438926,
6774,-0.002342477,
6775,-0.011062472,
6776,-0.068153776,
6777,-0.11701869,
6778,-0.14054625,
6779,-0.12952285,
6780,-0.103362836,
6781,-0.058775663,
6782,-0.025376428,
6783,-0.004481344,
6784,0.008187328,
6785,-0.001355307,
6786,-0.0479168,
6787,-0.09365567,
6788,-0.1222836,
6789,-0.11290548,
6790,-0.08756812,
6791,-0.058775663,
6792,-0.029818691,
6793,-0.000532666,
6794,0.017236378,
6795,-0.00020361,
6796,-0.045448873,
6797,-0.096452646,
6798,-0.12162548,
6799,-0.09842699,
6800,-0.06947,
6801,-0.04396812,
6802,-0.02060511,
6803,0.010326195,
6804,0.028917879,
6805,0.004074123,
6806,-0.0467651,
6807,-0.09431378,
6808,-0.11158925,
6809,-0.098756045,
6810,-0.07243151,
6811,-0.041500196,
6812,-0.013530396,
6813,0.004896764,
6814,0.016907323,
6815,-0.005633041,
6816,-0.05334623,
6817,-0.09842699,
6818,-0.11093114,
6819,-0.10681793,
6820,-0.088555284,
6821,-0.054991513,
6822,-0.034260955,
6823,-0.013365868,
6824,0.004074123,
6825,-0.015833791,
6826,-0.07012812,
6827,-0.109614916,
6828,-0.123270765,
6829,-0.11372812,
6830,-0.0967817,
6831,-0.06519227,
6832,-0.035906237,
6833,-0.013694923,
6834,0.007693744,
6835,-0.00941719,
6836,-0.055978686,
6837,-0.099414155,
6838,-0.122448124,
6839,-0.10369189,
6840,-0.07210246,
6841,-0.041500196,
6842,-0.020111525,
6843,0.000619031,
6844,0.013452231,
6845,-0.003494174,
6846,-0.048574913,
6847,-0.09628812,
6848,-0.113399066,
6849,-0.09513642,
6850,-0.065850385,
6851,-0.040842082,
6852,-0.01780813,
6853,0.012300533,
6854,0.028095238,
6855,-0.000368138,
6856,-0.05071378,
6857,-0.09464283,
6858,-0.099578686,
6859,-0.07901265,
6860,-0.0630534,
6861,-0.040677555,
6862,-0.015504735,
6863,0.010984308,
6864,0.02167864,
6865,0.004732236,
6866,-0.03952586,
6867,-0.09118774,
6868,-0.11076661,
6869,-0.09776887,
6870,-0.06453416,
6871,-0.032122087,
6872,-0.007278323,
6873,0.011148836,
6874,0.025956372,
6875,0.00440318,
6876,-0.0403485,
6877,-0.08016434,
6878,-0.09595906,
6879,-0.087239064,
6880,-0.0729251,
6881,-0.037716046,
6882,-0.011720585,
6883,0.0080228,
6884,0.021843169,
6885,0.000289975,
6886,-0.04873944,
6887,-0.091023214,
6888,-0.104843594,
6889,-0.09398472,
6890,-0.06042095,
6891,-0.026199069,
6892,-0.002342477,
6893,0.012465062,
6894,0.02990505,
6895,0.012958646,
6896,-0.030147748,
6897,-0.077860944,
6898,-0.099578686,
6899,-0.09020057,
6900,-0.06223076,
6901,-0.024882844,
6902,0.006706575,
6903,0.030234104,
6904,0.044383526,
6905,0.021349583,
6906,-0.020769637,
6907,-0.06404057,
6908,-0.0827968,
6909,-0.066508494,
6910,-0.04594246,
6911,-0.017150017,
6912,0.018059019,
6913,0.045535225,
6914,0.05836842,
6915,0.023488449,
6916,-0.020111525,
6917,-0.066508494,
6918,-0.09283303,
6919,-0.07835453,
6920,-0.057623968,
6921,-0.025376428,
6922,-0.001190779,
6923,0.024804676,
6924,0.04142202,
6925,0.01526204,
6926,-0.037057932,
6927,-0.08213868,
6928,-0.10319831,
6929,-0.09299755,
6930,-0.063546985,
6931,-0.024060203,
6932,0.004732236,
6933,0.023323921,
6934,0.032208443,
6935,0.002757898,
6936,-0.047423214,
6937,-0.084935665,
6938,-0.09135227,
6939,-0.08082245,
6940,-0.05729491,
6941,-0.019124355,
6942,0.005225821,
6943,0.021349583,
6944,0.028753351,
6945,0.01081978,
6946,-0.04380359,
6947,-0.08608736,
6948,-0.10418548,
6949,-0.08526472,
6950,-0.055649627,
6951,-0.020111525,
6952,0.003745067,
6953,0.024146562,
6954,0.034840893,
6955,0.01262959,
6956,-0.029654162,
6957,-0.074899435,
6958,-0.092668496,
6959,-0.0752285,
6960,-0.043474536,
6961,-0.006949267,
6962,0.020691471,
6963,0.046357866,
6964,0.049812954,
6965,0.025791844,
6966,-0.020934166,
6967,-0.065027736,
6968,-0.08312585,
6969,-0.06864736,
6970,-0.041829254,
6971,-0.012049641,
6972,0.006377518,
6973,0.021349583,
6974,0.028095238,
6975,0.017400907,
6976,-0.022908505,
6977,-0.06387604,
6978,-0.0827968,
6979,-0.068153776,
6980,-0.046436045,
6981,-0.013694923,
6982,0.010655251,
6983,0.03615712,
6984,0.053597104,
6985,0.029246936,
6986,-0.02422473,
6987,-0.071937926,
6988,-0.092668496,
6989,-0.07555755,
6990,-0.0479168,
6991,-0.009088133,
6992,0.013781287,
6993,0.029575992,
6994,0.03681523,
6995,0.008845441,
6996,-0.037716046,
6997,-0.075722076,
6998,-0.07950623,
6999,-0.06831831,
7000,-0.05054925,
7001,-0.020934166,
7002,0.004074123,
7003,0.01986883,
7004,0.022830337,
7005,-0.002507005,
7006,-0.05087831,
7007,-0.09382019,
7008,-0.109614916,
7009,-0.08904887,
7010,-0.06042095,
7011,-0.030970389,
7012,-0.012049641,
7013,0.012958646,
7014,0.026614485,
7015,0.00259337,
7016,-0.04873944,
7017,-0.09135227,
7018,-0.09612359,
7019,-0.073418684,
7020,-0.05367529,
7021,-0.023895673,
7022,-3.91E-05,
7023,0.023323921,
7024,0.030069577,
7025,-0.003494174,
7026,-0.051207364,
7027,-0.08707453,
7028,-0.08904887,
7029,-0.07769642,
7030,-0.06255981,
7031,-0.026857182,
7032,0.000619031,
7033,0.017565435,
7034,0.0313858,
7035,0.001441672,
7036,-0.054168873,
7037,-0.09743982,
7038,-0.10829869,
7039,-0.085758306,
7040,-0.059762836,
7041,-0.036728878,
7042,-0.017972657,
7043,0.013616758,
7044,0.02513373,
7045,-0.00201342,
7046,-0.04972661,
7047,-0.09283303,
7048,-0.102540195,
7049,-0.08378397,
7050,-0.056965854,
7051,-0.023237562,
7052,0.001277144,
7053,0.024640147,
7054,0.037308816,
7055,0.011971477,
7056,-0.041829254,
7057,-0.08361944,
7058,-0.08460661,
7059,-0.06453416,
7060,-0.037880573,
7061,-0.01040436,
7062,0.007529215,
7063,0.031221274,
7064,0.041257493,
7065,0.010161667,
7066,-0.039032273,
7067,-0.080986984,
7068,-0.088884346,
7069,-0.07210246,
7070,-0.044790763,
7071,-0.014517565,
7072,0.013945815,
7073,0.036486175,
7074,0.042738244,
7075,0.016578266,
7076,-0.034425482,
7077,-0.07654472,
7078,-0.095794536,
7079,-0.07670925,
7080,-0.04495529,
7081,-0.011062472,
7082,0.013781287,
7083,0.04224466,
7084,0.056065027,
7085,0.02513373,
7086,-0.033438314,
7087,-0.07457038,
7088,-0.08082245,
7089,-0.06568585,
7090,-0.041993782,
7091,-0.007771908,
7092,0.023817506,
7093,0.044548053,
7094,0.050142013,
7095,0.026120901,
7096,-0.02060511,
7097,-0.067331135,
7098,-0.07851906,
7099,-0.06091453,
7100,-0.038867746,
7101,-0.00941719,
7102,0.019375246,
7103,0.048661258,
7104,0.055735968,
7105,0.030234104,
7106,-0.023566617,
7107,-0.06634396,
7108,-0.078025475,
7109,-0.062888876,
7110,-0.040842082,
7111,-0.005962098,
7112,0.02447562,
7113,0.048661258,
7114,0.051458236,
7115,0.022830337,
7116,-0.02422473,
7117,-0.061408117,
7118,-0.06683755,
7119,-0.04972661,
7120,-0.027679823,
7121,0.005390349,
7122,0.035663534,
7123,0.056229554,
7124,0.05655861,
7125,0.018717133,
7126,-0.028337937,
7127,-0.06552132,
7128,-0.07391227,
7129,-0.05630774,
7130,-0.029983219,
7131,0.004896764,
7132,0.026120901,
7133,0.044548053,
7134,0.053597104,
7135,0.027601654,
7136,-0.027515296,
7137,-0.07259604,
7138,-0.081974156,
7139,-0.062395286,
7140,-0.034096424,
7141,-0.0048104,
7142,0.020526942,
7143,0.03878957,
7144,0.041915603,
7145,0.011806949,
7146,-0.041993782,
7147,-0.07654472,
7148,-0.082632266,
7149,-0.061408117,
7150,-0.0391968,
7151,-0.010897944,
7152,0.016742794,
7153,0.045535225,
7154,0.055406913,
7155,0.01986883,
7156,-0.030147748,
7157,-0.06930547,
7158,-0.077367365,
7159,-0.0554851,
7160,-0.028173408,
7161,-0.003329646,
7162,0.023982035,
7163,0.04685145,
7164,0.048661258,
7165,0.012794117,
7166,-0.039690387,
7167,-0.07308963,
7168,-0.07638019,
7169,-0.059927363,
7170,-0.039361328,
7171,-0.013530396,
7172,0.012465062,
7173,0.03418278,
7174,0.042573716,
7175,0.007200159,
7176,-0.040842082,
7177,-0.077202834,
7178,-0.07654472,
7179,-0.058775663,
7180,-0.03459001,
7181,-0.001684364,
7182,0.029246936,
7183,0.054584272,
7184,0.059684645,
7185,0.018552605,
7186,-0.035248123,
7187,-0.06601491,
7188,-0.07276057,
7189,-0.057788495,
7190,-0.036070764,
7191,-0.003165118,
7192,0.018388076,
7193,0.041915603,
7194,0.048003145,
7195,0.013123174,
7196,-0.037716046,
7197,-0.07555755,
7198,-0.071115285,
7199,-0.04956208,
7200,-0.026199069,
7201,-0.00300059,
7202,0.01262959,
7203,0.042738244,
7204,0.055077855,
7205,0.020526942,
7206,-0.026363598,
7207,-0.061901703,
7208,-0.07012812,
7209,-0.046929628,
7210,-0.018959828,
7211,0.014768456,
7212,0.037308816,
7213,0.058532946,
7214,0.066759355,
7215,0.038131457,
7216,-0.016327376,
7217,-0.061079063,
7218,-0.06700208,
7219,-0.046106987,
7220,-0.018137187,
7221,0.011806949,
7222,0.03500542,
7223,0.06182351,
7224,0.06396238,
7225,0.028917879,
7226,-0.023237562,
7227,-0.06552132,
7228,-0.0729251,
7229,-0.058940195,
7230,-0.02800888,
7231,0.00259337,
7232,0.029082408,
7233,0.047838617,
7234,0.04767409,
7235,0.011806949,
7236,-0.033931896,
7237,-0.060750004,
7238,-0.06091453,
7239,-0.04972661,
7240,-0.022908505,
7241,0.006377518,
7242,0.033689197,
7243,0.054913327,
7244,0.06083634,
7245,0.028259767,
7246,-0.0176436,
7247,-0.051536422,
7248,-0.056143213,
7249,-0.04380359,
7250,-0.011720585,
7251,0.024969203,
7252,0.041257493,
7253,0.054090686,
7254,0.04685145,
7255,0.013452231,
7256,-0.04133567,
7257,-0.07687378,
7258,-0.077367365,
7259,-0.057788495,
7260,-0.029160578,
7261,0.003745067,
7262,0.028588824,
7263,0.051951822,
7264,0.055077855,
7265,0.019210717,
7266,-0.029325105,
7267,-0.06486321,
7268,-0.068153776,
7269,-0.05334623,
7270,-0.027515296,
7271,0.007364688,
7272,0.03763787,
7273,0.059026532,
7274,0.057216723,
7275,0.023159394,
7276,-0.023895673,
7277,-0.06206623,
7278,-0.06831831,
7279,-0.05252359,
7280,-0.0252119,
7281,0.006542047,
7282,0.03418278,
7283,0.06264615,
7284,0.05738125,
7285,0.018552605,
7286,-0.02800888,
7287,-0.063546985,
7288,-0.06749567,
7289,-0.05630774,
7290,-0.02702171,
7291,0.004074123,
7292,0.028095238,
7293,0.047015976,
7294,0.04685145,
7295,0.011148836,
7296,-0.03261567,
7297,-0.066508494,
7298,-0.070292644,
7299,-0.053839818,
7300,-0.022414919,
7301,0.011148836,
7302,0.028753351,
7303,0.04767409,
7304,0.047345035,
7305,0.01624921,
7306,-0.03574171,
7307,-0.067331135,
7308,-0.065850385,
7309,-0.048410382,
7310,-0.018959828,
7311,0.013781287,
7312,0.03418278,
7313,0.060178228,
7314,0.054419745,
7315,0.011148836,
7316,-0.044297177,
7317,-0.08312585,
7318,-0.085758306,
7319,-0.06387604,
7320,-0.03195756,
7321,0.005225821,
7322,0.03319561,
7323,0.061988037,
7324,0.0600137,
7325,0.02710807,
7326,-0.021592278,
7327,-0.05713038,
7328,-0.059598308,
7329,-0.038867746,
7330,-0.015669262,
7331,0.016413737,
7332,0.046522394,
7333,0.0693918,
7334,0.059849173,
7335,0.023488449,
7336,-0.031134916,
7337,-0.06749567,
7338,-0.061737172,
7339,-0.03541265,
7340,-0.005797569,
7341,0.014274872,
7342,0.031879388,
7343,0.04767409,
7344,0.043396357,
7345,0.001770729,
7346,-0.04215831,
7347,-0.06601491,
7348,-0.06469868,
7349,-0.04956208,
7350,-0.025540957,
7351,0.0016062,
7352,0.023982035,
7353,0.04142202,
7354,0.03846051,
7355,-0.004645872,
7356,-0.05367529,
7357,-0.07621566,
7358,-0.07917717,
7359,-0.06897642,
7360,-0.038045105,
7361,-0.005468513,
7362,0.013123174,
7363,0.030069577,
7364,0.03582806,
7365,-0.0048104,
7366,-0.061737172,
7367,-0.09085868,
7368,-0.08213868,
7369,-0.053181704,
7370,-0.023566617,
7371,0.00440318,
7372,0.018552605,
7373,0.036486175,
7374,0.03582806,
7375,0.000783559,
7376,-0.04413265,
7377,-0.0770383,
7378,-0.08065793,
7379,-0.05828208,
7380,-0.0327802,
7381,-0.061737172,
7382,-0.19385345,
7383,-0.30293587,
7384,-0.35969824,
7385,-0.40839875,
7386,-0.4612125,
7387,-0.49428278,
7388,-0.48934692,
7389,-0.46351588,
7390,-0.44245622,
7391,-0.40889233,
7392,-0.38306132,
7393,-0.35755938,
7394,-0.3674311,
7395,-0.4082342,
7396,-0.45479587,
7397,-0.48803067,
7398,-0.4847401,
7399,-0.46845174,
7400,-0.43900108,
7401,-0.40362743,
7402,-0.37006354,
7403,-0.33995482,
7404,-0.34373897,
7405,-0.39013606,
7406,-0.44607583,
7407,-0.47717178,
7408,-0.47256497,
7409,-0.4521634,
7410,-0.41777688,
7411,-0.3835549,
7412,-0.3657858,
7413,-0.34554878,
7414,-0.3450552,
7415,-0.39112324,
7416,-0.4413045,
7417,-0.45742834,
7418,-0.44212714,
7419,-0.42550975,
7420,-0.39967874,
7421,-0.37598658,
7422,-0.35295257,
7423,-0.32794422,
7424,-0.3267925,
7425,-0.3628243,
7426,-0.4115248,
7427,-0.43357164,
7428,-0.42452258,
7429,-0.39704627,
7430,-0.36496317,
7431,-0.3369933,
7432,-0.30918795,
7433,-0.28500226,
7434,-0.29289964,
7435,-0.33337367,
7436,-0.38256773,
7437,-0.4116893,
7438,-0.4046146,
7439,-0.37730283,
7440,-0.35212994,
7441,-0.32465366,
7442,-0.29602566,
7443,-0.26986563,
7444,-0.2713464,
7445,-0.30869436,
7446,-0.3559141,
7447,-0.389807,
7448,-0.38108698,
7449,-0.3570658,
7450,-0.335348,
7451,-0.30902344,
7452,-0.27529508,
7453,-0.24600899,
7454,-0.2588422,
7455,-0.30737814,
7456,-0.36512768,
7457,-0.39737532,
7458,-0.39359117,
7459,-0.3720379,
7460,-0.33732235,
7461,-0.30803627,
7462,-0.29059622,
7463,-0.2697011,
7464,-0.2731562,
7465,-0.31955326,
7466,-0.375493,
7467,-0.40362743,
7468,-0.3972108,
7469,-0.3812515,
7470,-0.34653595,
7471,-0.31264305,
7472,-0.29372227,
7473,-0.26673958,
7474,-0.26131013,
7475,-0.31149137,
7476,-0.37006354,
7477,-0.392604,
7478,-0.3840485,
7479,-0.36430505,
7480,-0.33107027,
7481,-0.29948077,
7482,-0.277763,
7483,-0.25917128,
7484,-0.26410714,
7485,-0.3077072,
7486,-0.349662,
7487,-0.36315334,
7488,-0.3542688,
7489,-0.33255103,
7490,-0.30968153,
7491,-0.2887864,
7492,-0.2621328,
7493,-0.24189578,
7494,-0.26098108,
7495,-0.2996453,
7496,-0.34077746,
7497,-0.37417677,
7498,-0.37467036,
7499,-0.34933293,
7500,-0.3289314,
7501,-0.30129057,
7502,-0.2766113,
7503,-0.25637427,
7504,-0.2680558,
7505,-0.31099778,
7506,-0.3559141,
7507,-0.38766813,
7508,-0.38273227,
7509,-0.3570658,
7510,-0.33271554,
7511,-0.30227774,
7512,-0.27858564,
7513,-0.25966486,
7514,-0.2743079,
7515,-0.31889513,
7516,-0.36512768,
7517,-0.38733906,
7518,-0.3800998,
7519,-0.36381146,
7520,-0.335348,
7521,-0.30277133,
7522,-0.2782566,
7523,-0.2507803,
7524,-0.2586777,
7525,-0.31494644,
7526,-0.36545676,
7527,-0.38454208,
7528,-0.37648016,
7529,-0.36479864,
7530,-0.3272861,
7531,-0.29010263,
7532,-0.26904297,
7533,-0.24847691,
7534,-0.25620976,
7535,-0.3105042,
7536,-0.36265975,
7537,-0.38437754,
7538,-0.3800998,
7539,-0.3519654,
7540,-0.3164272,
7541,-0.2841796,
7542,-0.2593358,
7543,-0.24584445,
7544,-0.2586777,
7545,-0.30342945,
7546,-0.35097823,
7547,-0.38158056,
7548,-0.3749994,
7549,-0.35114276,
7550,-0.3203759,
7551,-0.28138262,
7552,-0.25390637,
7553,-0.23449199,
7554,-0.25489354,
7555,-0.29783547,
7556,-0.34077746,
7557,-0.37368318,
7558,-0.3720379,
7559,-0.34933293,
7560,-0.3254763,
7561,-0.29487395,
7562,-0.2715109,
7563,-0.25110936,
7564,-0.27332073,
7565,-0.3180725,
7566,-0.37236696,
7567,-0.40675345,
7568,-0.39934966,
7569,-0.3771383,
7570,-0.349662,
7571,-0.32284382,
7572,-0.30523926,
7573,-0.28862187,
7574,-0.30277133,
7575,-0.35624313,
7576,-0.41185385,
7577,-0.43406522,
7578,-0.42106745,
7579,-0.40264025,
7580,-0.3731896,
7581,-0.35295257,
7582,-0.34587783,
7583,-0.33139932,
7584,-0.33567706,
7585,-0.3817451,
7586,-0.43538147,
7587,-0.45858002,
7588,-0.4551249,
7589,-0.43817845,
7590,-0.41267648,
7591,-0.39178133,
7592,-0.37746733,
7593,-0.3628243,
7594,-0.37187338,
7595,-0.4225482,
7596,-0.4727295,
7597,-0.49971223,
7598,-0.49066314,
7599,-0.4732231,
7600,-0.44262072,
7601,-0.4116893,
7602,-0.38964248,
7603,-0.36907637,
7604,-0.37763187,
7605,-0.40839875,
7606,-0.45709926,
7607,-0.48671445,
7608,-0.47815895,
7609,-0.45232794,
7610,-0.42287728,
7611,-0.40379193,
7612,-0.3856938,
7613,-0.36874732,
7614,-0.39112324,
7615,-0.43291354,
7616,-0.4852337,
7617,-0.5212655,
7618,-0.5234044,
7619,-0.50234467,
7620,-0.47174233,
7621,-0.44558224,
7622,-0.4292939,
7623,-0.41366366,
7624,-0.42287728,
7625,-0.4658193,
7626,-0.5181395,
7627,-0.55812,
7628,-0.56700456,
7629,-0.55038714,
7630,-0.5150134,
7631,-0.47536197,
7632,-0.4556185,
7633,-0.44377244,
7634,-0.46499664,
7635,-0.51271003,
7636,-0.5622332,
7637,-0.5832929,
7638,-0.58789974,
7639,-0.5798378,
7640,-0.55038714,
7641,-0.5166587,
7642,-0.49691525,
7643,-0.48029783,
7644,-0.4914858,
7645,-0.5337697,
7646,-0.5727631,
7647,-0.5852673,
7648,-0.5666755,
7649,-0.5387056,
7650,-0.5018511,
7651,-0.47634915,
7652,-0.4602253,
7653,-0.44262072,
7654,-0.45463133,
7655,-0.49757335,
7656,-0.541009,
7657,-0.5722695,
7658,-0.56815624,
7659,-0.5512098,
7660,-0.5291629,
7661,-0.4990541,
7662,-0.4745393,
7663,-0.4623642,
7664,-0.48144954,
7665,-0.5215946,
7666,-0.5650302,
7667,-0.60550433,
7668,-0.59793603,
7669,-0.56766266,
7670,-0.5405154,
7671,-0.51353264,
7672,-0.48194313,
7673,-0.46335137,
7674,-0.47980425,
7675,-0.5153425,
7676,-0.5619042,
7677,-0.59497446,
7678,-0.59119034,
7679,-0.57375026,
7680,-0.5597653,
7681,-0.5426543,
7682,-0.53015006,
7683,-0.5189621,
7684,-0.5439705,
7685,-0.60813683,
7686,-0.66901255,
7687,-0.69780517,
7688,-0.7053735,
7689,-0.7004376,
7690,-0.6691771,
7691,-0.6426879,
7692,-0.6291965,
7693,-0.6194893,
7694,-0.64844644,
7695,-0.71458715,
7696,-0.772666,
7697,-0.79454833,
7698,-0.778589,
7699,-0.75736475,
7700,-0.73120457,
7701,-0.7076769,
7702,-0.69155306,
7703,-0.6775681,
7704,-0.6877689,
7705,-0.7409118,
7706,-0.7943838,
7707,-0.8156081,
7708,-0.8085333,
7709,-0.795371,
7710,-0.76476854,
7711,-0.73564684,
7712,-0.7076769,
7713,-0.677239,
7714,-0.6844783,
7715,-0.7272559,
7716,-0.7756275,
7717,-0.800965,
7718,-0.7854992,
7719,-0.7611489,
7720,-0.7397601,
7721,-0.70833504,
7722,-0.66818994,
7723,-0.6464721,
7724,-0.66901255,
7725,-0.70784146,
7726,-0.75769377,
7727,-0.77825993,
7728,-0.7550613,
7729,-0.72544605,
7730,-0.7053735,
7731,-0.6747711,
7732,-0.6436751,
7733,-0.6155406,
7734,-0.62458974,
7735,-0.6602925,
7736,-0.7030701,
7737,-0.7233072,
7738,-0.7098158,
7739,-0.68168133,
7740,-0.6466366,
7741,-0.61833763,
7742,-0.60122657,
7743,-0.5859254,
7744,-0.60106206,
7745,-0.64795285,
7746,-0.68464285,
7747,-0.7001086,
7748,-0.69435006,
7749,-0.6810232,
7750,-0.64170074,
7751,-0.609124,
7752,-0.5829639,
