Time (Seconds),Amplitude (Volts),Time (Seconds)
17284,-0.012872282,
17285,0.006542047,
17286,-0.016327376,
17287,-0.06436963,
17288,-0.116360575,
17289,-0.13593945,
17290,-0.11833492,
17291,-0.09349114,
17292,-0.06124359,
17293,-0.03639982,
17294,-0.024718314,
17295,-0.016491903,
17296,-0.038209632,
17297,-0.08773264,
17298,-0.1222836,
17299,-0.12705491,
17300,-0.11734775,
17301,-0.095465474,
17302,-0.06519227,
17303,-0.043639064,
17304,-0.030641332,
17305,-0.021098694,
17306,-0.041829254,
17307,-0.09201038,
17308,-0.13051002,
17309,-0.13412964,
17310,-0.12096737,
17311,-0.095794536,
17312,-0.06223076,
17313,-0.042816423,
17314,-0.026034541,
17315,-0.014517565,
17316,-0.029983219,
17317,-0.07901265,
17318,-0.12508059,
17319,-0.14219153,
17320,-0.1321553,
17321,-0.103362836,
17322,-0.074241325,
17323,-0.043145478,
17324,-0.017314544,
17325,-0.012378698,
17326,-0.0391968,
17327,-0.07374774,
17328,-0.11784133,
17329,-0.13873644,
17330,-0.12162548,
17331,-0.09892057,
17332,-0.075722076,
17333,-0.045613404,
17334,-0.008923605,
17335,0.00621299,
17336,-0.016162846,
17337,-0.056801327,
17338,-0.10665341,
17339,-0.13001643,
17340,-0.109450385,
17341,-0.07901265,
17342,-0.055649627,
17343,-0.023566617,
17344,0.00259337,
17345,0.016413737,
17346,-0.014188509,
17347,-0.067166604,
17348,-0.11603152,
17349,-0.1367621,
17350,-0.12672587,
17351,-0.1013885,
17352,-0.058940195,
17353,-0.029983219,
17354,-0.011885113,
17355,-0.000861723,
17356,-0.02438926,
17357,-0.087897174,
17358,-0.12837115,
17359,-0.13495228,
17360,-0.12475152,
17361,-0.0990851,
17362,-0.062888876,
17363,-0.04331001,
17364,-0.023731146,
17365,-0.013365868,
17366,-0.040677555,
17367,-0.09447831,
17368,-0.13478775,
17369,-0.14235605,
17370,-0.12886474,
17371,-0.0990851,
17372,-0.058611136,
17373,-0.033109255,
17374,-0.021921335,
17375,-0.007771908,
17376,-0.025540957,
17377,-0.071115285,
17378,-0.116360575,
17379,-0.13314247,
17380,-0.1101085,
17381,-0.08394849,
17382,-0.062724344,
17383,-0.033931896,
17384,-0.00941719,
17385,-0.006784739,
17386,-0.034096424,
17387,-0.07127982,
17388,-0.119486615,
17389,-0.13890097,
17390,-0.118663974,
17391,-0.08592284,
17392,-0.06009189,
17393,-0.028173408,
17394,0.001935257,
17395,0.01081978,
17396,-0.014846621,
17397,-0.061408117,
17398,-0.10747605,
17399,-0.12146095,
17400,-0.102704726,
17401,-0.07605114,
17402,-0.05137189,
17403,-0.022743976,
17404,-0.00201342,
17405,0.0080228,
17406,-0.019782469,
17407,-0.0717734,
17408,-0.1078051,
17409,-0.12096737,
17410,-0.11504435,
17411,-0.09118774,
17412,-0.051207364,
17413,-0.025047371,
17414,-0.012543227,
17415,-0.003658702,
17416,-0.033109255,
17417,-0.09464283,
17418,-0.13347153,
17419,-0.13807832,
17420,-0.12672587,
17421,-0.101717554,
17422,-0.06223076,
17423,-0.039690387,
17424,-0.02060511,
17425,-0.01682096,
17426,-0.04117114,
17427,-0.09201038,
17428,-0.12656133,
17429,-0.12475152,
17430,-0.106488876,
17431,-0.085758306,
17432,-0.06321793,
17433,-0.044626232,
17434,-0.020934166,
17435,-0.005468513,
17436,-0.030641332,
17437,-0.07638019,
17438,-0.12096737,
17439,-0.13610399,
17440,-0.113399066,
17441,-0.08345491,
17442,-0.055978686,
17443,-0.027844353,
17444,-0.003494174,
17445,-0.002507005,
17446,-0.0327802,
17447,-0.065850385,
17448,-0.1078051,
17449,-0.13116813,
17450,-0.1153734,
17451,-0.082632266,
17452,-0.04709416,
17453,-0.016656432,
17454,0.007035631,
17455,0.011477892,
17456,-0.02044058,
17457,-0.063546985,
17458,-0.10303378,
17459,-0.116525106,
17460,-0.10500812,
17461,-0.07983529,
17462,-0.045613404,
17463,-0.012707754,
17464,0.007858272,
17465,0.004074123,
17466,-0.032286614,
17467,-0.08460661,
17468,-0.11833492,
17469,-0.1263968,
17470,-0.11668963,
17471,-0.08740359,
17472,-0.05137189,
17473,-0.032122087,
17474,-0.018630771,
17475,-0.008594549,
17476,-0.03639982,
17477,-0.08345491,
17478,-0.11849944,
17479,-0.12540963,
17480,-0.11191831,
17481,-0.084771134,
17482,-0.04018397,
17483,-0.017972657,
17484,-0.000532666,
17485,0.007858272,
17486,-0.021921335,
17487,-0.075722076,
17488,-0.11800586,
17489,-0.1275485,
17490,-0.10681793,
17491,-0.074241325,
17492,-0.03574171,
17493,-0.005468513,
17494,0.011148836,
17495,0.008351857,
17496,-0.01961794,
17497,-0.062724344,
17498,-0.10451453,
17499,-0.12442247,
17500,-0.10912133,
17501,-0.07901265,
17502,-0.052030005,
17503,-0.022414919,
17504,0.006871103,
17505,0.01262959,
17506,-0.013859452,
17507,-0.05449793,
17508,-0.10221114,
17509,-0.119486615,
17510,-0.095794536,
17511,-0.0630534,
17512,-0.04133567,
17513,-0.019782469,
17514,0.004732236,
17515,0.010984308,
17516,-0.032122087,
17517,-0.07358321,
17518,-0.11158925,
17519,-0.11784133,
17520,-0.10615982,
17521,-0.08394849,
17522,-0.04972661,
17523,-0.026857182,
17524,-0.010897944,
17525,0.000289975,
17526,-0.026363598,
17527,-0.077860944,
17528,-0.1153734,
17529,-0.12524511,
17530,-0.11455076,
17531,-0.087897174,
17532,-0.04709416,
17533,-0.02438926,
17534,-0.015340206,
17535,-0.012872282,
17536,-0.038209632,
17537,-0.08526472,
17538,-0.120309256,
17539,-0.12820663,
17540,-0.113234535,
17541,-0.084935665,
17542,-0.048410382,
17543,-0.030641332,
17544,-0.018137187,
17545,-0.008594549,
17546,-0.027515296,
17547,-0.07210246,
17548,-0.11224737,
17549,-0.120144725,
17550,-0.09776887,
17551,-0.06453416,
17552,-0.026857182,
17553,-0.006455682,
17554,0.009009969,
17555,0.009174498,
17556,-0.020769637,
17557,-0.06552132,
17558,-0.10681793,
17559,-0.119322084,
17560,-0.097933404,
17561,-0.06486321,
17562,-0.030476803,
17563,-0.005303985,
17564,0.005719405,
17565,0.002922426,
17566,-0.029489635,
17567,-0.07144434,
17568,-0.11109567,
17569,-0.119322084,
17570,-0.10435001,
17571,-0.077367365,
17572,-0.037880573,
17573,-0.012543227,
17574,0.003251482,
17575,0.013781287,
17576,-0.013365868,
17577,-0.06782472,
17578,-0.10764057,
17579,-0.120144725,
17580,-0.11191831,
17581,-0.08608736,
17582,-0.04495529,
17583,-0.022743976,
17584,-0.003823231,
17585,0.006871103,
17586,-0.026692655,
17587,-0.07999981,
17588,-0.116525106,
17589,-0.12804209,
17590,-0.1176768,
17591,-0.08296132,
17592,-0.041829254,
17593,-0.013859452,
17594,0.002428841,
17595,0.004732236,
17596,-0.033931896,
17597,-0.07243151,
17598,-0.10303378,
17599,-0.109450385,
17600,-0.099414155,
17601,-0.08016434,
17602,-0.04709416,
17603,-0.022908505,
17604,0.004238652,
17605,0.009503554,
17606,-0.02142775,
17607,-0.061079063,
17608,-0.10040133,
17609,-0.11191831,
17610,-0.092503965,
17611,-0.06091453,
17612,-0.03195756,
17613,-0.007771908,
17614,0.011477892,
17615,0.012300533,
17616,-0.017314544,
17617,-0.06436963,
17618,-0.10319831,
17619,-0.10681793,
17620,-0.08592284,
17621,-0.066508494,
17622,-0.042816423,
17623,-0.018959828,
17624,0.001441672,
17625,0.00440318,
17626,-0.017314544,
17627,-0.06387604,
17628,-0.10467906,
17629,-0.11372812,
17630,-0.098591514,
17631,-0.071937926,
17632,-0.04396812,
17633,-0.018301714,
17634,-0.000697195,
17635,-0.004974928,
17636,-0.046271518,
17637,-0.09365567,
17638,-0.123270765,
17639,-0.12458699,
17640,-0.11422171,
17641,-0.0915168,
17642,-0.061572645,
17643,-0.040677555,
17644,-0.026199069,
17645,-0.01040436,
17646,-0.041664723,
17647,-0.09464283,
17648,-0.12837115,
17649,-0.12475152,
17650,-0.102540195,
17651,-0.07358321,
17652,-0.045613404,
17653,-0.023895673,
17654,-0.016162846,
17655,-0.011062472,
17656,-0.037880573,
17657,-0.088555284,
17658,-0.124093406,
17659,-0.12623228,
17660,-0.10665341,
17661,-0.080328874,
17662,-0.050055668,
17663,-0.028502464,
17664,-0.004481344,
17665,0.001277144,
17666,-0.028337937,
17667,-0.07210246,
17668,-0.110273026,
17669,-0.11849944,
17670,-0.100236796,
17671,-0.07012812,
17672,-0.044297177,
17673,-0.01961794,
17674,0.006048462,
17675,0.004896764,
17676,-0.025870012,
17677,-0.074076794,
17678,-0.11471529,
17679,-0.12277718,
17680,-0.09842699,
17681,-0.069634534,
17682,-0.038703214,
17683,-0.015504735,
17684,0.00259337,
17685,0.007035631,
17686,-0.025047371,
17687,-0.073418684,
17688,-0.1112602,
17689,-0.11586699,
17690,-0.09990774,
17691,-0.07457038,
17692,-0.039032273,
17693,-0.020276053,
17694,-0.00760738,
17695,-0.008759077,
17696,-0.04331001,
17697,-0.08987151,
17698,-0.1176768,
17699,-0.119322084,
17700,-0.09974322,
17701,-0.06996359,
17702,-0.039032273,
17703,-0.0252119,
17704,-0.007936436,
17705,0.002099785,
17706,-0.030147748,
17707,-0.0851002,
17708,-0.119651146,
17709,-0.12376435,
17710,-0.11043756,
17711,-0.08625189,
17712,-0.0543334,
17713,-0.02060511,
17714,0.007200159,
17715,0.005719405,
17716,-0.026692655,
17717,-0.0816451,
17718,-0.11849944,
17719,-0.11603152,
17720,-0.096452646,
17721,-0.075063966,
17722,-0.047258686,
17723,-0.018466242,
17724,0.005554877,
17725,0.000125446,
17726,-0.026528126,
17727,-0.06864736,
17728,-0.10451453,
17729,-0.11586699,
17730,-0.093326606,
17731,-0.07012812,
17732,-0.04331001,
17733,-0.013530396,
17734,0.012136005,
17735,0.01081978,
17736,-0.025376428,
17737,-0.07687378,
17738,-0.11142473,
17739,-0.11191831,
17740,-0.098591514,
17741,-0.08016434,
17742,-0.053839818,
17743,-0.026199069,
17744,-0.002342477,
17745,0.00440318,
17746,-0.0316285,
17747,-0.08691,
17748,-0.12475152,
17749,-0.12804209,
17750,-0.11800586,
17751,-0.0892134,
17752,-0.05071378,
17753,-0.029160578,
17754,-0.014188509,
17755,-0.014517565,
17756,-0.048245855,
17757,-0.09892057,
17758,-0.120144725,
17759,-0.12211907,
17760,-0.10994397,
17761,-0.08822623,
17762,-0.05087831,
17763,-0.023895673,
17764,-0.004645872,
17765,-0.003658702,
17766,-0.04001944,
17767,-0.09398472,
17768,-0.122448124,
17769,-0.11603152,
17770,-0.09513642,
17771,-0.06947,
17772,-0.046600573,
17773,-0.021921335,
17774,0.000454503,
17775,-0.003494174,
17776,-0.038703214,
17777,-0.08312585,
17778,-0.11191831,
17779,-0.11043756,
17780,-0.0915168,
17781,-0.069634534,
17782,-0.046436045,
17783,-0.02142775,
17784,-0.003658702,
17785,0.000783559,
17786,-0.026363598,
17787,-0.07243151,
17788,-0.10747605,
17789,-0.116360575,
17790,-0.09760434,
17791,-0.07243151,
17792,-0.04495529,
17793,-0.014188509,
17794,0.009339025,
17795,0.004567708,
17796,-0.033273783,
17797,-0.07967076,
17798,-0.114057176,
17799,-0.112576425,
17800,-0.09069415,
17801,-0.06568585,
17802,-0.041664723,
17803,-0.02438926,
17804,-0.002177949,
17805,-0.001848892,
17806,-0.036070764,
17807,-0.088061705,
17808,-0.12080284,
17809,-0.12458699,
17810,-0.11274095,
17811,-0.086416416,
17812,-0.0566368,
17813,-0.033931896,
17814,-0.018466242,
17815,-0.012049641,
17816,-0.03080586,
17817,-0.09217491,
17818,-0.119486615,
17819,-0.11504435,
17820,-0.096452646,
17821,-0.07440585,
17822,-0.04594246,
17823,-0.022414919,
17824,-0.001355307,
17825,-0.003987759,
17826,-0.041993782,
17827,-0.08329038,
17828,-0.114879824,
17829,-0.11800586,
17830,-0.10221114,
17831,-0.07555755,
17832,-0.04001944,
17833,-0.012872282,
17834,0.007529215,
17835,0.008680913,
17836,-0.024553787,
17837,-0.07605114,
17838,-0.1112602,
17839,-0.11784133,
17840,-0.09201038,
17841,-0.06124359,
17842,-0.029325105,
17843,-0.005139456,
17844,0.012136005,
17845,0.002922426,
17846,-0.03738699,
17847,-0.084935665,
17848,-0.1199802,
17849,-0.12211907,
17850,-0.100236796,
17851,-0.06996359,
17852,-0.037222464,
17853,-0.016656432,
17854,-0.000532666,
17855,-0.00300059,
17856,-0.038538687,
17857,-0.087239064,
17858,-0.12211907,
17859,-0.12919378,
17860,-0.113234535,
17861,-0.07901265,
17862,-0.039032273,
17863,-0.019124355,
17864,-0.005303985,
17865,-0.012707754,
17866,-0.051042836,
17867,-0.09842699,
17868,-0.1287002,
17869,-0.12935832,
17870,-0.10747605,
17871,-0.0752285,
17872,-0.045448873,
17873,-0.03080586,
17874,-0.015175678,
17875,-0.013694923,
17876,-0.046600573,
17877,-0.10204661,
17878,-0.13314247,
17879,-0.1321553,
17880,-0.11685416,
17881,-0.09365567,
17882,-0.06453416,
17883,-0.040842082,
17884,-0.016491903,
17885,-0.023237562,
17886,-0.058940195,
17887,-0.10583076,
17888,-0.1367621,
17889,-0.13116813,
17890,-0.11076661,
17891,-0.08246774,
17892,-0.05170095,
17893,-0.025540957,
17894,-0.001684364,
17895,-0.009910774,
17896,-0.04956208,
17897,-0.09201038,
17898,-0.12442247,
17899,-0.1263968,
17900,-0.10846321,
17901,-0.08246774,
17902,-0.048245855,
17903,-0.022579448,
17904,-0.005139456,
17905,-0.008430021,
17906,-0.046436045,
17907,-0.100236796,
17908,-0.1385719,
17909,-0.1413689,
17910,-0.11586699,
17911,-0.0770383,
17912,-0.045613404,
17913,-0.026692655,
17914,-0.008594549,
17915,-0.013859452,
17916,-0.044297177,
17917,-0.09447831,
17918,-0.12771304,
17919,-0.12721945,
17920,-0.10846321,
17921,-0.08213868,
17922,-0.049233027,
17923,-0.029818691,
17924,-0.006784739,
17925,-0.009252662,
17926,-0.047423214,
17927,-0.09382019,
17928,-0.12540963,
17929,-0.1257387,
17930,-0.11372812,
17931,-0.08691,
17932,-0.056801327,
17933,-0.03491907,
17934,-0.015504735,
17935,-0.019453412,
17936,-0.055814154,
17937,-0.10451453,
17938,-0.13248436,
17939,-0.12804209,
17940,-0.10698246,
17941,-0.0793417,
17942,-0.046436045,
17943,-0.022579448,
17944,-0.002507005,
17945,-0.01040436,
17946,-0.048574913,
17947,-0.08444208,
17948,-0.11290548,
17949,-0.11422171,
17950,-0.09447831,
17951,-0.069634534,
17952,-0.040677555,
17953,-0.022414919,
17954,0.001441672,
17955,-0.003165118,
17956,-0.040842082,
17957,-0.08427755,
17958,-0.10796963,
17959,-0.106488876,
17960,-0.085758306,
17961,-0.060256418,
17962,-0.040513027,
17963,-0.026363598,
17964,-0.006126626,
17965,-0.005303985,
17966,-0.044790763,
17967,-0.09349114,
17968,-0.12162548,
17969,-0.11043756,
17970,-0.086416416,
17971,-0.06552132,
17972,-0.044297177,
17973,-0.024060203,
17974,0.000289975,
17975,-0.000697195,
17976,-0.04018397,
17977,-0.09085868,
17978,-0.12392888,
17979,-0.12425794,
17980,-0.10204661,
17981,-0.0752285,
17982,-0.047258686,
17983,-0.026692655,
17984,-0.006455682,
17985,-0.005797569,
17986,-0.035083596,
17987,-0.08691,
17988,-0.12195454,
17989,-0.12146095,
17990,-0.10912133,
17991,-0.08345491,
17992,-0.046106987,
17993,-0.022743976,
17994,-0.003987759,
17995,-0.004645872,
17996,-0.04133567,
17997,-0.09135227,
17998,-0.12721945,
17999,-0.12475152,
18000,-0.1013885,
18001,-0.0717734,
18002,-0.0479168,
18003,-0.02438926,
18004,-0.004481344,
18005,-0.003987759,
18006,-0.03639982,
18007,-0.0793417,
18008,-0.109285854,
18009,-0.10829869,
18010,-0.091681324,
18011,-0.065850385,
18012,-0.031793028,
18013,-0.00300059,
18014,0.017565435,
18015,0.009668082,
18016,-0.031793028,
18017,-0.08691,
18018,-0.11307001,
18019,-0.11158925,
18020,-0.09414925,
18021,-0.06897642,
18022,-0.04298095,
18023,-0.018959828,
18024,0.002099785,
18025,-0.003658702,
18026,-0.042651895,
18027,-0.09233944,
18028,-0.11899303,
18029,-0.11471529,
18030,-0.09233944,
18031,-0.06453416,
18032,-0.040677555,
18033,-0.022085864,
18034,-0.00300059,
18035,-0.006455682,
18036,-0.043639064,
18037,-0.092503965,
18038,-0.12162548,
18039,-0.12211907,
18040,-0.101882085,
18041,-0.07654472,
18042,-0.04709416,
18043,-0.017314544,
18044,0.006706575,
18045,0.000948087,
18046,-0.042487368,
18047,-0.09382019,
18048,-0.12063831,
18049,-0.11307001,
18050,-0.09349114,
18051,-0.07144434,
18052,-0.05054925,
18053,-0.02899605,
18054,-0.002507005,
18055,-0.010075303,
18056,-0.050384723,
18057,-0.09760434,
18058,-0.12146095,
18059,-0.115702465,
18060,-0.09743982,
18061,-0.06634396,
18062,-0.031134916,
18063,-0.007936436,
18064,0.006048462,
18065,-0.000861723,
18066,-0.046436045,
18067,-0.09349114,
18068,-0.11849944,
18069,-0.11438624,
18070,-0.09283303,
18071,-0.065850385,
18072,-0.035577178,
18073,-0.016656432,
18074,0.000948087,
18075,-0.00662021,
18076,-0.0479168,
18077,-0.094807364,
18078,-0.124093406,
18079,-0.120309256,
18080,-0.101717554,
18081,-0.077860944,
18082,-0.04758774,
18083,-0.01682096,
18084,0.001770729,
18085,-0.007442852,
18086,-0.048574913,
18087,-0.09924963,
18088,-0.12721945,
18089,-0.1211319,
18090,-0.09595906,
18091,-0.06601491,
18092,-0.04298095,
18093,-0.01780813,
18094,0.006542047,
18095,-0.003329646,
18096,-0.044626232,
18097,-0.09118774,
18098,-0.12837115,
18099,-0.12837115,
18100,-0.1078051,
18101,-0.077367365,
18102,-0.044297177,
18103,-0.017479073,
18104,0.000125446,
18105,-0.009581719,
18106,-0.051536422,
18107,-0.0990851,
18108,-0.13429417,
18109,-0.12442247,
18110,-0.098591514,
18111,-0.07144434,
18112,-0.04495529,
18113,-0.02438926,
18114,-0.005139456,
18115,-0.014353037,
18116,-0.052688118,
18117,-0.096452646,
18118,-0.11422171,
18119,-0.10846321,
18120,-0.092503965,
18121,-0.06897642,
18122,-0.04133567,
18123,-0.018137187,
18124,0.002922426,
18125,0.000289975,
18126,-0.04380359,
18127,-0.097933404,
18128,-0.12195454,
18129,-0.11438624,
18130,-0.091845855,
18131,-0.062395286,
18132,-0.03574171,
18133,-0.014682093,
18134,0.004732236,
18135,-0.00300059,
18136,-0.042651895,
18137,-0.092503965,
18138,-0.120309256,
18139,-0.116525106,
18140,-0.09661718,
18141,-0.06601491,
18142,-0.04117114,
18143,-0.016985489,
18144,0.005390349,
18145,-0.004316815,
18146,-0.04018397,
18147,-0.0816451,
18148,-0.112411894,
18149,-0.106488876,
18150,-0.08691,
18151,-0.061737172,
18152,-0.032122087,
18153,-0.010075303,
18154,0.002428841,
18155,-0.012049641,
18156,-0.055156045,
18157,-0.102375664,
18158,-0.12623228,
18159,-0.11833492,
18160,-0.097933404,
18161,-0.06979906,
18162,-0.040513027,
18163,-0.011885113,
18164,0.00259337,
18165,-0.008923605,
18166,-0.046436045,
18167,-0.088719815,
18168,-0.11899303,
18169,-0.11619605,
18170,-0.091681324,
18171,-0.06042095,
18172,-0.036728878,
18173,-0.017972657,
18174,0.00341601,
18175,-0.004152287,
18176,-0.049397554,
18177,-0.100236796,
18178,-0.119486615,
18179,-0.11817039,
18180,-0.09711076,
18181,-0.056143213,
18182,-0.025870012,
18183,-0.009746246,
18184,-0.001026251,
18185,-0.004974928,
18186,-0.06255981,
18187,-0.10665341,
18188,-0.12705491,
18189,-0.11668963,
18190,-0.099578686,
18191,-0.06453416,
18192,-0.034096424,
18193,-0.016491903,
18194,0.000125446,
18195,-0.008100964,
18196,-0.04972661,
18197,-0.10221114,
18198,-0.1339651,
18199,-0.12524511,
18200,-0.10105944,
18201,-0.07210246,
18202,-0.040842082,
18203,-0.017150017,
18204,-0.001684364,
18205,-0.013530396,
18206,-0.052359063,
18207,-0.09760434,
18208,-0.13166171,
18209,-0.12705491,
18210,-0.10681793,
18211,-0.074899435,
18212,-0.04380359,
18213,-0.02060511,
18214,-0.002507005,
18215,-0.014846621,
18216,-0.067166604,
18217,-0.119651146,
18218,-0.14416587,
18219,-0.13166171,
18220,-0.1101085,
18221,-0.07555755,
18222,-0.038209632,
18223,-0.015340206,
18224,-0.001848892,
18225,-0.015504735,
18226,-0.06321793,
18227,-0.10977944,
18228,-0.13297795,
18229,-0.12771304,
18230,-0.10977944,
18231,-0.07391227,
18232,-0.0479168,
18233,-0.02899605,
18234,-0.013530396,
18235,-0.014517565,
18236,-0.055649627,
18237,-0.11274095,
18238,-0.13939455,
18239,-0.133307,
18240,-0.11751228,
18241,-0.08822623,
18242,-0.059927363,
18243,-0.03574171,
18244,-0.02702171,
18245,-0.042816423,
18246,-0.08329038,
18247,-0.12853567,
18248,-0.14646927,
18249,-0.12919378,
18250,-0.102540195,
18251,-0.07555755,
18252,-0.052852646,
18253,-0.030641332,
18254,-0.019124355,
18255,-0.034260955,
18256,-0.06798925,
18257,-0.105501704,
18258,-0.1379138,
18259,-0.13051002,
18260,-0.10089491,
18261,-0.0717734,
18262,-0.04215831,
18263,-0.025047371,
18264,-0.01040436,
18265,-0.028831521,
18266,-0.068153776,
18267,-0.11800586,
18268,-0.13988814,
18269,-0.12985191,
18270,-0.108792275,
18271,-0.07473491,
18272,-0.04001944,
18273,-0.016985489,
18274,-0.000697195,
18275,-0.013036811,
18276,-0.055978686,
18277,-0.105666235,
18278,-0.13528134,
18279,-0.13495228,
18280,-0.11455076,
18281,-0.07078623,
18282,-0.033109255,
18283,-0.017479073,
18284,-0.004481344,
18285,-0.021921335,
18286,-0.06848283,
18287,-0.115537934,
18288,-0.13199078,
18289,-0.12376435,
18290,-0.10583076,
18291,-0.069634534,
18292,-0.036070764,
18293,-0.020111525,
18294,-0.007278323,
18295,-0.017314544,
18296,-0.0554851,
18297,-0.09990774,
18298,-0.12557417,
18299,-0.12442247,
18300,-0.11093114,
18301,-0.07819001,
18302,-0.051865477,
18303,-0.03541265,
18304,-0.023566617,
18305,-0.033931896,
18306,-0.07950623,
18307,-0.12540963,
18308,-0.14219153,
18309,-0.12985191,
18310,-0.10105944,
18311,-0.07226699,
18312,-0.046106987,
18313,-0.026363598,
18314,-0.010239831,
18315,-0.024718314,
18316,-0.062724344,
18317,-0.109285854,
18318,-0.14071077,
18319,-0.13051002,
18320,-0.10681793,
18321,-0.08246774,
18322,-0.050384723,
18323,-0.019453412,
18324,-0.000532666,
18325,-0.019453412,
18326,-0.0653568,
18327,-0.11899303,
18328,-0.14219153,
18329,-0.12985191,
18330,-0.09842699,
18331,-0.065027736,
18332,-0.042322837,
18333,-0.025047371,
18334,-0.008759077,
18335,-0.024060203,
18336,-0.07325415,
18337,-0.11701869,
18338,-0.13824286,
18339,-0.13429417,
18340,-0.11422171,
18341,-0.080986984,
18342,-0.05367529,
18343,-0.030641332,
18344,-0.011062472,
18345,-0.029489635,
18346,-0.08312585,
18347,-0.13495228,
18348,-0.14646927,
18349,-0.13988814,
18350,-0.119486615,
18351,-0.07851906,
18352,-0.04873944,
18353,-0.026363598,
18354,-0.011720585,
18355,-0.02899605,
18356,-0.07638019,
18357,-0.11701869,
18358,-0.13067454,
18359,-0.12919378,
18360,-0.11849944,
18361,-0.09464283,
18362,-0.069634534,
18363,-0.043474536,
18364,-0.025870012,
18365,-0.0391968,
18366,-0.0752285,
18367,-0.118828505,
18368,-0.13955908,
18369,-0.12475152,
18370,-0.09464283,
18371,-0.07160887,
18372,-0.04298095,
18373,-0.020276053,
18374,-0.008430021,
18375,-0.021756807,
18376,-0.05713038,
18377,-0.102375664,
18378,-0.133307,
18379,-0.123435296,
18380,-0.09974322,
18381,-0.071115285,
18382,-0.037222464,
18383,-0.014188509,
18384,-0.004645872,
18385,-0.029983219,
18386,-0.07605114,
18387,-0.118663974,
18388,-0.12787756,
18389,-0.11586699,
18390,-0.10352737,
18391,-0.074076794,
18392,-0.045613404,
18393,-0.0252119,
18394,-0.011227001,
18395,-0.02899605,
18396,-0.084113024,
18397,-0.12902926,
18398,-0.14400135,
18399,-0.13429417,
18400,-0.11800586,
18401,-0.08065793,
18402,-0.05367529,
18403,-0.03491907,
18404,-0.022250392,
18405,-0.03639982,
18406,-0.0903651,
18407,-0.13955908,
18408,-0.15189871,
18409,-0.1385719,
18410,-0.112411894,
18411,-0.0816451,
18412,-0.05630774,
18413,-0.032122087,
18414,-0.016162846,
18415,-0.03837416,
18416,-0.08394849,
18417,-0.12689039,
18418,-0.14301418,
18419,-0.1310036,
18420,-0.115537934,
18421,-0.08740359,
18422,-0.059104722,
18423,-0.02899605,
18424,-0.018301714,
18425,-0.029654162,
18426,-0.0653568,
18427,-0.112576425,
18428,-0.13906549,
18429,-0.1263968,
18430,-0.0990851,
18431,-0.0752285,
18432,-0.0403485,
18433,-0.007113795,
18434,0.010655251,
18435,-0.013859452,
18436,-0.055156045,
18437,-0.102540195,
18438,-0.12590322,
18439,-0.111753784,
18440,-0.09349114,
18441,-0.07473491,
18442,-0.046436045,
18443,-0.021921335,
18444,0.002264313,
18445,-0.019288883,
18446,-0.06914095,
18447,-0.12195454,
18448,-0.14581116,
18449,-0.13281341,
18450,-0.10796963,
18451,-0.07374774,
18452,-0.045284346,
18453,-0.019124355,
18454,-0.003658702,
18455,-0.03195756,
18456,-0.09283303,
18457,-0.13807832,
18458,-0.15107606,
18459,-0.13758473,
18460,-0.11751228,
18461,-0.07835453,
18462,-0.054004345,
18463,-0.044626232,
18464,-0.035248123,
18465,-0.04117114,
18466,-0.08213868,
18467,-0.12162548,
18468,-0.13873644,
18469,-0.13593945,
18470,-0.1199802,
18471,-0.085593775,
18472,-0.055649627,
18473,-0.028173408,
18474,-0.017150017,
18475,-0.041500196,
18476,-0.08230321,
18477,-0.12359983,
18478,-0.14383681,
18479,-0.12935832,
18480,-0.107146986,
18481,-0.08773264,
18482,-0.06700208,
18483,-0.033273783,
18484,-0.019124355,
18485,-0.039854914,
18486,-0.08065793,
18487,-0.12721945,
18488,-0.15370852,
18489,-0.13429417,
18490,-0.1101085,
18491,-0.08526472,
18492,-0.056143213,
18493,-0.023237562,
18494,-0.004481344,
18495,-0.02422473,
18496,-0.069634534,
18497,-0.1211319,
18498,-0.14827909,
18499,-0.13511682,
18500,-0.10747605,
18501,-0.080986984,
18502,-0.049068496,
18503,-0.02340209,
18504,-0.012049641,
18505,-0.028831521,
18506,-0.0729251,
18507,-0.12047379,
18508,-0.13511682,
18509,-0.12771304,
18510,-0.10435001,
18511,-0.06930547,
18512,-0.047752272,
18513,-0.04133567,
18514,-0.035906237,
18515,-0.07325415,
18516,-0.10303378,
18517,-0.14284964,
18518,-0.15436663,
18519,-0.14844361,
18520,-0.12787756,
18521,-0.08378397,
18522,-0.059433777,
18523,-0.04956208,
18524,-0.043474536,
18525,-0.06552132,
18526,-0.10533718,
18527,-0.1443304,
18528,-0.1576572,
18529,-0.14646927,
18530,-0.12294171,
18531,-0.08230321,
18532,-0.05334623,
18533,-0.038703214,
18534,-0.034425482,
18535,-0.055156045,
18536,-0.09118774,
18537,-0.13001643,
18538,-0.15699908,
18539,-0.14449492,
18540,-0.11668963,
18541,-0.08625189,
18542,-0.05844661,
18543,-0.03541265,
18544,-0.029818691,
18545,-0.051536422,
18546,-0.09217491,
18547,-0.1385719,
18548,-0.16374475,
18549,-0.15403758,
18550,-0.12475152,
18551,-0.09020057,
18552,-0.059598308,
18553,-0.032944728,
18554,-0.029325105,
18555,-0.047752272,
18556,-0.09085868,
18557,-0.13840738,
18558,-0.15798625,
18559,-0.1466338,
18560,-0.1222836,
18561,-0.08296132,
