Time (Seconds),Amplitude (Volts),,Time (Seconds),,,Amplitude (Volts)
4203,0.34916842,,,,,-0.34916842
4204,0.3427518,,,,,-0.3427518
4205,0.3498265,,,,,-0.3498265
4206,0.3508137,,,,,-0.3508137
4207,0.34373897,,,,,-0.34373897
4208,0.34472615,,,,,-0.34472615
4209,0.34176463,,,,,-0.34176463
4210,0.33386725,,,,,-0.33386725
4211,0.32860234,,,,,-0.32860234
4212,0.31247854,,,,,-0.31247854
4213,0.30293587,,,,,-0.30293587
4214,0.3100106,,,,,-0.3100106
4215,0.30112606,,,,,-0.30112606
4216,0.2874702,,,,,-0.2874702
4217,0.2761177,,,,,-0.2761177
4218,0.27019468,,,,,-0.27019468
4219,0.263449,,,,,-0.263449
4220,0.2583486,,,,,-0.2583486
4221,0.2512739,,,,,-0.2512739
4222,0.23416293,,,,,-0.23416293
4223,0.21079989,,,,,-0.21079989
4224,0.20323157,,,,,-0.20323157
4225,0.20553498,,,,,-0.20553498
4226,0.2056995,,,,,-0.2056995
4227,0.1900693,,,,,-0.1900693
4228,0.17230023,,,,,-0.17230023
4229,0.1698323,,,,,-0.1698323
4230,0.19615686,,,,,-0.19615686
4231,0.21047083,,,,,-0.21047083
4232,0.22281046,,,,,-0.22281046
4233,0.2466671,,,,,-0.2466671
4234,0.2604875,,,,,-0.2604875
4235,0.27052373,,,,,-0.27052373
4236,0.2675622,,,,,-0.2675622
4237,0.2599939,,,,,-0.2599939
4238,0.24304748,,,,,-0.24304748
4239,0.23169501,,,,,-0.23169501
4240,0.222975,,,,,-0.222975
4241,0.20948365,,,,,-0.20948365
4242,0.19484062,,,,,-0.19484062
4243,0.18496892,,,,,-0.18496892
4244,0.17690702,,,,,-0.17690702
4245,0.17723608,,,,,-0.17723608
4246,0.18134929,,,,,-0.18134929
4247,0.18694326,,,,,-0.18694326
4248,0.1992829,,,,,-0.1992829
4249,0.19418252,,,,,-0.19418252
4250,0.19862477,,,,,-0.19862477
4251,0.19878931,,,,,-0.19878931
4252,0.19730856,,,,,-0.19730856
4253,0.19994101,,,,,-0.19994101
4254,0.20602857,,,,,-0.20602857
4255,0.2022444,,,,,-0.2022444
4256,0.20092818,,,,,-0.20092818
4257,0.18760137,,,,,-0.18760137
4258,0.17838778,,,,,-0.17838778
4259,0.19434704,,,,,-0.19434704
4260,0.2137614,,,,,-0.2137614
4261,0.21244517,,,,,-0.21244517
4262,0.20586403,,,,,-0.20586403
4263,0.21211612,,,,,-0.21211612
4264,0.21441951,,,,,-0.21441951
4265,0.20833196,,,,,-0.20833196
4266,0.18299457,,,,,-0.18299457
4267,0.17526174,,,,,-0.17526174
4268,0.19105648,,,,,-0.19105648
4269,0.19484062,,,,,-0.19484062
4270,0.2004346,,,,,-0.2004346
4271,0.211458,,,,,-0.211458
4272,0.2167229,,,,,-0.2167229
4273,0.23021425,,,,,-0.23021425
4274,0.22445574,,,,,-0.22445574
4275,0.20734479,,,,,-0.20734479
4276,0.19566327,,,,,-0.19566327
4277,0.18381722,,,,,-0.18381722
4278,0.16670626,,,,,-0.16670626
4279,0.15732814,,,,,-0.15732814
4280,0.1431787,,,,,-0.1431787
4281,0.14383681,,,,,-0.14383681
4282,0.1588089,,,,,-0.1588089
4283,0.16358022,,,,,-0.16358022
4284,0.15782173,,,,,-0.15782173
4285,0.16275758,,,,,-0.16275758
4286,0.16078325,,,,,-0.16078325
4287,0.16242853,,,,,-0.16242853
4288,0.17690702,,,,,-0.17690702
4289,0.1854625,,,,,-0.1854625
4290,0.19072741,,,,,-0.19072741
4291,0.19549873,,,,,-0.19549873
4292,0.2056995,,,,,-0.2056995
4293,0.20257346,,,,,-0.20257346
4294,0.19615686,,,,,-0.19615686
4295,0.1946761,,,,,-0.1946761
4296,0.19056289,,,,,-0.19056289
4297,0.18842402,,,,,-0.18842402
4298,0.1969795,,,,,-0.1969795
4299,0.2137614,,,,,-0.2137614
4300,0.21507762,,,,,-0.21507762
4301,0.20750932,,,,,-0.20750932
4302,0.20635761,,,,,-0.20635761
4303,0.21425499,,,,,-0.21425499
4304,0.21721649,,,,,-0.21721649
4305,0.21622932,,,,,-0.21622932
4306,0.20273799,,,,,-0.20273799
4307,0.19780214,,,,,-0.19780214
4308,0.1923727,,,,,-0.1923727
4309,0.1774006,,,,,-0.1774006
4310,0.16884513,,,,,-0.16884513
4311,0.16604815,,,,,-0.16604815
4312,0.15699908,,,,,-0.15699908
4313,0.1588089,,,,,-0.1588089
4314,0.1634157,,,,,-0.1634157
4315,0.16654174,,,,,-0.16654174
4316,0.1553538,,,,,-0.1553538
4317,0.15124059,,,,,-0.15124059
4318,0.1443304,,,,,-0.1443304
4319,0.15058248,,,,,-0.15058248
4320,0.16407381,,,,,-0.16407381
4321,0.16884513,,,,,-0.16884513
4322,0.17509721,,,,,-0.17509721
4323,0.1877659,,,,,-0.1877659
4324,0.18727231,,,,,-0.18727231
4325,0.18793043,,,,,-0.18793043
4326,0.18315911,,,,,-0.18315911
4327,0.19335987,,,,,-0.19335987
4328,0.20027007,,,,,-0.20027007
4329,0.19155006,,,,,-0.19155006
4330,0.19747308,,,,,-0.19747308
4331,0.1889176,,,,,-0.1889176
4332,0.17822325,,,,,-0.17822325
4333,0.16654174,,,,,-0.16654174
4334,0.1495953,,,,,-0.1495953
4335,0.15716362,,,,,-0.15716362
4336,0.15979607,,,,,-0.15979607
4337,0.15699908,,,,,-0.15699908
4338,0.15683456,,,,,-0.15683456
4339,0.14975984,,,,,-0.14975984
4340,0.14630474,,,,,-0.14630474
4341,0.15337946,,,,,-0.15337946
4342,0.14350776,,,,,-0.14350776
4343,0.13988814,,,,,-0.13988814
4344,0.13182624,,,,,-0.13182624
4345,0.123270765,,,,,-0.123270765
4346,0.110273026,,,,,-0.110273026
4347,0.08592284,,,,,-0.08592284
4348,0.07999981,,,,,-0.07999981
4349,0.08296132,,,,,-0.08296132
4350,0.07753189,,,,,-0.07753189
4351,0.08148057,,,,,-0.08148057
4352,0.096452646,,,,,-0.096452646
4353,0.10698246,,,,,-0.10698246
4354,0.12195454,,,,,-0.12195454
4355,0.14860813,,,,,-0.14860813
4356,0.1755908,,,,,-0.1755908
4357,0.1820074,,,,,-0.1820074
4358,0.18431081,,,,,-0.18431081
4359,0.18217194,,,,,-0.18217194
4360,0.17624891,,,,,-0.17624891
4361,0.16423833,,,,,-0.16423833
4362,0.14400135,,,,,-0.14400135
4363,0.1303455,,,,,-0.1303455
4364,0.12458699,,,,,-0.12458699
4365,0.11208284,,,,,-0.11208284
4366,0.10615982,,,,,-0.10615982
4367,0.105501704,,,,,-0.105501704
4368,0.11109567,,,,,-0.11109567
4369,0.1199802,,,,,-0.1199802
4370,0.12310624,,,,,-0.12310624
4371,0.099578686,,,,,-0.099578686
4372,0.09464283,,,,,-0.09464283
4373,0.12211907,,,,,-0.12211907
4374,0.13001643,,,,,-0.13001643
4375,0.11734775,,,,,-0.11734775
4376,0.10155302,,,,,-0.10155302
4377,0.10007227,,,,,-0.10007227
4378,0.10352737,,,,,-0.10352737
4379,0.10303378,,,,,-0.10303378
4380,0.10155302,,,,,-0.10155302
4381,0.106488876,,,,,-0.106488876
4382,0.120144725,,,,,-0.120144725
4383,0.13248436,,,,,-0.13248436
4384,0.1339651,,,,,-0.1339651
4385,0.11800586,,,,,-0.11800586
4386,0.10846321,,,,,-0.10846321
4387,0.10319831,,,,,-0.10319831
4388,0.10352737,,,,,-0.10352737
4389,0.110273026,,,,,-0.110273026
4390,0.11389265,,,,,-0.11389265
4391,0.1222836,,,,,-0.1222836
4392,0.124093406,,,,,-0.124093406
4393,0.12721945,,,,,-0.12721945
4394,0.1310036,,,,,-0.1310036
4395,0.15173417,,,,,-0.15173417
4396,0.14531757,,,,,-0.14531757
4397,0.11043756,,,,,-0.11043756
4398,0.09711076,,,,,-0.09711076
4399,0.11290548,,,,,-0.11290548
4400,0.10994397,,,,,-0.10994397
4401,0.09431378,,,,,-0.09431378
4402,0.094807364,,,,,-0.094807364
4403,0.08394849,,,,,-0.08394849
4404,0.075063966,,,,,-0.075063966
4405,0.08526472,,,,,-0.08526472
4406,0.08625189,,,,,-0.08625189
4407,0.087239064,,,,,-0.087239064
4408,0.09135227,,,,,-0.09135227
4409,0.09842699,,,,,-0.09842699
4410,0.11043756,,,,,-0.11043756
4411,0.119486615,,,,,-0.119486615
4412,0.114879824,,,,,-0.114879824
4413,0.11060208,,,,,-0.11060208
4414,0.119486615,,,,,-0.119486615
4415,0.12080284,,,,,-0.12080284
4416,0.12376435,,,,,-0.12376435
4417,0.11389265,,,,,-0.11389265
4418,0.11915756,,,,,-0.11915756
4419,0.12310624,,,,,-0.12310624
4420,0.12820663,,,,,-0.12820663
4421,0.13593945,,,,,-0.13593945
4422,0.12721945,,,,,-0.12721945
4423,0.12935832,,,,,-0.12935832
4424,0.12656133,,,,,-0.12656133
4425,0.119651146,,,,,-0.119651146
4426,0.10764057,,,,,-0.10764057
4427,0.108627744,,,,,-0.108627744
4428,0.09612359,,,,,-0.09612359
4429,0.08839076,,,,,-0.08839076
4430,0.10615982,,,,,-0.10615982
4431,0.10665341,,,,,-0.10665341
4432,0.08773264,,,,,-0.08773264
4433,0.07999981,,,,,-0.07999981
4434,0.08625189,,,,,-0.08625189
4435,0.077367365,,,,,-0.077367365
4436,0.06700208,,,,,-0.06700208
4437,0.06617944,,,,,-0.06617944
4438,0.06255981,,,,,-0.06255981
4439,0.064205095,,,,,-0.064205095
4440,0.0851002,,,,,-0.0851002
4441,0.09711076,,,,,-0.09711076
4442,0.0990851,,,,,-0.0990851
4443,0.11899303,,,,,-0.11899303
4444,0.12804209,,,,,-0.12804209
4445,0.15222776,,,,,-0.15222776
4446,0.17049041,,,,,-0.17049041
4447,0.18315911,,,,,-0.18315911
4448,0.20158629,,,,,-0.20158629
4449,0.20454781,,,,,-0.20454781
4450,0.22445574,,,,,-0.22445574
4451,0.23317575,,,,,-0.23317575
4452,0.25045127,,,,,-0.25045127
4453,0.24913503,,,,,-0.24913503
4454,0.25061578,,,,,-0.25061578
4455,0.26262638,,,,,-0.26262638
4456,0.25620976,,,,,-0.25620976
4457,0.26081654,,,,,-0.26081654
4458,0.27990186,,,,,-0.27990186
4459,0.30672002,,,,,-0.30672002
4460,0.31708533,,,,,-0.31708533
4461,0.3203759,,,,,-0.3203759
4462,0.32448912,,,,,-0.32448912
4463,0.3318929,,,,,-0.3318929
4464,0.3340318,,,,,-0.3340318
4465,0.3369933,,,,,-0.3369933
4466,0.3318929,,,,,-0.3318929
4467,0.30787173,,,,,-0.30787173
4468,0.31873062,,,,,-0.31873062
4469,0.3249827,,,,,-0.3249827
4470,0.31017512,,,,,-0.31017512
4471,0.30408758,,,,,-0.30408758
4472,0.29898718,,,,,-0.29898718
4473,0.30293587,,,,,-0.30293587
4474,0.32695705,,,,,-0.32695705
4475,0.35476238,,,,,-0.35476238
4476,0.36776015,,,,,-0.36776015
4477,0.39227492,,,,,-0.39227492
4478,0.41119573,,,,,-0.41119573
4479,0.40774062,,,,,-0.40774062
4480,0.4121829,,,,,-0.4121829
4481,0.40839875,,,,,-0.40839875
4482,0.39128774,,,,,-0.39128774
4483,0.3904651,,,,,-0.3904651
4484,0.38141602,,,,,-0.38141602
4485,0.36891186,,,,,-0.36891186
4486,0.34077746,,,,,-0.34077746
4487,0.3267925,,,,,-0.3267925
4488,0.32909593,,,,,-0.32909593
4489,0.34028387,,,,,-0.34028387
4490,0.35344616,,,,,-0.35344616
4491,0.3554205,,,,,-0.3554205
4492,0.34390348,,,,,-0.34390348
4493,0.33041215,,,,,-0.33041215
4494,0.32235023,,,,,-0.32235023
4495,0.3318929,,,,,-0.3318929
4496,0.3233374,,,,,-0.3233374
4497,0.3093525,,,,,-0.3093525
4498,0.30211323,,,,,-0.30211323
4499,0.30441663,,,,,-0.30441663
4500,0.3261344,,,,,-0.3261344
4501,0.33501896,,,,,-0.33501896
4502,0.3318929,,,,,-0.3318929
4503,0.3233374,,,,,-0.3233374
4504,0.3337027,,,,,-0.3337027
4505,0.33781594,,,,,-0.33781594
4506,0.32695705,,,,,-0.32695705
4507,0.31659174,,,,,-0.31659174
4508,0.3141238,,,,,-0.3141238
4509,0.32300836,,,,,-0.32300836
4510,0.30523926,,,,,-0.30523926
4511,0.30096152,,,,,-0.30096152
4512,0.30968153,,,,,-0.30968153
4513,0.30063248,,,,,-0.30063248
4514,0.29602566,,,,,-0.29602566
4515,0.321034,,,,,-0.321034
4516,0.32958952,,,,,-0.32958952
4517,0.32218572,,,,,-0.32218572
4518,0.31593361,,,,,-0.31593361
4519,0.30787173,,,,,-0.30787173
4520,0.28615394,,,,,-0.28615394
4521,0.2748015,,,,,-0.2748015
4522,0.2784211,,,,,-0.2784211
4523,0.266246,,,,,-0.266246
4524,0.25736144,,,,,-0.25736144
4525,0.26772675,,,,,-0.26772675
4526,0.2708528,,,,,-0.2708528
4527,0.27397883,,,,,-0.27397883
4528,0.26904297,,,,,-0.26904297
4529,0.27875018,,,,,-0.27875018
4530,0.29059622,,,,,-0.29059622
4531,0.3031004,,,,,-0.3031004
4532,0.30277133,,,,,-0.30277133
4533,0.29931623,,,,,-0.29931623
4534,0.3175789,,,,,-0.3175789
4535,0.321034,,,,,-0.321034
4536,0.3157691,,,,,-0.3157691
4537,0.3065555,,,,,-0.3065555
4538,0.29832906,,,,,-0.29832906
4539,0.28434414,,,,,-0.28434414
4540,0.29355773,,,,,-0.29355773
4541,0.30063248,,,,,-0.30063248
4542,0.28960904,,,,,-0.28960904
4543,0.2932287,,,,,-0.2932287
4544,0.30063248,,,,,-0.30063248
4545,0.28993812,,,,,-0.28993812
4546,0.28631848,,,,,-0.28631848
4547,0.2853313,,,,,-0.2853313
4548,0.27677584,,,,,-0.27677584
4549,0.27677584,,,,,-0.27677584
4550,0.27348524,,,,,-0.27348524
4551,0.25341278,,,,,-0.25341278
4552,0.25045127,,,,,-0.25045127
4553,0.24123766,,,,,-0.24123766
4554,0.24387011,,,,,-0.24387011
4555,0.22429122,,,,,-0.22429122
4556,0.20948365,,,,,-0.20948365
4557,0.19451156,,,,,-0.19451156
4558,0.20027007,,,,,-0.20027007
4559,0.19895384,,,,,-0.19895384
4560,0.1958278,,,,,-0.1958278
4561,0.20323157,,,,,-0.20323157
4562,0.21754555,,,,,-0.21754555
4563,0.2167229,,,,,-0.2167229
4564,0.20718026,,,,,-0.20718026
4565,0.2167229,,,,,-0.2167229
4566,0.22001348,,,,,-0.22001348
4567,0.2068512,,,,,-0.2068512
4568,0.21853273,,,,,-0.21853273
4569,0.24123766,,,,,-0.24123766
4570,0.24008596,,,,,-0.24008596
4571,0.2501222,,,,,-0.2501222
4572,0.2553871,,,,,-0.2553871
4573,0.24025048,,,,,-0.24025048
4574,0.23317575,,,,,-0.23317575
4575,0.24518634,,,,,-0.24518634
4576,0.25604522,,,,,-0.25604522
4577,0.23728898,,,,,-0.23728898
4578,0.21803914,,,,,-0.21803914
4579,0.22708821,,,,,-0.22708821
4580,0.22807539,,,,,-0.22807539
4581,0.22231688,,,,,-0.22231688
4582,0.21540669,,,,,-0.21540669
4583,0.20586403,,,,,-0.20586403
4584,0.21112895,,,,,-0.21112895
4585,0.2321886,,,,,-0.2321886
4586,0.23728898,,,,,-0.23728898
4587,0.22889802,,,,,-0.22889802
4588,0.21557121,,,,,-0.21557121
4589,0.20372516,,,,,-0.20372516
4590,0.1964859,,,,,-0.1964859
4591,0.18743685,,,,,-0.18743685
4592,0.18102023,,,,,-0.18102023
4593,0.18414627,,,,,-0.18414627
4594,0.17822325,,,,,-0.17822325
4595,0.16028966,,,,,-0.16028966
4596,0.16933872,,,,,-0.16933872
4597,0.18760137,,,,,-0.18760137
4598,0.19385345,,,,,-0.19385345
4599,0.20767385,,,,,-0.20767385
4600,0.23827614,,,,,-0.23827614
4601,0.2507803,,,,,-0.2507803
4602,0.24008596,,,,,-0.24008596
4603,0.2397569,,,,,-0.2397569
4604,0.22972067,,,,,-0.22972067
4605,0.21524216,,,,,-0.21524216
4606,0.19665045,,,,,-0.19665045
4607,0.18612061,,,,,-0.18612061
4608,0.17838778,,,,,-0.17838778
4609,0.16045418,,,,,-0.16045418
4610,0.17279382,,,,,-0.17279382
4611,0.19204365,,,,,-0.19204365
4612,0.19187911,,,,,-0.19187911
4613,0.18579157,,,,,-0.18579157
4614,0.1767425,,,,,-0.1767425
4615,0.16473192,,,,,-0.16473192
4616,0.16703533,,,,,-0.16703533
4617,0.16604815,,,,,-0.16604815
4618,0.1801976,,,,,-0.1801976
4619,0.18332364,,,,,-0.18332364
4620,0.17262928,,,,,-0.17262928
4621,0.17081948,,,,,-0.17081948
4622,0.17542627,,,,,-0.17542627
4623,0.1808557,,,,,-0.1808557
4624,0.1698323,,,,,-0.1698323
4625,0.17772967,,,,,-0.17772967
4626,0.17822325,,,,,-0.17822325
4627,0.17180665,,,,,-0.17180665
4628,0.17707156,,,,,-0.17707156
4629,0.16769344,,,,,-0.16769344
4630,0.15288587,,,,,-0.15288587
4631,0.14350776,,,,,-0.14350776
4632,0.13774927,,,,,-0.13774927
4633,0.13116813,,,,,-0.13116813
4634,0.12524511,,,,,-0.12524511
4635,0.13610399,,,,,-0.13610399
4636,0.14334323,,,,,-0.14334323
4637,0.14729191,,,,,-0.14729191
4638,0.1611123,,,,,-0.1611123
4639,0.17065494,,,,,-0.17065494
4640,0.16966778,,,,,-0.16966778
4641,0.15124059,,,,,-0.15124059
4642,0.12837115,,,,,-0.12837115
4643,0.12425794,,,,,-0.12425794
4644,0.123435296,,,,,-0.123435296
4645,0.114057176,,,,,-0.114057176
4646,0.09809793,,,,,-0.09809793
4647,0.09052963,,,,,-0.09052963
4648,0.09743982,,,,,-0.09743982
4649,0.09349114,,,,,-0.09349114
4650,0.09694623,,,,,-0.09694623
4651,0.094971895,,,,,-0.094971895
4652,0.08378397,,,,,-0.08378397
4653,0.10040133,,,,,-0.10040133
4654,0.11981567,,,,,-0.11981567
4655,0.1287002,,,,,-0.1287002
4656,0.12902926,,,,,-0.12902926
4657,0.13133265,,,,,-0.13133265
4658,0.1211319,,,,,-0.1211319
4659,0.12063831,,,,,-0.12063831
4660,0.12475152,,,,,-0.12475152
4661,0.111753784,,,,,-0.111753784
4662,0.10829869,,,,,-0.10829869
4663,0.116360575,,,,,-0.116360575
4664,0.12557417,,,,,-0.12557417
4665,0.13577493,,,,,-0.13577493
4666,0.15206324,,,,,-0.15206324
4667,0.15667003,,,,,-0.15667003
4668,0.16160588,,,,,-0.16160588
4669,0.15634097,,,,,-0.15634097
4670,0.1617704,,,,,-0.1617704
4671,0.17081948,,,,,-0.17081948
4672,0.17378098,,,,,-0.17378098
4673,0.1652255,,,,,-0.1652255
4674,0.15403758,,,,,-0.15403758
4675,0.15305041,,,,,-0.15305041
4676,0.14975984,,,,,-0.14975984
4677,0.12277718,,,,,-0.12277718
4678,0.119486615,,,,,-0.119486615
4679,0.11603152,,,,,-0.11603152
4680,0.10813416,,,,,-0.10813416
4681,0.109285854,,,,,-0.109285854
4682,0.119486615,,,,,-0.119486615
4683,0.1222836,,,,,-0.1222836
4684,0.11849944,,,,,-0.11849944
4685,0.12310624,,,,,-0.12310624
4686,0.11422171,,,,,-0.11422171
4687,0.11093114,,,,,-0.11093114
4688,0.123270765,,,,,-0.123270765
4689,0.14252059,,,,,-0.14252059
4690,0.14103983,,,,,-0.14103983
4691,0.13873644,,,,,-0.13873644
4692,0.14252059,,,,,-0.14252059
4693,0.14531757,,,,,-0.14531757
4694,0.13906549,,,,,-0.13906549
4695,0.13363606,,,,,-0.13363606
4696,0.14383681,,,,,-0.14383681
4697,0.13988814,,,,,-0.13988814
4698,0.13149719,,,,,-0.13149719
4699,0.119651146,,,,,-0.119651146
4700,0.10073038,,,,,-0.10073038
4701,0.10221114,,,,,-0.10221114
4702,0.10665341,,,,,-0.10665341
4703,0.1135636,,,,,-0.1135636
4704,0.11471529,,,,,-0.11471529
4705,0.10007227,,,,,-0.10007227
4706,0.095465474,,,,,-0.095465474
4707,0.113399066,,,,,-0.113399066
4708,0.088719815,,,,,-0.088719815
4709,0.07917717,,,,,-0.07917717
4710,0.09003604,,,,,-0.09003604
4711,0.0816451,,,,,-0.0816451
4712,0.062724344,,,,,-0.062724344
4713,0.055156045,,,,,-0.055156045
4714,0.050384723,,,,,-0.050384723
4715,0.043474536,,,,,-0.043474536
4716,0.031793028,,,,,-0.031793028
4717,0.017314544,,,,,-0.017314544
4718,0.014682093,,,,,-0.014682093
4719,0.04215831,,,,,-0.04215831
4720,0.07621566,,,,,-0.07621566
4721,0.10533718,,,,,-0.10533718
4722,0.12968737,,,,,-0.12968737
4723,0.12606774,,,,,-0.12606774
4724,0.11981567,,,,,-0.11981567
4725,0.12425794,,,,,-0.12425794
4726,0.11800586,,,,,-0.11800586
4727,0.088719815,,,,,-0.088719815
4728,0.084113024,,,,,-0.084113024
4729,0.068153776,,,,,-0.068153776
4730,0.05630774,,,,,-0.05630774
4731,0.04890397,,,,,-0.04890397
4732,0.06124359,,,,,-0.06124359
4733,0.060750004,,,,,-0.060750004
4734,0.04972661,,,,,-0.04972661
4735,0.06848283,,,,,-0.06848283
4736,0.065850385,,,,,-0.065850385
4737,0.04117114,,,,,-0.04117114
4738,0.047258686,,,,,-0.047258686
4739,0.06436963,,,,,-0.06436963
4740,0.06848283,,,,,-0.06848283
4741,0.062724344,,,,,-0.062724344
4742,0.060750004,,,,,-0.060750004
4743,0.059598308,,,,,-0.059598308
4744,0.068153776,,,,,-0.068153776
4745,0.075722076,,,,,-0.075722076
4746,0.069634534,,,,,-0.069634534
4747,0.06223076,,,,,-0.06223076
4748,0.067331135,,,,,-0.067331135
4749,0.074076794,,,,,-0.074076794
4750,0.07588661,,,,,-0.07588661
4751,0.06552132,,,,,-0.06552132
4752,0.053017177,,,,,-0.053017177
4753,0.0653568,,,,,-0.0653568
4754,0.0566368,,,,,-0.0566368
4755,0.05252359,,,,,-0.05252359
4756,0.055320572,,,,,-0.055320572
4757,0.059927363,,,,,-0.059927363
4758,0.05630774,,,,,-0.05630774
4759,0.0729251,,,,,-0.0729251
4760,0.109614916,,,,,-0.109614916
4761,0.13824286,,,,,-0.13824286
4762,0.12310624,,,,,-0.12310624
4763,0.11685416,,,,,-0.11685416
4764,0.11372812,,,,,-0.11372812
4765,0.11520888,,,,,-0.11520888
4766,0.12162548,,,,,-0.12162548
4767,0.13248436,,,,,-0.13248436
4768,0.12277718,,,,,-0.12277718
4769,0.12672587,,,,,-0.12672587
4770,0.1588089,,,,,-0.1588089
4771,0.17361645,,,,,-0.17361645
4772,0.17262928,,,,,-0.17262928
4773,0.18398175,,,,,-0.18398175
4774,0.20602857,,,,,-0.20602857
4775,0.22116518,,,,,-0.22116518
4776,0.23120143,,,,,-0.23120143
4777,0.24535087,,,,,-0.24535087
4778,0.25604522,,,,,-0.25604522
4779,0.26114562,,,,,-0.26114562
4780,0.2673977,,,,,-0.2673977
4781,0.28516677,,,,,-0.28516677
4782,0.29931623,,,,,-0.29931623
4783,0.30326492,,,,,-0.30326492
4784,0.29553208,,,,,-0.29553208
4785,0.30129057,,,,,-0.30129057
4786,0.31346568,,,,,-0.31346568
4787,0.3141238,,,,,-0.3141238
4788,0.33123478,,,,,-0.33123478
4789,0.35295257,,,,,-0.35295257
4790,0.346865,,,,,-0.346865
4791,0.3445616,,,,,-0.3445616
4792,0.34949747,,,,,-0.34949747
4793,0.34653595,,,,,-0.34653595
4794,0.3307412,,,,,-0.3307412
4795,0.3335382,,,,,-0.3335382
4796,0.34538424,,,,,-0.34538424
4797,0.32416007,,,,,-0.32416007
4798,0.31363022,,,,,-0.31363022
4799,0.31609815,,,,,-0.31609815
4800,0.2998098,,,,,-0.2998098
4801,0.28286338,,,,,-0.28286338
4802,0.28829283,,,,,-0.28829283
4803,0.30129057,,,,,-0.30129057
4804,0.28566036,,,,,-0.28566036
4805,0.28960904,,,,,-0.28960904
4806,0.2961902,,,,,-0.2961902
4807,0.29421586,,,,,-0.29421586
4808,0.29339322,,,,,-0.29339322
4809,0.30211323,,,,,-0.30211323
4810,0.3077072,,,,,-0.3077072
4811,0.31593361,,,,,-0.31593361
4812,0.30458117,,,,,-0.30458117
4813,0.3175789,,,,,-0.3175789
4814,0.31428835,,,,,-0.31428835
4815,0.31214947,,,,,-0.31214947
4816,0.30902344,,,,,-0.30902344
4817,0.29651925,,,,,-0.29651925
4818,0.2869766,,,,,-0.2869766
4819,0.28467318,,,,,-0.28467318
4820,0.29948077,,,,,-0.29948077
4821,0.28944454,,,,,-0.28944454
4822,0.25571617,,,,,-0.25571617
4823,0.25456446,,,,,-0.25456446
4824,0.25785503,,,,,-0.25785503
4825,0.25604522,,,,,-0.25604522
4826,0.2517675,,,,,-0.2517675
4827,0.25489354,,,,,-0.25489354
4828,0.24173124,,,,,-0.24173124
4829,0.22988519,,,,,-0.22988519
4830,0.2275818,,,,,-0.2275818
4831,0.21803914,,,,,-0.21803914
4832,0.20059912,,,,,-0.20059912
4833,0.18612061,,,,,-0.18612061
4834,0.18727231,,,,,-0.18727231
4835,0.18990478,,,,,-0.18990478
4836,0.17279382,,,,,-0.17279382
4837,0.14811455,,,,,-0.14811455
4838,0.15469569,,,,,-0.15469569
4839,0.17032589,,,,,-0.17032589
4840,0.17394552,,,,,-0.17394552
4841,0.18414627,,,,,-0.18414627
4842,0.20339611,,,,,-0.20339611
4843,0.21458404,,,,,-0.21458404
4844,0.22544292,,,,,-0.22544292
4845,0.25588068,,,,,-0.25588068
4846,0.26311997,,,,,-0.26311997
4847,0.25571617,,,,,-0.25571617
4848,0.25851315,,,,,-0.25851315
4849,0.25193202,,,,,-0.25193202
4850,0.22988519,,,,,-0.22988519
4851,0.20454781,,,,,-0.20454781
4852,0.20290253,,,,,-0.20290253
4853,0.18315911,,,,,-0.18315911
4854,0.17986853,,,,,-0.17986853
4855,0.1889176,,,,,-0.1889176
4856,0.19335987,,,,,-0.19335987
4857,0.17542627,,,,,-0.17542627
4858,0.17065494,,,,,-0.17065494
4859,0.15798625,,,,,-0.15798625
4860,0.16012512,,,,,-0.16012512
4861,0.1744391,,,,,-0.1744391
4862,0.17789419,,,,,-0.17789419
4863,0.17789419,,,,,-0.17789419
4864,0.16769344,,,,,-0.16769344
4865,0.17197117,,,,,-0.17197117
4866,0.17164211,,,,,-0.17164211
4867,0.1790459,,,,,-0.1790459
4868,0.16028966,,,,,-0.16028966
4869,0.15782173,,,,,-0.15782173
4870,0.16818702,,,,,-0.16818702
4871,0.16292211,,,,,-0.16292211
4872,0.14465946,,,,,-0.14465946
4873,0.13511682,,,,,-0.13511682
4874,0.1413689,,,,,-0.1413689
4875,0.13264889,,,,,-0.13264889
4876,0.114057176,,,,,-0.114057176
4877,0.102540195,,,,,-0.102540195
4878,0.09135227,,,,,-0.09135227
4879,0.09447831,,,,,-0.09447831
4880,0.10731152,,,,,-0.10731152
4881,0.12129643,,,,,-0.12129643
4882,0.12787756,,,,,-0.12787756
4883,0.14235605,,,,,-0.14235605
4884,0.1397236,,,,,-0.1397236
4885,0.116360575,,,,,-0.116360575
4886,0.099578686,,,,,-0.099578686
4887,0.10056586,,,,,-0.10056586
4888,0.094807364,,,,,-0.094807364
4889,0.08394849,,,,,-0.08394849
4890,0.08131604,,,,,-0.08131604
4891,0.084771134,,,,,-0.084771134
4892,0.08822623,,,,,-0.08822623
4893,0.091681324,,,,,-0.091681324
4894,0.085593775,,,,,-0.085593775
4895,0.0903651,,,,,-0.0903651
4896,0.09727529,,,,,-0.09727529
4897,0.096452646,,,,,-0.096452646
4898,0.094971895,,,,,-0.094971895
4899,0.10731152,,,,,-0.10731152
4900,0.10764057,,,,,-0.10764057
