Time (Seconds),Amplitude (Volts),,Time (Seconds),,,Amplitude (Volts)
6610,-0.103120066,,,,,0.103120066
6611,-0.10476535,,,,,0.10476535
6612,-0.10246195,,,,,0.10246195
6613,-0.10196837,,,,,0.10196837
6614,-0.105917044,,,,,0.105917044
6615,-0.10328459,,,,,0.10328459
6616,-0.09588083,,,,,0.09588083
6617,-0.09028687,,,,,0.09028687
6618,-0.083047636,,,,,0.083047636
6619,-0.07366954,,,,,0.07366954
6620,-0.076466516,,,,,0.076466516
6621,-0.07021444,,,,,0.07021444
6622,-0.070378974,,,,,0.070378974
6623,-0.08255405,,,,,0.08255405
6624,-0.07761821,,,,,0.07761821
6625,-0.07432765,,,,,0.07432765
6626,-0.07515029,,,,,0.07515029
6627,-0.09736158,,,,,0.09736158
6628,-0.09917139,,,,,0.09917139
6629,-0.10460082,,,,,0.10460082
6630,-0.113978915,,,,,0.113978915
6631,-0.11216911,,,,,0.11216911
6632,-0.12154721,,,,,0.12154721
6633,-0.119243816,,,,,0.119243816
6634,-0.12763475,,,,,0.12763475
6635,-0.12928003,,,,,0.12928003
6636,-0.12845738,,,,,0.12845738
6637,-0.12928003,,,,,0.12928003
6638,-0.13339323,,,,,0.13339323
6639,-0.1343804,,,,,0.1343804
6640,-0.11529514,,,,,0.11529514
6641,-0.10772685,,,,,0.10772685
6642,-0.10460082,,,,,0.10460082
6643,-0.086831786,,,,,0.086831786
6644,-0.07136614,,,,,0.07136614
6645,-0.07153067,,,,,0.07153067
6646,-0.086667255,,,,,0.086667255
6647,-0.09472913,,,,,0.09472913
6648,-0.097855166,,,,,0.097855166
6649,-0.098513275,,,,,0.098513275
6650,-0.08995782,,,,,0.08995782
6651,-0.09867781,,,,,0.09867781
6652,-0.11891476,,,,,0.11891476
6653,-0.124344185,,,,,0.124344185
6654,-0.13191247,,,,,0.13191247
6655,-0.13602568,,,,,0.13602568
6656,-0.13289964,,,,,0.13289964
6657,-0.13355775,,,,,0.13355775
6658,-0.1414551,,,,,0.1414551
6659,-0.13306417,,,,,0.13306417
6660,-0.12714116,,,,,0.12714116
6661,-0.13372229,,,,,0.13372229
6662,-0.14408755,,,,,0.14408755
6663,-0.14836527,,,,,0.14836527
6664,-0.16415997,,,,,0.16415997
6665,-0.17024751,,,,,0.17024751
6666,-0.1725509,,,,,0.1725509
6667,-0.16958939,,,,,0.16958939
6668,-0.17649958,,,,,0.17649958
6669,-0.16777958,,,,,0.16777958
6670,-0.15642715,,,,,0.15642715
6671,-0.14375849,,,,,0.14375849
6672,-0.12056004,,,,,0.12056004
6673,-0.091109514,,,,,0.091109514
6674,-0.066759355,,,,,0.066759355
6675,-0.036321647,,,,,0.036321647
6676,-0.020197887,,,,,0.020197887
6677,-0.023159394,,,,,0.023159394
6678,-0.025956372,,,,,0.025956372
6679,-0.018059019,,,,,0.018059019
6680,-0.018388076,,,,,0.018388076
6681,-0.026779013,,,,,0.026779013
6682,-0.023982035,,,,,0.023982035
6683,-0.03336014,,,,,0.03336014
6684,-0.044383526,,,,,0.044383526
6685,-0.027272597,,,,,0.027272597
6686,0.000368138,,,,,-0.000368138
6687,0.007113795,,,,,-0.007113795
6688,0.020769637,,,,,-0.020769637
6689,0.024553787,,,,,-0.024553787
6690,0.029818691,,,,,-0.029818691
6691,0.042487368,,,,,-0.042487368
6692,0.04577793,,,,,-0.04577793
6693,0.04495529,,,,,-0.04495529
6694,0.06371152,,,,,-0.06371152
6695,0.07753189,,,,,-0.07753189
6696,0.08691,,,,,-0.08691
6697,0.09595906,,,,,-0.09595906
6698,0.08970699,,,,,-0.08970699
6699,0.09842699,,,,,-0.09842699
6700,0.12886474,,,,,-0.12886474
6701,0.15403758,,,,,-0.15403758
6702,0.1588089,,,,,-0.1588089
6703,0.15502475,,,,,-0.15502475
6704,0.150747,,,,,-0.150747
6705,0.14383681,,,,,-0.14383681
6706,0.1379138,,,,,-0.1379138
6707,0.13610399,,,,,-0.13610399
6708,0.14169794,,,,,-0.14169794
6709,0.14943078,,,,,-0.14943078
6710,0.1611123,,,,,-0.1611123
6711,0.17147759,,,,,-0.17147759
6712,0.18102023,,,,,-0.18102023
6713,0.18842402,,,,,-0.18842402
6714,0.18858854,,,,,-0.18858854
6715,0.16785796,,,,,-0.16785796
6716,0.1523923,,,,,-0.1523923
6717,0.14021719,,,,,-0.14021719
6718,0.14021719,,,,,-0.14021719
6719,0.13511682,,,,,-0.13511682
6720,0.13001643,,,,,-0.13001643
6721,0.12721945,,,,,-0.12721945
6722,0.13067454,,,,,-0.13067454
6723,0.13544586,,,,,-0.13544586
6724,0.13083908,,,,,-0.13083908
6725,0.12952285,,,,,-0.12952285
6726,0.12672587,,,,,-0.12672587
6727,0.12524511,,,,,-0.12524511
6728,0.13955908,,,,,-0.13955908
6729,0.14465946,,,,,-0.14465946
6730,0.13626851,,,,,-0.13626851
6731,0.122448124,,,,,-0.122448124
6732,0.13511682,,,,,-0.13511682
6733,0.13429417,,,,,-0.13429417
6734,0.14071077,,,,,-0.14071077
6735,0.15041795,,,,,-0.15041795
6736,0.14515305,,,,,-0.14515305
6737,0.13824286,,,,,-0.13824286
6738,0.14827909,,,,,-0.14827909
6739,0.16933872,,,,,-0.16933872
6740,0.17065494,,,,,-0.17065494
6741,0.16588362,,,,,-0.16588362
6742,0.16489644,,,,,-0.16489644
6743,0.17526174,,,,,-0.17526174
6744,0.16900966,,,,,-0.16900966
6745,0.16242853,,,,,-0.16242853
6746,0.16242853,,,,,-0.16242853
6747,0.14597568,,,,,-0.14597568
6748,0.14531757,,,,,-0.14531757
6749,0.1466338,,,,,-0.1466338
6750,0.14400135,,,,,-0.14400135
6751,0.12524511,,,,,-0.12524511
6752,0.1112602,,,,,-0.1112602
6753,0.11191831,,,,,-0.11191831
6754,0.11060208,,,,,-0.11060208
6755,0.113399066,,,,,-0.113399066
6756,0.109285854,,,,,-0.109285854
6757,0.102540195,,,,,-0.102540195
6758,0.10517265,,,,,-0.10517265
6759,0.10122397,,,,,-0.10122397
6760,0.10994397,,,,,-0.10994397
6761,0.11849944,,,,,-0.11849944
6762,0.12211907,,,,,-0.12211907
6763,0.12146095,,,,,-0.12146095
6764,0.13495228,,,,,-0.13495228
6765,0.12672587,,,,,-0.12672587
6766,0.1257387,,,,,-0.1257387
6767,0.13478775,,,,,-0.13478775
6768,0.13659756,,,,,-0.13659756
6769,0.13363606,,,,,-0.13363606
6770,0.13264889,,,,,-0.13264889
6771,0.13478775,,,,,-0.13478775
6772,0.12211907,,,,,-0.12211907
6773,0.123435296,,,,,-0.123435296
6774,0.0990851,,,,,-0.0990851
6775,0.091023214,,,,,-0.091023214
6776,0.089542456,,,,,-0.089542456
6777,0.06979906,,,,,-0.06979906
6778,0.051865477,,,,,-0.051865477
6779,0.05828208,,,,,-0.05828208
6780,0.06930547,,,,,-0.06930547
6781,0.074899435,,,,,-0.074899435
6782,0.07243151,,,,,-0.07243151
6783,0.058775663,,,,,-0.058775663
6784,0.053839818,,,,,-0.053839818
6785,0.050384723,,,,,-0.050384723
6786,0.03261567,,,,,-0.03261567
6787,0.02060511,,,,,-0.02060511
6788,0.014846621,,,,,-0.014846621
6789,0.010075303,,,,,-0.010075303
6790,0.004152287,,,,,-0.004152287
6791,0.003987759,,,,,-0.003987759
6792,0.013201339,,,,,-0.013201339
6793,0.032944728,,,,,-0.032944728
6794,0.061737172,,,,,-0.061737172
6795,0.08329038,,,,,-0.08329038
6796,0.109285854,,,,,-0.109285854
6797,0.11800586,,,,,-0.11800586
6798,0.11899303,,,,,-0.11899303
6799,0.11619605,,,,,-0.11619605
6800,0.112576425,,,,,-0.112576425
6801,0.10122397,,,,,-0.10122397
6802,0.08904887,,,,,-0.08904887
6803,0.0827968,,,,,-0.0827968
6804,0.07457038,,,,,-0.07457038
6805,0.06042095,,,,,-0.06042095
6806,0.0479168,,,,,-0.0479168
6807,0.036893405,,,,,-0.036893405
6808,0.045284346,,,,,-0.045284346
6809,0.055649627,,,,,-0.055649627
6810,0.06782472,,,,,-0.06782472
6811,0.055649627,,,,,-0.055649627
6812,0.054991513,,,,,-0.054991513
6813,0.059104722,,,,,-0.059104722
6814,0.05729491,,,,,-0.05729491
6815,0.056801327,,,,,-0.056801327
6816,0.05351076,,,,,-0.05351076
6817,0.06453416,,,,,-0.06453416
6818,0.07901265,,,,,-0.07901265
6819,0.092668496,,,,,-0.092668496
6820,0.08131604,,,,,-0.08131604
6821,0.077860944,,,,,-0.077860944
6822,0.0752285,,,,,-0.0752285
6823,0.074241325,,,,,-0.074241325
6824,0.08131604,,,,,-0.08131604
6825,0.06897642,,,,,-0.06897642
6826,0.06683755,,,,,-0.06683755
6827,0.060585476,,,,,-0.060585476
6828,0.06042095,,,,,-0.06042095
6829,0.06683755,,,,,-0.06683755
6830,0.084935665,,,,,-0.084935665
6831,0.09316208,,,,,-0.09316208
6832,0.092503965,,,,,-0.092503965
6833,0.09398472,,,,,-0.09398472
6834,0.102375664,,,,,-0.102375664
6835,0.114057176,,,,,-0.114057176
6836,0.10533718,,,,,-0.10533718
6837,0.09135227,,,,,-0.09135227
6838,0.07819001,,,,,-0.07819001
6839,0.07144434,,,,,-0.07144434
6840,0.06371152,,,,,-0.06371152
6841,0.058117554,,,,,-0.058117554
6842,0.04709416,,,,,-0.04709416
6843,0.04331001,,,,,-0.04331001
6844,0.045448873,,,,,-0.045448873
6845,0.059433777,,,,,-0.059433777
6846,0.064205095,,,,,-0.064205095
6847,0.05745944,,,,,-0.05745944
6848,0.064205095,,,,,-0.064205095
6849,0.06042095,,,,,-0.06042095
6850,0.07539302,,,,,-0.07539302
6851,0.07901265,,,,,-0.07901265
6852,0.07753189,,,,,-0.07753189
6853,0.07226699,,,,,-0.07226699
6854,0.07127982,,,,,-0.07127982
6855,0.06864736,,,,,-0.06864736
6856,0.06634396,,,,,-0.06634396
6857,0.062724344,,,,,-0.062724344
6858,0.06519227,,,,,-0.06519227
6859,0.07983529,,,,,-0.07983529
6860,0.09727529,,,,,-0.09727529
6861,0.10977944,,,,,-0.10977944
6862,0.107146986,,,,,-0.107146986
6863,0.10073038,,,,,-0.10073038
6864,0.09727529,,,,,-0.09727529
6865,0.088555284,,,,,-0.088555284
6866,0.08148057,,,,,-0.08148057
6867,0.08592284,,,,,-0.08592284
6868,0.08839076,,,,,-0.08839076
6869,0.0729251,,,,,-0.0729251
6870,0.075063966,,,,,-0.075063966
6871,0.08246774,,,,,-0.08246774
6872,0.0706217,,,,,-0.0706217
6873,0.05713038,,,,,-0.05713038
6874,0.048245855,,,,,-0.048245855
6875,0.05170095,,,,,-0.05170095
6876,0.052359063,,,,,-0.052359063
6877,0.05054925,,,,,-0.05054925
6878,0.037222464,,,,,-0.037222464
6879,0.04511982,,,,,-0.04511982
6880,0.051865477,,,,,-0.051865477
6881,0.05170095,,,,,-0.05170095
6882,0.04972661,,,,,-0.04972661
6883,0.059433777,,,,,-0.059433777
6884,0.07967076,,,,,-0.07967076
6885,0.080986984,,,,,-0.080986984
6886,0.074076794,,,,,-0.074076794
6887,0.07819001,,,,,-0.07819001
6888,0.08131604,,,,,-0.08131604
6889,0.10467906,,,,,-0.10467906
6890,0.10912133,,,,,-0.10912133
6891,0.0967817,,,,,-0.0967817
6892,0.086416416,,,,,-0.086416416
6893,0.09118774,,,,,-0.09118774
6894,0.097933404,,,,,-0.097933404
6895,0.07901265,,,,,-0.07901265
6896,0.049233027,,,,,-0.049233027
6897,0.042816423,,,,,-0.042816423
6898,0.05054925,,,,,-0.05054925
6899,0.067166604,,,,,-0.067166604
6900,0.063546985,,,,,-0.063546985
6901,0.058775663,,,,,-0.058775663
6902,0.059433777,,,,,-0.059433777
6903,0.062395286,,,,,-0.062395286
6904,0.06782472,,,,,-0.06782472
6905,0.06831831,,,,,-0.06831831
6906,0.054004345,,,,,-0.054004345
6907,0.037880573,,,,,-0.037880573
6908,0.026199069,,,,,-0.026199069
6909,0.029983219,,,,,-0.029983219
6910,0.023731146,,,,,-0.023731146
6911,0.010897944,,,,,-0.010897944
6912,0.004645872,,,,,-0.004645872
6913,0.014353037,,,,,-0.014353037
6914,0.014846621,,,,,-0.014846621
6915,0.023073032,,,,,-0.023073032
6916,0.024882844,,,,,-0.024882844
6917,0.031134916,,,,,-0.031134916
6918,0.06683755,,,,,-0.06683755
6919,0.096452646,,,,,-0.096452646
6920,0.09990774,,,,,-0.09990774
6921,0.094971895,,,,,-0.094971895
6922,0.078683585,,,,,-0.078683585
6923,0.06042095,,,,,-0.06042095
6924,0.039690387,,,,,-0.039690387
6925,0.026692655,,,,,-0.026692655
6926,0.02142775,,,,,-0.02142775
6927,0.009581719,,,,,-0.009581719
6928,0.015669262,,,,,-0.015669262
6929,0.019782469,,,,,-0.019782469
6930,0.0252119,,,,,-0.0252119
6931,0.023895673,,,,,-0.023895673
6932,0.013036811,,,,,-0.013036811
6933,0.006784739,,,,,-0.006784739
6934,0.016656432,,,,,-0.016656432
6935,0.030312276,,,,,-0.030312276
6936,0.013365868,,,,,-0.013365868
6937,0.002836061,,,,,-0.002836061
6938,0.012543227,,,,,-0.012543227
6939,0.032286614,,,,,-0.032286614
6940,0.038867746,,,,,-0.038867746
6941,0.039690387,,,,,-0.039690387
6942,0.03261567,,,,,-0.03261567
6943,0.034096424,,,,,-0.034096424
6944,0.04133567,,,,,-0.04133567
6945,0.03738699,,,,,-0.03738699
6946,0.033931896,,,,,-0.033931896
6947,0.03623529,,,,,-0.03623529
6948,0.03360284,,,,,-0.03360284
6949,0.035906237,,,,,-0.035906237
6950,0.041500196,,,,,-0.041500196
6951,0.029818691,,,,,-0.029818691
6952,0.020111525,,,,,-0.020111525
6953,0.015011149,,,,,-0.015011149
6954,0.02422473,,,,,-0.02422473
6955,0.03245114,,,,,-0.03245114
6956,0.045448873,,,,,-0.045448873
6957,0.04396812,,,,,-0.04396812
6958,0.03360284,,,,,-0.03360284
6959,0.015175678,,,,,-0.015175678
6960,0.007278323,,,,,-0.007278323
6961,0.021592278,,,,,-0.021592278
6962,0.018630771,,,,,-0.018630771
6963,0.012049641,,,,,-0.012049641
6964,-0.006871103,,,,,0.006871103
6965,-0.008351857,,,,,0.008351857
6966,-0.004732236,,,,,0.004732236
6967,0.008430021,,,,,-0.008430021
6968,0.014846621,,,,,-0.014846621
6969,0.022085864,,,,,-0.022085864
6970,0.027515296,,,,,-0.027515296
6971,0.02899605,,,,,-0.02899605
6972,0.034260955,,,,,-0.034260955
6973,0.049068496,,,,,-0.049068496
6974,0.055649627,,,,,-0.055649627
6975,0.07457038,,,,,-0.07457038
6976,0.07621566,,,,,-0.07621566
6977,0.08082245,,,,,-0.08082245
6978,0.07753189,,,,,-0.07753189
6979,0.07687378,,,,,-0.07687378
6980,0.08246774,,,,,-0.08246774
6981,0.101882085,,,,,-0.101882085
6982,0.10994397,,,,,-0.10994397
6983,0.108792275,,,,,-0.108792275
6984,0.11093114,,,,,-0.11093114
6985,0.11981567,,,,,-0.11981567
6986,0.119486615,,,,,-0.119486615
6987,0.1078051,,,,,-0.1078051
6988,0.0967817,,,,,-0.0967817
6989,0.105666235,,,,,-0.105666235
6990,0.10517265,,,,,-0.10517265
6991,0.099578686,,,,,-0.099578686
6992,0.10286925,,,,,-0.10286925
6993,0.10451453,,,,,-0.10451453
6994,0.102540195,,,,,-0.102540195
6995,0.102704726,,,,,-0.102704726
6996,0.10040133,,,,,-0.10040133
6997,0.09809793,,,,,-0.09809793
6998,0.106324345,,,,,-0.106324345
6999,0.12787756,,,,,-0.12787756
7000,0.15568286,,,,,-0.15568286
7001,0.16884513,,,,,-0.16884513
7002,0.16933872,,,,,-0.16933872
7003,0.18398175,,,,,-0.18398175
7004,0.19780214,,,,,-0.19780214
7005,0.20273799,,,,,-0.20273799
7006,0.21507762,,,,,-0.21507762
7007,0.22708821,,,,,-0.22708821
7008,0.24419917,,,,,-0.24419917
7009,0.26180372,,,,,-0.26180372
7010,0.27677584,,,,,-0.27677584
7011,0.2938868,,,,,-0.2938868
7012,0.29767096,,,,,-0.29767096
7013,0.31363022,,,,,-0.31363022
7014,0.32745063,,,,,-0.32745063
7015,0.33501896,,,,,-0.33501896
7016,0.3249827,,,,,-0.3249827
7017,0.32958952,,,,,-0.32958952
7018,0.33798048,,,,,-0.33798048
7019,0.34406802,,,,,-0.34406802
7020,0.34867483,,,,,-0.34867483
7021,0.35212994,,,,,-0.35212994
7022,0.34867483,,,,,-0.34867483
7023,0.34604236,,,,,-0.34604236
7024,0.36364692,,,,,-0.36364692
7025,0.37829,,,,,-0.37829
7026,0.37022808,,,,,-0.37022808
7027,0.35871106,,,,,-0.35871106
7028,0.3644696,,,,,-0.3644696
7029,0.36035636,,,,,-0.36035636
7030,0.35574955,,,,,-0.35574955
7031,0.35640767,,,,,-0.35640767
7032,0.3392967,,,,,-0.3392967
7033,0.33962575,,,,,-0.33962575
7034,0.33896765,,,,,-0.33896765
7035,0.33666423,,,,,-0.33666423
7036,0.3593692,,,,,-0.3593692
7037,0.37417677,,,,,-0.37417677
7038,0.3949074,,,,,-0.3949074
7039,0.40790516,,,,,-0.40790516
7040,0.42995203,,,,,-0.42995203
7041,0.4401528,,,,,-0.4401528
7042,0.43636864,,,,,-0.43636864
7043,0.42781314,,,,,-0.42781314
7044,0.42040935,,,,,-0.42040935
7045,0.404121,,,,,-0.404121
7046,0.3777964,,,,,-0.3777964
7047,0.35871106,,,,,-0.35871106
7048,0.3519654,,,,,-0.3519654
7049,0.34933293,,,,,-0.34933293
7050,0.3392967,,,,,-0.3392967
7051,0.3388031,,,,,-0.3388031
7052,0.3450552,,,,,-0.3450552
7053,0.34390348,,,,,-0.34390348
7054,0.34818125,,,,,-0.34818125
7055,0.33666423,,,,,-0.33666423
7056,0.33041215,,,,,-0.33041215
7057,0.3346899,,,,,-0.3346899
7058,0.3346899,,,,,-0.3346899
7059,0.3346899,,,,,-0.3346899
7060,0.3416001,,,,,-0.3416001
7061,0.33666423,,,,,-0.33666423
7062,0.32761517,,,,,-0.32761517
7063,0.32991856,,,,,-0.32991856
7064,0.31889513,,,,,-0.31889513
7065,0.31445286,,,,,-0.31445286
7066,0.32169214,,,,,-0.32169214
7067,0.3341963,,,,,-0.3341963
7068,0.3376514,,,,,-0.3376514
7069,0.326628,,,,,-0.326628
7070,0.32136306,,,,,-0.32136306
7071,0.31724986,,,,,-0.31724986
7072,0.30672002,,,,,-0.30672002
7073,0.2998098,,,,,-0.2998098
7074,0.30178416,,,,,-0.30178416
7075,0.29289964,,,,,-0.29289964
7076,0.27233356,,,,,-0.27233356
7077,0.27940828,,,,,-0.27940828
7078,0.30441663,,,,,-0.30441663
7079,0.32580534,,,,,-0.32580534
7080,0.32629892,,,,,-0.32629892
7081,0.30622643,,,,,-0.30622643
7082,0.28681207,,,,,-0.28681207
7083,0.2876347,,,,,-0.2876347
7084,0.28549585,,,,,-0.28549585
7085,0.2622973,,,,,-0.2622973
7086,0.24814786,,,,,-0.24814786
7087,0.24814786,,,,,-0.24814786
7088,0.25686786,,,,,-0.25686786
7089,0.2552226,,,,,-0.2552226
7090,0.25982937,,,,,-0.25982937
7091,0.26065204,,,,,-0.26065204
7092,0.27035922,,,,,-0.27035922
7093,0.27529508,,,,,-0.27529508
7094,0.28648302,,,,,-0.28648302
7095,0.3031004,,,,,-0.3031004
7096,0.2904317,,,,,-0.2904317
7097,0.2823698,,,,,-0.2823698
7098,0.28204075,,,,,-0.28204075
7099,0.27233356,,,,,-0.27233356
7100,0.2748015,,,,,-0.2748015
7101,0.28467318,,,,,-0.28467318
7102,0.27282715,,,,,-0.27282715
7103,0.26986563,,,,,-0.26986563
7104,0.26525882,,,,,-0.26525882
7105,0.27019468,,,,,-0.27019468
7106,0.27381432,,,,,-0.27381432
7107,0.2673977,,,,,-0.2673977
7108,0.26706862,,,,,-0.26706862
7109,0.27118185,,,,,-0.27118185
7110,0.2784211,,,,,-0.2784211
7111,0.28335696,,,,,-0.28335696
7112,0.28138262,,,,,-0.28138262
7113,0.26131013,,,,,-0.26131013
7114,0.25571617,,,,,-0.25571617
7115,0.24370559,,,,,-0.24370559
7116,0.22050707,,,,,-0.22050707
7117,0.2160648,,,,,-0.2160648
7118,0.21310328,,,,,-0.21310328
7119,0.20454781,,,,,-0.20454781
7120,0.21474858,,,,,-0.21474858
7121,0.22527839,,,,,-0.22527839
7122,0.21112895,,,,,-0.21112895
7123,0.21803914,,,,,-0.21803914
7124,0.22774632,,,,,-0.22774632
7125,0.22774632,,,,,-0.22774632
7126,0.21853273,,,,,-0.21853273
7127,0.22626556,,,,,-0.22626556
7128,0.23153047,,,,,-0.23153047
7129,0.23926331,,,,,-0.23926331
7130,0.25719693,,,,,-0.25719693
7131,0.26295543,,,,,-0.26295543
7132,0.25571617,,,,,-0.25571617
7133,0.2604875,,,,,-0.2604875
7134,0.25670335,,,,,-0.25670335
7135,0.25900674,,,,,-0.25900674
7136,0.26377806,,,,,-0.26377806
7137,0.26706862,,,,,-0.26706862
7138,0.26081654,,,,,-0.26081654
7139,0.2414022,,,,,-0.2414022
7140,0.23580822,,,,,-0.23580822
7141,0.23663086,,,,,-0.23663086
7142,0.2455154,,,,,-0.2455154
7143,0.2512739,,,,,-0.2512739
7144,0.25374183,,,,,-0.25374183
7145,0.24535087,,,,,-0.24535087
7146,0.2386052,,,,,-0.2386052
7147,0.2339984,,,,,-0.2339984
7148,0.23136595,,,,,-0.23136595
7149,0.22281046,,,,,-0.22281046
7150,0.21639386,,,,,-0.21639386
7151,0.21392593,,,,,-0.21392593
7152,0.21409045,,,,,-0.21409045
7153,0.20718026,,,,,-0.20718026
7154,0.19846025,,,,,-0.19846025
7155,0.19977649,,,,,-0.19977649
7156,0.19418252,,,,,-0.19418252
7157,0.17476815,,,,,-0.17476815
7158,0.18431081,,,,,-0.18431081
7159,0.21359687,,,,,-0.21359687
7160,0.22972067,,,,,-0.22972067
7161,0.23794709,,,,,-0.23794709
7162,0.24765427,,,,,-0.24765427
7163,0.25966486,,,,,-0.25966486
7164,0.28105357,,,,,-0.28105357
7165,0.28664753,,,,,-0.28664753
7166,0.26542336,,,,,-0.26542336
7167,0.24567993,,,,,-0.24567993
7168,0.23004971,,,,,-0.23004971
7169,0.20652215,,,,,-0.20652215
7170,0.19665045,,,,,-0.19665045
7171,0.18283005,,,,,-0.18283005
7172,0.16555457,,,,,-0.16555457
7173,0.17180665,,,,,-0.17180665
7174,0.16884513,,,,,-0.16884513
7175,0.1576572,,,,,-0.1576572
7176,0.15041795,,,,,-0.15041795
7177,0.14943078,,,,,-0.14943078
7178,0.15321493,,,,,-0.15321493
7179,0.16127683,,,,,-0.16127683
7180,0.17230023,,,,,-0.17230023
7181,0.16868061,,,,,-0.16868061
7182,0.14696285,,,,,-0.14696285
7183,0.14284964,,,,,-0.14284964
7184,0.150747,,,,,-0.150747
7185,0.14284964,,,,,-0.14284964
7186,0.119651146,,,,,-0.119651146
7187,0.10846321,,,,,-0.10846321
7188,0.12475152,,,,,-0.12475152
7189,0.1431787,,,,,-0.1431787
7190,0.14877267,,,,,-0.14877267
7191,0.13610399,,,,,-0.13610399
7192,0.119651146,,,,,-0.119651146
7193,0.106324345,,,,,-0.106324345
7194,0.096452646,,,,,-0.096452646
7195,0.08361944,,,,,-0.08361944
7196,0.07621566,,,,,-0.07621566
7197,0.0706217,,,,,-0.0706217
7198,0.08230321,,,,,-0.08230321
7199,0.09743982,,,,,-0.09743982
7200,0.10615982,,,,,-0.10615982
7201,0.12129643,,,,,-0.12129643
7202,0.1211319,,,,,-0.1211319
7203,0.09924963,,,,,-0.09924963
7204,0.062395286,,,,,-0.062395286
7205,0.077202834,,,,,-0.077202834
7206,0.08658095,,,,,-0.08658095
7207,0.062724344,,,,,-0.062724344
7208,0.061737172,,,,,-0.061737172
7209,0.070292644,,,,,-0.070292644
7210,0.082632266,,,,,-0.082632266
7211,0.099578686,,,,,-0.099578686
7212,0.09135227,,,,,-0.09135227
7213,0.09118774,,,,,-0.09118774
7214,0.09052963,,,,,-0.09052963
7215,0.100236796,,,,,-0.100236796
7216,0.10583076,,,,,-0.10583076
7217,0.103362836,,,,,-0.103362836
7218,0.09694623,,,,,-0.09694623
7219,0.102540195,,,,,-0.102540195
7220,0.11274095,,,,,-0.11274095
7221,0.12162548,,,,,-0.12162548
7222,0.12968737,,,,,-0.12968737
7223,0.1287002,,,,,-0.1287002
7224,0.114057176,,,,,-0.114057176
7225,0.119486615,,,,,-0.119486615
7226,0.120144725,,,,,-0.120144725
7227,0.114879824,,,,,-0.114879824
7228,0.10369189,,,,,-0.10369189
7229,0.10615982,,,,,-0.10615982
7230,0.11981567,,,,,-0.11981567
7231,0.11274095,,,,,-0.11274095
7232,0.09776887,,,,,-0.09776887
7233,0.1089568,,,,,-0.1089568
7234,0.10467906,,,,,-0.10467906
7235,0.09118774,,,,,-0.09118774
7236,0.07539302,,,,,-0.07539302
7237,0.080328874,,,,,-0.080328874
7238,0.07308963,,,,,-0.07308963
7239,0.059104722,,,,,-0.059104722
7240,0.0706217,,,,,-0.0706217
7241,0.063546985,,,,,-0.063546985
7242,0.035248123,,,,,-0.035248123
7243,0.041006614,,,,,-0.041006614
7244,0.0479168,,,,,-0.0479168
7245,0.053181704,,,,,-0.053181704
7246,0.053839818,,,,,-0.053839818
7247,0.0554851,,,,,-0.0554851
7248,0.051536422,,,,,-0.051536422
7249,0.06223076,,,,,-0.06223076
7250,0.0804934,,,,,-0.0804934
7251,0.09233944,,,,,-0.09233944
7252,0.105666235,,,,,-0.105666235
7253,0.11060208,,,,,-0.11060208
7254,0.10912133,,,,,-0.10912133
7255,0.113234535,,,,,-0.113234535
7256,0.103362836,,,,,-0.103362836
7257,0.09003604,,,,,-0.09003604
7258,0.09974322,,,,,-0.09974322
7259,0.108792275,,,,,-0.108792275
7260,0.1013885,,,,,-0.1013885
7261,0.08987151,,,,,-0.08987151
7262,0.07654472,,,,,-0.07654472
7263,0.077202834,,,,,-0.077202834
7264,0.088061705,,,,,-0.088061705
7265,0.099578686,,,,,-0.099578686
7266,0.09727529,,,,,-0.09727529
7267,0.07160887,,,,,-0.07160887
7268,0.06568585,,,,,-0.06568585
7269,0.088555284,,,,,-0.088555284
7270,0.0892134,,,,,-0.0892134
7271,0.08131604,,,,,-0.08131604
7272,0.07160887,,,,,-0.07160887
7273,0.06453416,,,,,-0.06453416
7274,0.056143213,,,,,-0.056143213
7275,0.05071378,,,,,-0.05071378
7276,0.040677555,,,,,-0.040677555
7277,0.041829254,,,,,-0.041829254
7278,0.035906237,,,,,-0.035906237
7279,0.02718624,,,,,-0.02718624
7280,0.0479168,,,,,-0.0479168
7281,0.061901703,,,,,-0.061901703
7282,0.07999981,,,,,-0.07999981
7283,0.09760434,,,,,-0.09760434
7284,0.12080284,,,,,-0.12080284
7285,0.13462323,,,,,-0.13462323
7286,0.13906549,,,,,-0.13906549
7287,0.13478775,,,,,-0.13478775
7288,0.11093114,,,,,-0.11093114
7289,0.0990851,,,,,-0.0990851
7290,0.09513642,,,,,-0.09513642
7291,0.07819001,,,,,-0.07819001
7292,0.06617944,,,,,-0.06617944
7293,0.06568585,,,,,-0.06568585
7294,0.04890397,,,,,-0.04890397
7295,0.04298095,,,,,-0.04298095
7296,0.057953022,,,,,-0.057953022
7297,0.11060208,,,,,-0.11060208
7298,0.22313952,,,,,-0.22313952
7299,0.3840485,,,,,-0.3840485
7300,0.346865,,,,,-0.346865
7301,0.23383388,,,,,-0.23383388
7302,0.12902926,,,,,-0.12902926
7303,0.0915168,,,,,-0.0915168
7304,0.09118774,,,,,-0.09118774
7305,0.07358321,,,,,-0.07358321
7306,0.07308963,,,,,-0.07308963
7307,0.07917717,,,,,-0.07917717
