Time (Seconds),Amplitude (Volts) [Filtered 0.3-10.0Hz]
21932,0.05406052659923792
21933,0.048837024576464855
21934,0.04329973961197143
21935,0.037457649490952635
21936,0.03132436590479842
21937,0.024918807181464973
21938,0.0182654644372158
21939,0.011394397839082377
21940,0.004340932426163322
21941,-0.0028550461424211027
21942,-0.010149796299019055
21943,-0.017496084175487953
21944,-0.02484374897636868
21945,-0.03214119130594869
21946,-0.03933750064008184
21947,-0.04638438051995509
21948,-0.05323734056231433
21949,-0.05985610891753765
21950,-0.06620445678408746
21951,-0.07224964507757592
21952,-0.07796194959575715
21953,-0.08331467673876232
21954,-0.08828458513128841
21955,-0.09285238745961318
21956,-0.09700301503026579
21957,-0.1007255598493163
21958,-0.10401329465641329
21959,-0.10686407216467005
21960,-0.10928067302904913
21961,-0.1112708399669101
21962,-0.11284733726274233
21963,-0.11402780795417072
21964,-0.11483407480764984
21965,-0.11529177456023422
21966,-0.11543094181965535
21967,-0.11528633117107213
21968,-0.11489642527909612
21969,-0.11430158405445048
21970,-0.11354188210058558
21971,-0.11265474156062788
21972,-0.11167266643863932
21973,-0.11062172021748115
21974,-0.10952137679368781
21975,-0.10838551563888776
21976,-0.10722358070357726
21977,-0.10604155771615179
21978,-0.104842866187401
21979,-0.1036288253538029
21980,-0.10239885205669141
21981,-0.10115112902574369
21982,-0.09988368988446383
21983,-0.09859533735911374
21984,-0.09728604880196302
21985,-0.09595664034719313
21986,-0.09460799608180774
21987,-0.09324065294731022
21988,-0.09185485379549747
21989,-0.09045066229162207
21990,-0.08902826941843368
21991,-0.08758847726407752
21992,-0.0861326153581089
21993,-0.08466192376574144
21994,-0.08317743733811739
21995,-0.08168055586526012
21996,-0.08017352081393586
21997,-0.07865929092016946
21998,-0.07714079129188908
21999,-0.075619952076916
22000,-0.07409728854086195
22001,-0.07257218950748553
22002,-0.07104324959398593
22003,-0.06950832760275844
22004,-0.06796471909691355
22005,-0.06640957104775082
22006,-0.06484005467890523
22007,-0.06325280858727679
22008,-0.061642840962142835
22009,-0.06000250298061157
22010,-0.05832066887508673
22011,-0.05658222868847194
22012,-0.054768551969517805
22013,-0.052858975040650985
22014,-0.05083257841396892
22015,-0.04867003410767701
22016,-0.04635551013543492
22017,-0.04387785699772351
22018,-0.04123050470684424
22019,-0.03841066619516849
22020,-0.035418534581306456
22021,-0.03225669782123268
22022,-0.028930022827335464
22023,-0.025445776013359414
22024,-0.02181353635507419
22025,-0.018045248568832477
22026,-0.014155676520924105
22027,-0.010162810709294891
22028,-0.006087986163110276
22029,-0.0019557681062808054
22030,0.0022063284235434525
22031,0.006368166725347691
22032,0.010497595689707831
22033,0.014561515046911399
22034,0.01852691315139043
22035,0.022361654468887954
22036,0.026035367036616658
22037,0.029520435285186664
22038,0.03279284977515228
22039,0.035832863551435445
22040,0.038625244707240415
22041,0.041159056052863616
22042,0.043427558883556164
22043,0.04542843055099993
22044,0.047163555462619564
22045,0.04863818056064067
22046,0.04986018027829292
22047,0.05083978945054535
22048,0.051589479004228916
22049,0.05212374197470584
22050,0.05245868711476662
22051,0.05261130307622968
22052,0.052598459486708556
22053,0.052435898647351695
22054,0.052137375805772934
22055,0.05171401237614182
22056,0.05117401318589046
