Time (Seconds),Amplitude (Volts) [Filtered 0.3-10.0Hz]
172,-0.2260503084374055
173,-0.22759242282035952
174,-0.22859786012319372
175,-0.22903551995722135
176,-0.22885530300750181
177,-0.22798238143608726
178,-0.2263215394776163
179,-0.22377352224848285
180,-0.2202573469893565
181,-0.21572557769042733
182,-0.21016420526432641
183,-0.203580912910014
184,-0.19599015791294605
185,-0.18739928215062918
186,-0.17779745314964301
187,-0.16715081214474237
188,-0.15540759642319296
189,-0.14251421421719113
190,-0.12843678299946198
191,-0.11317676380067695
192,-0.0967726555660032
193,-0.07929010932079508
194,-0.060808188986914716
195,-0.041406673912203734
196,-0.02115563606035621
197,-0.00010884631148698476
198,0.021694479994349952
199,0.04421597272170846
200,0.06739778137513236
201,0.09114817412493861
202,0.11534053820197931
203,0.13982355927373577
204,0.16443680663747168
205,0.18902712291039256
206,0.21346262720474973
207,0.23764157056527274
208,0.26149184850136004
209,0.28495799811923017
210,0.3079813934988271
211,0.33048649670373614
212,0.3523805191362732
213,0.37356332143128484
214,0.3939404964745367
215,0.41343538829620347
216,0.4319983259125259
217,0.44961071176266826
218,0.46628042923793267
219,0.4820269788790802
220,0.49686223211477887
221,0.5107788276184371
222,0.5237529038861557
223,0.5357568980552437
224,0.5467748484266232
225,0.5568161107380081
226,0.565924779058628
227,0.5741817515451113
228,0.581696981460958
229,0.588590617430668
230,0.5949681519104743
231,0.6009024153061687
232,0.6064306115601478
233,0.6115626298017783
234,0.6162939090118643
235,0.6206198961159953
236,0.6245486565921152
237,0.6281065030679521
238,0.6313338044955034
239,0.6342713502992143
240,0.6369424802176687
241,0.6393415350518199
242,0.6414359329370439
243,0.6431785808051512
244,0.6445223312054428
245,0.6454318485102962
246,0.6458922301421648
247,0.6459131734113326
248,0.6455241407592892
249,0.6447576427612486
250,0.6436282103003041
251,0.6421204299355876
252,0.640191403892222
253,0.6377831480394365
254,0.6348382897721903
255,0.6313143362285216
256,0.6271940491127281
257,0.6224900075718646
258,0.617239290730791
259,0.6114861478487289
260,0.6052599532778862
261,0.598561135266894
262,0.5913615200372352
263,0.5836156363862421
264,0.5752757051481818
265,0.5663061597548837
266,0.5566967417652402
267,0.5464711325041983
268,0.5356843027951252
269,0.5244050972024511
270,0.5126919073545864
271,0.5005760616328008
272,0.48806099788865903
273,0.4751337941240235
274,0.46178133364955193
275,0.44800592841567816
276,0.4338374975749508
277,0.4193395113151074
278,0.4046047916505552
279,0.38973847244180715
280,0.37483428038363564
281,0.3599585747193161
282,0.3451504153246033
283,0.3304324769567861
284,0.31582406882685643
285,0.3013522610182322
286,0.2870593664027449
287,0.2730049638497093
288,0.2592599944868993
289,0.24589114555035602
290,0.23294139815014053
291,0.22041936078507962
292,0.2083038521199452
293,0.19655853182011487
294,0.18514795863970593
295,0.17405072846022135
296,0.16326861070284912
297,0.15282999960020044
298,0.1427837969806838
299,0.1331819233929268
300,0.12405769314159705
301,0.11541218311539073
302,0.10721401532966268
303,0.09940923172844743
304,0.09193546289429826
305,0.08473602598842767
306,0.07777146682448317
307,0.07102636142058541
308,0.06450694178520283
309,0.05822686898933287
310,0.0521881205917116
311,0.046369483967020314
312,0.04072841354548119
313,0.03521239747562617
314,0.02977281432556525
315,0.02437707057967567
316,0.019018562828793606
317,0.013723005546786737
318,0.008544967244627721
319,0.0035509934185574965
320,-0.0012026316194407027
321,-0.00568426112349027
322,-0.009887803986701638
323,-0.013823541038387094
324,-0.017505251740567107
325,-0.020938545545762827
326,-0.02411255590487396
327,-0.026996887626768745
328,-0.029547711299925367
329,-0.03172491566885788
330,-0.03351277394442995
331,-0.03493043299036727
332,-0.036026317352863824
333,-0.03686283834735504
334,-0.037499996898527815
335,-0.03798158581125366
336,-0.038326362427989924
337,-0.03852720873341764
338,-0.0385601402784998
339,-0.038402780130646186
340,-0.0380552098630666
341,-0.03755036454882307
342,-0.03694862388272055
343,-0.03632375957630107
344,-0.035747864398044754
345,-0.0352769146760987
