Time (Seconds),Amplitude (Volts) [Filtered 0.3-10.0Hz]
20604,-0.10234482957051072
20605,-0.10258716617542962
20606,-0.10270263979125957
20607,-0.10268930915260377
20608,-0.10254552242920803
20609,-0.102269980446278
20610,-0.10186208367220631
20611,-0.10132188728607633
20612,-0.10064960295348954
20613,-0.09984492890719576
20614,-0.09890607959450282
20615,-0.09782882032929416
20616,-0.09660616631811347
20617,-0.09522846016027195
20618,-0.0936831630704234
20619,-0.09195453806455328
20620,-0.09002364375308355
20621,-0.08786864226785504
20622,-0.08546535193077587
20623,-0.08278795489485816
20624,-0.07980973826128421
20625,-0.07650399842346342
20626,-0.07284531126481081
20627,-0.0688110393036285
20628,-0.06438275676435193
20629,-0.059547494388987404
20630,-0.05429900408251792
20631,-0.04863908025203614
20632,-0.042578352556117
20633,-0.03613606899005446
20634,-0.029339316801013662
20635,-0.02222204352222301
20636,-0.014823579754643684
20637,-0.007186878099576188
20638,0.0006430670364385854
20639,0.008620775744102305
20640,0.016701456918003177
20641,0.02484106007156464
20642,0.03299581454655326
20643,0.04112232998230235
20644,0.049178247075515505
20645,0.05712292001109569
20646,0.06491784434933023
20647,0.0725270028358716
20648,0.07991744957638766
20649,0.08705991814678476
20650,0.09392903087227941
20651,0.10050304009816526
20652,0.1067633813949767
20653,0.11269458056418338
20654,0.11828458264885033
20655,0.1235246684816754
20656,0.1284085669511524
20657,0.13293172944309456
20658,0.13709158375454394
20659,0.14088813376581252
20660,0.14432417648545626
20661,0.14740534591344404
20662,0.15013997160083914
20663,0.15253855473280592
20664,0.15461341073180626
20665,0.15637870032603335
20666,0.1578500432328823
20667,0.1590432557992381
20668,0.15997269529250965
20669,0.16064987222801932
20670,0.16108290977733275
20671,0.1612770974404166
20672,0.16123605697067467
20673,0.16096295581618114
20674,0.16046168498357524
20675,0.15973788190202476
20676,0.15879946228530978
20677,0.1576565742540969
20678,0.156321153270336
20679,0.154806350275298
20680,0.15312625812816943
20681,0.15129610505968893
20682,0.14933240286419636
20683,0.14725252370241884
20684,0.14507396959712465
20685,0.14281392536312715
20686,0.1404890417725006
20687,0.13811489118528075
20688,0.13570515918196976
20689,0.13327140760237746
20690,0.13082354785525843
20691,0.1283700559536869
20692,0.12591761864853818
20693,0.12347100110932549
20694,0.12103341325163647
20695,0.11860699192508753
20696,0.11619318967255109
20697,0.11379276766389369
20698,0.1114052487688603
20699,0.10902824918527709
20700,0.1066568041391729
20701,0.10428266216678578
20702,0.1018942326279946
20703,0.09947758079031008
20704,0.09701788020154356
20705,0.09450078414601004
20706,0.09191368251862965
20707,0.08924676038347068
20708,0.08649348704446065
20709,0.08365034748473857
20710,0.08071619915774632
20711,0.07769170107073704
20712,0.07457882796868857
20713,0.0713806073275026
20714,0.06810147848158106
20715,0.06474798503905839
20716,0.061329127484210294
20717,0.05785627341752504
20718,0.05434247987926423
20719,0.05080099844552188
20720,0.047243827818756814
20721,0.0436814499764598
20722,0.040123346210743746
20723,0.03657822885257064
20724,0.03305391765850052
20725,0.029557160302587704
20726,0.02609345034121159
20727,0.022667192839423603
20728,0.01928244651699594
20729,0.01594369469627127
20730,0.0126560311941456
20731,0.009424800848687326
20732,0.006255159662049231
20733,0.0031520082398382165
20734,0.00012022678780412854
20735,-0.00283535567620552
20736,-0.0057103843973371204
20737,-0.008501335921863945
20738,-0.011205535590674831
20739,-0.013820838520668621
20740,-0.016345187478059603
20741,-0.0187765189702698
20742,-0.021113002235133044
20743,-0.023353001985948835
20744,-0.025494496196014488
