Time (Seconds),Amplitude (Volts) [Filtered 0.3-10.0Hz],,,,Time (Seconds)
1.76,-0.015916487,,,,11959
1.762,-0.017361588,,,,11960
1.764,-0.01882388,,,,11961
1.766,-0.020285846,,,,11962
1.768,-0.021722841,,,,11963
1.77,-0.023106059,,,,11964
1.772,-0.02440578,,,,11965
1.774,-0.025593327,,,,11966
1.776,-0.026642466,,,,11967
1.778,-0.027531538,,,,11968
1.78,-0.028245658,,,,11969
1.782,-0.028777593,,,,11970
1.784,-0.029127192,,,,11971
1.786,-0.029300316,,,,11972
1.788,-0.029308092,,,,11973
1.79,-0.029166439,,,,11974
1.792,-0.028895116,,,,11975
1.794,-0.028516431,,,,11976
1.796,-0.028054726,,,,11977
1.798,-0.027536568,,,,11978
1.8,-0.026990164,,,,11979
1.802,-0.026443507,,,,11980
1.804,-0.025922446,,,,11981
1.806,-0.025449863,,,,11982
1.808,-0.025045806,,,,11983
1.81,-0.024727593,,,,11984
1.812,-0.024509475,,,,11985
1.814,-0.024402446,,,,11986
1.816,-0.024414684,,,,11987
1.818,-0.024552284,,,,11988
1.82,-0.024819526,,,,11989
1.822,-0.025218069,,,,11990
1.824,-0.025745248,,,,11991
1.826,-0.026392677,,,,11992
1.828,-0.027146194,,,,11993
1.83,-0.027986906,,,,11994
1.832,-0.028892486,,,,11995
1.834,-0.029838462,,,,11996
1.836,-0.030799796,,,,11997
1.838,-0.03175303,,,,11998
1.84,-0.032678223,,,,11999
1.842,-0.033559824,,,,12000
1.844,-0.034386703,,,,12001
1.846,-0.035151833,,,,12002
1.848,-0.035851958,,,,12003
1.85,-0.036487717,,,,12004
1.852,-0.03706384,,,,12005
1.854,-0.037588705,,,,12006
1.856,-0.038074117,,,,12007
1.858,-0.038536259,,,,12008
1.86,-0.038996606,,,,12009
1.862,-0.039481174,,,,12010
1.864,-0.04001867,,,,12011
1.866,-0.04063863,,,,12012
1.868,-0.041369434,,,,12013
1.87,-0.042236153,,,,12014
1.872,-0.043258654,,,,12015
1.874,-0.044450166,,,,12016
1.876,-0.045817058,,,,12017
1.878,-0.047360337,,,,12018
1.88,-0.049077574,,,,12019
1.882,-0.050963793,,,,12020
1.884,-0.053011635,,,,12021
1.886,-0.055211407,,,,12022
1.888,-0.057550582,,,,12023
1.89,-0.060012716,,,,12024
1.892,-0.062577053,,,,12025
1.894,-0.065219668,,,,12026
1.896,-0.067915587,,,,12027
1.898,-0.070640501,,,,12028
1.9,-0.073370664,,,,12029
1.902,-0.076081002,,,,12030
1.904,-0.07874314,,,,12031
1.906,-0.08132485,,,,12032
1.908,-0.083791366,,,,12033
1.91,-0.086108014,,,,12034
1.912,-0.088243126,,,,12035
1.914,-0.090170954,,,,12036
1.916,-0.091874489,,,,12037
1.918,-0.093347333,,,,12038
1.92,-0.094594017,,,,12039
1.922,-0.095628714,,,,12040
1.924,-0.096472219,,,,12041
1.926,-0.097147645,,,,12042
1.928,-0.097676124,,,,12043
1.93,-0.098072861,,,,12044
1.932,-0.098343446,,,,12045
1.934,-0.098481773,,,,12046
1.936,-0.098470742,,,,12047
1.938,-0.098284722,,,,12048
1.94,-0.097892222,,,,12049
1.942,-0.097257992,,,,12050
1.944,-0.096344328,,,,12051
1.946,-0.09511219,,,,12052
1.948,-0.093523116,,,,12053
1.95,-0.091541575,,,,12054
1.952,-0.089136526,,,,12055
1.954,-0.086281947,,,,12056
1.956,-0.082957233,,,,12057
1.958,-0.079148135,,,,12058
1.96,-0.074848092,,,,12059
1.962,-0.070059149,,,,12060
1.964,-0.06479215,,,,12061
1.966,-0.059066523,,,,12062
1.968,-0.052909721,,,,12063
1.97,-0.046356359,,,,12064
1.972,-0.039447508,,,,12065
1.974,-0.032229964,,,,12066
1.976,-0.024755101,,,,12067
1.978,-0.017077636,,,,12068
1.98,-0.009254019,,,,12069
1.982,-0.00133996,,,,12070
1.984,0.006612076,,,,12071
1.986,0.01455438,,,,12072
1.988,0.022444706,,,,12073
1.99,0.030246439,,,,12074
1.992,0.037928111,,,,12075
1.994,0.045462572,,,,12076
1.996,0.052826421,,,,12077
1.998,0.059999474,,,,12078
2,0.066964055,,,,12079
2.002,0.073704782,,,,12080
2.004,0.080209514,,,,12081
2.006,0.086471316,,,,12082
2.008,0.092490466,,,,12083
2.01,0.098275587,,,,12084
2.012,0.103843282,,,,12085
2.014,0.109215915,,,,12086
2.016,0.114418196,,,,12087
2.018,0.119473964,,,,12088
2.02,0.124403653,,,,12089
2.022,0.129222208,,,,12090
2.024,0.133938002,,,,12091
2.026,0.138553293,,,,12092
2.028,0.143065156,,,,12093
2.03,0.147465705,,,,12094
2.032,0.151741964,,,,12095
2.034,0.15587595,,,,12096
2.036,0.159845198,,,,12097
2.038,0.163624112,,,,12098
2.04,0.16718584,,,,12099
2.042,0.170503517,,,,12100
2.044,0.17355078,,,,12101
2.046,0.176302395,,,,12102
2.048,0.17873506,,,,12103
2.05,0.180827873,,,,12104
2.052,0.182562279,,,,12105
2.054,0.183921879,,,,12106
2.056,0.184892599,,,,12107
2.058,0.185463141,,,,12108
2.06,0.185625665,,,,12109
2.062,0.185377192,,,,12110
2.064,0.184721217,,,,12111
2.066,0.183668097,,,,12112
2.068,0.182234326,,,,12113
2.07,0.180441909,,,,12114
2.072,0.178318056,,,,12115
2.074,0.175894792,,,,12116
2.076,0.173208224,,,,12117
2.078,0.170297324,,,,12118
2.08,0.167202408,,,,12119
2.082,0.163963403,,,,12120
2.084,0.160617944,,,,12121
2.086,0.157199767,,,,12122
2.088,0.153737867,,,,12123
2.09,0.150256472,,,,12124
2.092,0.146775545,,,,12125
2.094,0.143311303,,,,12126
2.096,0.139876355,,,,12127
2.098,0.136479191,,,,12128
2.1,0.133123345,,,,12129
2.102,0.129807144,,,,12130
2.104,0.126524195,,,,12131
2.106,0.123263894,,,,12132
2.108,0.120011832,,,,12133
2.11,0.116750727,,,,12134
2.112,0.113462116,,,,12135
2.114,0.11012852,,,,12136
2.116,0.10673575,,,,12137
2.118,0.103274523,,,,12138
2.12,0.099740507,,,,12139
2.122,0.096133656,,,,12140
2.124,0.092458477,,,,12141
2.126,0.088725033,,,,12142
2.128,0.084948966,,,,12143
2.13,0.081149831,,,,12144
2.132,0.077349207,,,,12145
2.134,0.073569886,,,,12146
2.136,0.069835565,,,,12147
2.138,0.066170307,,,,12148
2.14,0.06259784,,,,12149
2.142,0.059141044,,,,12150
2.144,0.055822295,,,,12151
2.146,0.052664656,,,,12152
2.148,0.049692441,,,,12153
2.15,0.046930282,,,,12154
2.152,0.044401332,,,,12155
2.154,0.042125444,,,,12156
2.156,0.040117614,,,,12157
2.158,0.038386595,,,,12158
2.16,0.036933308,,,,12159
2.162,0.035748917,,,,12160
2.164,0.034813459,,,,12161
2.166,0.034096299,,,,12162
2.168,0.033558374,,,,12163
2.17,0.03315546,,,,12164
2.172,0.032842017,,,,12165
2.174,0.032574954,,,,12166
2.176,0.03231651,,,,12167
2.178,0.032035993,,,,12168
2.18,0.031710571,,,,12169
2.182,0.031325416,,,,12170
2.184,0.030873352,,,,12171
2.186,0.03035398,,,,12172
2.188,0.029772276,,,,12173
2.19,0.029136799,,,,12174
2.192,0.0284576,,,,12175
2.194,0.027743986,,,,12176
2.196,0.027002479,,,,12177
2.198,0.026235239,,,,12178
2.2,0.025439535,,,,12179
2.202,0.024608584,,,,12180
2.204,0.023732878,,,,12181
2.206,0.022801319,,,,12182
2.208,0.021802784,,,,12183
2.21,0.020728026,,,,12184
2.212,0.019570576,,,,12185
2.214,0.018326446,,,,12186
2.216,0.016993719,,,,12187
2.218,0.015572785,,,,12188
2.22,0.014067458,,,,12189
2.222,0.012486317,,,,12190
2.224,0.010842919,,,,12191
2.226,0.009154716,,,,12192
2.228,0.007442045,,,,12193
2.23,0.005727725,,,,12194
2.232,0.004036097,,,,12195
2.234,0.002391226,,,,12196
2.236,0.000815731,,,,12197
2.238,-0.000669187,,,,12198
2.24,-0.002043751,,,,12199
2.242,-0.003290505,,,,12200
