Time (Seconds),Amplitude (Volts) [Filtered 0.3-10.0Hz],,,,Time (Seconds),,,
1.556,0.3514375,,,,,,,
1.558,0.34717761,,,,,,,
1.56,0.34262026,,,,,,,
1.562,0.337786764,,,,,,,
1.564,0.332697786,,,,,,,
1.566,0.327373231,,,,,,,
1.568,0.321832175,,,,,,,
1.57,0.316092828,,,,,,,
1.572,0.310172516,,,,,,,
1.574,0.304087687,,,,,,,
1.576,0.297853938,,,,,,,
1.578,0.291486073,,,,,,,
1.58,0.284998186,,,,,,,
1.582,0.278403781,,,,,,,
1.584,0.271715927,,,,,,,
1.586,0.264947433,,,,,,,
1.588,0.258111032,,,,,,,
1.59,0.251219557,,,,,,,
1.592,0.244286102,,,,,,,
1.594,0.237324145,,,,,,,
1.596,0.230347631,,,,,,,
1.598,0.223371024,,,,,,,
1.6,0.216409309,,,,,,,
1.602,0.20947796,,,,,,,
1.604,0.202592872,,,,,,,
1.606,0.195770242,,,,,,,
1.608,0.189026404,,,,,,,
1.61,0.182377613,,,,,,,
1.612,0.175839779,,,,,,,
1.614,0.169428166,,,,,,,
1.616,0.163157062,,,,,,,
1.618,0.157039449,,,,,,,
1.62,0.151086705,,,,,,,
1.622,0.145308333,,,,,,,
1.624,0.139711762,,,,,,,
1.626,0.134302194,,,,,,,
1.628,0.129082522,,,,,,,
1.63,0.124053293,,,,,,,
1.632,0.119212726,,,,,,,
1.634,0.114556771,,,,,,,
1.636,0.110079208,,,,,,,
1.638,0.105771802,,,,,,,
1.64,0.10162449,,,,,,,
1.642,0.097625624,,,,,,,
1.644,0.09376225,,,,,,,
1.646,0.09002042,,,,,,,
1.648,0.08638551,,,,,,,
1.65,0.082842541,,,,,,,
1.652,0.079376481,,,,,,,
1.654,0.075972521,,,,,,,
1.656,0.072616322,,,,,,,
1.658,0.069294239,,,,,,,
1.66,0.065993515,,,,,,,
1.662,0.062702467,,,,,,,
1.664,0.059410646,,,,,,,
1.666,0.056108983,,,,,,,
1.668,0.052789901,,,,,,,
1.67,0.049447398,,,,,,,
1.672,0.046077087,,,,,,,
1.674,0.042676198,,,,,,,
1.676,0.039243542,,,,,,,
1.678,0.035779453,,,,,,,
1.68,0.032285712,,,,,,,
1.682,0.028765467,,,,,,,
1.684,0.02522315,,,,,,,
1.686,0.021664392,,,,,,,
1.688,0.018095936,,,,,,,
1.69,0.01452553,,,,,,,
1.692,0.010961817,,,,,,,
1.694,0.007414202,,,,,,,
1.696,0.003892713,,,,,,,
1.698,0.000407867,,,,,,,
1.7,-0.003029467,,,,,,,
1.702,-0.006408175,,,,,,,
1.704,-0.009716998,,,,,,,
1.706,-0.012944617,,,,,,,
1.708,-0.016079739,,,,,,,
1.71,-0.01911118,,,,,,,
1.712,-0.022027971,,,,,,,
1.714,-0.024819475,,,,,,,
1.716,-0.027475522,,,,,,,
1.718,-0.029986545,,,,,,,
1.72,-0.032343727,,,,,,,
1.722,-0.034539125,,,,,,,
1.724,-0.036565796,,,,,,,
1.726,-0.038417901,,,,,,,
1.728,-0.040090814,,,,,,,
1.73,-0.041581214,,,,,,,
1.732,-0.042887187,,,,,,,
1.734,-0.044008317,,,,,,,
1.736,-0.044945772,,,,,,,
1.738,-0.045702372,,,,,,,
1.74,-0.046282614,,,,,,,
1.742,-0.046692674,,,,,,,
1.744,-0.046940354,,,,,,,
1.746,-0.047034989,,,,,,,
1.748,-0.046987316,,,,,,,
1.75,-0.046809315,,,,,,,
1.752,-0.046514027,,,,,,,
1.754,-0.046115343,,,,,,,
1.756,-0.045627785,,,,,,,
1.758,-0.045066253,,,,,,,
1.76,-0.044445757,,,,,,,
1.762,-0.043781114,,,,,,,
1.764,-0.043086645,,,,,,,
1.766,-0.042375855,,,,,,,
1.768,-0.041661136,,,,,,,
1.77,-0.040953505,,,,,,,
1.772,-0.040262383,,,,,,,
1.774,-0.039595434,,,,,,,
1.776,-0.038958471,,,,,,,
1.778,-0.038355416,,,,,,,
1.78,-0.037788306,,,,,,,
1.782,-0.037257363,,,,,,,
1.784,-0.036761088,,,,,,,
1.786,-0.036296407,,,,,,,
1.788,-0.035858861,,,,,,,
1.79,-0.035442832,,,,,,,
1.792,-0.03504181,,,,,,,
1.794,-0.0346487,,,,,,,
1.796,-0.034256135,,,,,,,
1.798,-0.033856796,,,,,,,
1.8,-0.033443717,,,,,,,
1.802,-0.03301055,,,,,,,
1.804,-0.032551793,,,,,,,
1.806,-0.032062975,,,,,,,
1.808,-0.031540792,,,,,,,
1.81,-0.030983211,,,,,,,
1.812,-0.030389536,,,,,,,
1.814,-0.029760441,,,,,,,
1.816,-0.029097973,,,,,,,
1.818,-0.028405503,,,,,,,
1.82,-0.027687653,,,,,,,
1.822,-0.026950156,,,,,,,
1.824,-0.026199697,,,,,,,
1.826,-0.025443709,,,,,,,
1.828,-0.024690158,,,,,,,
1.83,-0.023947323,,,,,,,
1.832,-0.023223588,,,,,,,
1.834,-0.022527246,,,,,,,
1.836,-0.021866324,,,,,,,
1.838,-0.021248436,,,,,,,
1.84,-0.020680642,,,,,,,
1.842,-0.020169329,,,,,,,
1.844,-0.019720115,,,,,,,
1.846,-0.019337776,,,,,,,
1.848,-0.019026208,,,,,,,
1.85,-0.018788437,,,,,,,
1.852,-0.018626671,,,,,,,
1.854,-0.018542395,,,,,,,
1.856,-0.018536502,,,,,,,
1.858,-0.018609439,,,,,,,
1.86,-0.018761357,,,,,,,
1.862,-0.01899224,,,,,,,
1.864,-0.019302017,,,,,,,
1.866,-0.019690643,,,,,,,
1.868,-0.020158147,,,,,,,
1.87,-0.020704668,,,,,,,
1.872,-0.021330467,,,,,,,
1.874,-0.02203593,,,,,,,
1.876,-0.02282155,,,,,,,
1.878,-0.023687905,,,,,,,
1.88,-0.024635605,,,,,,,
1.882,-0.02566523,,,,,,,
1.884,-0.026777246,,,,,,,
1.886,-0.027971918,,,,,,,
1.888,-0.029249223,,,,,,,
1.89,-0.030608788,,,,,,,
1.892,-0.032049835,,,,,,,
1.894,-0.033571161,,,,,,,
1.896,-0.035171138,,,,,,,
1.898,-0.036847729,,,,,,,
1.9,-0.03859851,,,,,,,
1.902,-0.0404207,,,,,,,
1.904,-0.042311191,,,,,,,
1.906,-0.044266577,,,,,,,
1.908,-0.046283205,,,,,,,
1.91,-0.048357226,,,,,,,
1.912,-0.050484677,,,,,,,
1.914,-0.052661566,,,,,,,
1.916,-0.054883974,,,,,,,
1.918,-0.057148153,,,,,,,
1.92,-0.059450599,,,,,,,
1.922,-0.061788119,,,,,,,
1.924,-0.064157865,,,,,,,
1.926,-0.066557348,,,,,,,
1.928,-0.068984443,,,,,,,
1.93,-0.071437389,,,,,,,
1.932,-0.073914792,,,,,,,
1.934,-0.076415624,,,,,,,
1.936,-0.07893923,,,,,,,
1.938,-0.081485319,,,,,,,
1.94,-0.084053938,,,,,,,
1.942,-0.086645426,,,,,,,
1.944,-0.089260345,,,,,,,
1.946,-0.091899389,,,,,,,
1.948,-0.094563294,,,,,,,
1.95,-0.097252758,,,,,,,
1.952,-0.099968372,,,,,,,
1.954,-0.102710587,,,,,,,
1.956,-0.105479698,,,,,,,
1.958,-0.108275861,,,,,,,
1.96,-0.111099124,,,,,,,
1.962,-0.113949471,,,,,,,
1.964,-0.116826877,,,,,,,
1.966,-0.119731381,,,,,,,
1.968,-0.122663166,,,,,,,
1.97,-0.12562267,,,,,,,
1.972,-0.128610701,,,,,,,
1.974,-0.131628569,,,,,,,
1.976,-0.134678221,,,,,,,
1.978,-0.137762358,,,,,,,
1.98,-0.14088452,,,,,,,
1.982,-0.144049147,,,,,,,
1.984,-0.147261581,,,,,,,
1.986,-0.150528035,,,,,,,
1.988,-0.153855523,,,,,,,
1.99,-0.157251753,,,,,,,
1.992,-0.160724995,,,,,,,
1.994,-0.164283918,,,,,,,
1.996,-0.167937381,,,,,,,
1.998,-0.171694201,,,,,,,
2,-0.175562855,,,,,,,
2.002,-0.179551149,,,,,,,
2.004,-0.183665831,,,,,,,
2.006,-0.187912189,,,,,,,
2.008,-0.192293625,,,,,,,
2.01,-0.196811234,,,,,,,
2.012,-0.201463411,,,,,,,
2.014,-0.20624548,,,,,,,
2.016,-0.211149373,,,,,,,
2.018,-0.216163349,,,,,,,
2.02,-0.221271759,,,,,,,
2.022,-0.226454865,,,,,,,
2.024,-0.231688712,,,,,,,
2.026,-0.236945074,,,,,,,
2.028,-0.242191473,,,,,,,
2.03,-0.24739129,,,,,,,
2.032,-0.252503973,,,,,,,
2.034,-0.257485331,,,,,,,
2.036,-0.262287925,,,,,,,
2.038,-0.266861518,,,,,,,
2.04,-0.271153589,,,,,,,
2.042,-0.275109887,,,,,,,
2.044,-0.278675006,,,,,,,
2.046,-0.281792988,,,,,,,
2.048,-0.284407945,,,,,,,
2.05,-0.286464689,,,,,,,
2.052,-0.287909374,,,,,,,
2.054,-0.28869014,,,,,,,
2.056,-0.288757743,,,,,,,
2.058,-0.288066158,,,,,,,
2.06,-0.286573144,,,,,,,
2.062,-0.284240758,,,,,,,
2.064,-0.281035812,,,,,,,
2.066,-0.276930274,,,,,,,
2.068,-0.271901629,,,,,,,
2.07,-0.26593318,,,,,,,
2.072,-0.259014315,,,,,,,
2.074,-0.251140724,,,,,,,
2.076,-0.242314557,,,,,,,
2.078,-0.232544528,,,,,,,
2.08,-0.221845931,,,,,,,
2.082,-0.210240586,,,,,,,
2.084,-0.197756697,,,,,,,
2.086,-0.184428643,,,,,,,
2.088,-0.170296703,,,,,,,
2.09,-0.155406732,,,,,,,
2.092,-0.139809791,,,,,,,
2.094,-0.12356174,,,,,,,
2.096,-0.106722796,,,,,,,
2.098,-0.089357049,,,,,,,
2.1,-0.071531922,,,,,,,
2.102,-0.053317592,,,,,,,
2.104,-0.034786349,,,,,,,
2.106,-0.016011928,,,,,,,
2.108,0.002931206,,,,,,,
2.11,0.021968576,,,,,,,
2.112,0.041026429,,,,,,,
2.114,0.060032458,,,,,,,
2.116,0.078916509,,,,,,,
2.118,0.097611275,,,,,,,
2.12,0.11605295,,,,,,,
2.122,0.134181857,,,,,,,
2.124,0.151943013,,,,,,,
2.126,0.169286629,,,,,,,
2.128,0.186168521,,,,,,,
2.13,0.202550414,,,,,,,
2.132,0.218400138,,,,,,,
2.134,0.233691703,,,,,,,
2.136,0.248405257,,,,,,,
2.138,0.262526954,,,,,,,
2.14,0.276048717,,,,,,,
2.142,0.288967927,,,,,,,
2.144,0.301287042,,,,,,,
2.146,0.313013136,,,,,,,
2.148,0.324157384,,,,,,,
2.15,0.334734476,,,,,,,
2.152,0.344761978,,,,,,,
2.154,0.35425966,,,,,,,
2.156,0.363248798,,,,,,,
2.158,0.371751474,,,,,,,
2.16,0.379789912,,,,,,,
2.162,0.38738584,,,,,,,
2.164,0.394559919,,,,,,,
2.166,0.40133122,,,,,,,
2.168,0.407716762,,,,,,,
2.17,0.413731114,,,,,,,
2.172,0.419386048,,,,,,,
2.174,0.424690258,,,,,,,
2.176,0.429649148,,,,,,,
2.178,0.434264697,,,,,,,
2.18,0.438535421,,,,,,,
2.182,0.442456416,,,,,,,
2.184,0.446019504,,,,,,,
2.186,0.449213449,,,,,,,
2.188,0.452024253,,,,,,,
2.19,0.454435497,,,,,,,
2.192,0.456428728,,,,,,,
2.194,0.457983871,,,,,,,
2.196,0.459079675,,,,,,,
2.198,0.459694176,,,,,,,
2.2,0.459805178,,,,,,,
2.202,0.459390761,,,,,,,
2.204,0.458429792,,,,,,,
2.206,0.456902427,,,,,,,
2.208,0.454790606,,,,,,,
2.21,0.452078518,,,,,,,
2.212,0.448753022,,,,,,,
2.214,0.444804034,,,,,,,
2.216,0.440224877,,,,,,,
2.218,0.435012587,,,,,,,
2.22,0.429168196,,,,,,,
2.222,0.422696981,,,,,,,
2.224,0.415608672,,,,,,,
2.226,0.407917623,,,,,,,
2.228,0.399642915,,,,,,,
2.23,0.3908084,,,,,,,
2.232,0.381442664,,,,,,,
2.234,0.371578914,,,,,,,
2.236,0.361254799,,,,,,,
2.238,0.350512164,,,,,,,
2.24,0.339396752,,,,,,,
2.242,0.327957867,,,,,,,
2.244,0.31624799,,,,,,,
2.246,0.304322346,,,,,,,
2.248,0.292238428,,,,,,,
2.25,0.280055472,,,,,,,
2.252,0.267833867,,,,,,,
2.254,0.255634539,,,,,,,
2.256,0.243518288,,,,,,,
2.258,0.23154512,,,,,,,
2.26,0.219773575,,,,,,,
2.262,0.208260076,,,,,,,
2.264,0.197058298,,,,,,,
2.266,0.186218569,,,,,,,
2.268,0.175787292,,,,,,,
2.27,0.165806401,,,,,,,
2.272,0.156312849,,,,,,,
2.274,0.147338137,,,,,,,
2.276,0.138907898,,,,,,,
2.278,0.131041555,,,,,,,
2.28,0.12375206,,,,,,,
2.282,0.117045737,,,,,,,
2.284,0.110922222,,,,,,,
2.286,0.105374508,,,,,,,
2.288,0.100389083,,,,,,,
2.29,0.09594617,,,,,,,
2.292,0.092020038,,,,,,,
2.294,0.088579405,,,,,,,
2.296,0.085587926,,,,,,,
2.298,0.083004755,,,,,,,
2.3,0.080785193,,,,,,,
2.302,0.078881416,,,,,,,
2.304,0.077243261,,,,,,,
2.306,0.075819054,,,,,,,
2.308,0.074556463,,,,,,,
2.31,0.073403349,,,,,,,
2.312,0.072308594,,,,,,,
2.314,0.071222892,,,,,,,
2.316,0.070099504,,,,,,,
2.318,0.068894949,,,,,,,
2.32,0.067569651,,,,,,,
2.322,0.066088516,,,,,,,
2.324,0.064421442,,,,,,,
2.326,0.062543724,,,,,,,
2.328,0.060436371,,,,,,,
2.33,0.058086281,,,,,,,
2.332,0.055486303,,,,,,,
2.334,0.052635161,,,,,,,
2.336,0.049537249,,,,,,,
2.338,0.046202325,,,,,,,
2.34,0.042645099,,,,,,,
2.342,0.038884748,,,,,,,
2.344,0.034944356,,,,,,,
2.346,0.030850307,,,,,,,
2.348,0.026631625,,,,,,,
2.35,0.022319289,,,,,,,
2.352,0.017945533,,,,,,,
2.354,0.013543147,,,,,,,
2.356,0.00914481,,,,,,,
2.358,0.004782466,,,,,,,
2.36,0.00048677,,,,,,,
2.362,-0.003713383,,,,,,,
2.364,-0.007791253,,,,,,,
2.366,-0.011722564,,,,,,,
2.368,-0.015485738,,,,,,,
2.37,-0.019062074,,,,,,,
2.372,-0.022435862,,,,,,,
2.374,-0.025594452,,,,,,,
2.376,-0.028528273,,,,,,,
2.378,-0.031230797,,,,,,,
2.38,-0.033698452,,,,,,,
2.382,-0.035930486,,,,,,,
2.384,-0.037928789,,,,,,,
2.386,-0.039697683,,,,,,,
2.388,-0.041243698,,,,,,,
2.39,-0.042575345,,,,,,,
2.392,-0.043702892,,,,,,,
2.394,-0.044638156,,,,,,,
2.396,-0.045394297,,,,,,,
2.398,-0.045985616,,,,,,,
2.4,-0.046427355,,,,,,,
2.402,-0.046735486,,,,,,,
2.404,-0.046926499,,,,,,,
2.406,-0.047017192,,,,,,,
2.408,-0.047024473,,,,,,,
2.41,-0.046965186,,,,,,,
2.412,-0.046855952,,,,,,,
2.414,-0.046713046,,,,,,,
2.416,-0.046552287,,,,,,,
2.418,-0.046388941,,,,,,,
2.42,-0.046237628,,,,,,,
2.422,-0.04611222,,,,,,,
2.424,-0.046025741,,,,,,,
2.426,-0.045990261,,,,,,,
2.428,-0.046016797,,,,,,,
2.43,-0.046115219,,,,,,,
2.432,-0.046294182,,,,,,,
2.434,-0.04656106,,,,,,,
2.436,-0.046921897,,,,,,,
2.438,-0.04738137,,,,,,,
2.44,-0.047942744,,,,,,,
2.442,-0.048607842,,,,,,,
2.444,-0.049377009,,,,,,,
2.446,-0.050249104,,,,,,,
2.448,-0.051221516,,,,,,,
2.45,-0.0522902,,,,,,,
2.452,-0.053449768,,,,,,,
2.454,-0.054693602,,,,,,,
2.456,-0.056013992,,,,,,,
2.458,-0.057402299,,,,,,,
2.46,-0.058849114,,,,,,,
2.462,-0.060344429,,,,,,,
2.464,-0.061877798,,,,,,,
2.466,-0.063438505,,,,,,,
2.468,-0.065015745,,,,,,,
2.47,-0.066598814,,,,,,,
2.472,-0.068177315,,,,,,,
2.474,-0.069741375,,,,,,,
2.476,-0.07128185,,,,,,,
2.478,-0.072790518,,,,,,,
2.48,-0.074260237,,,,,,,
2.482,-0.075685061,,,,,,,
2.484,-0.077060307,,,,,,,
2.486,-0.078382579,,,,,,,
2.488,-0.079649757,,,,,,,
2.49,-0.080860958,,,,,,,
2.492,-0.082016462,,,,,,,
2.494,-0.083117633,,,,,,,
2.496,-0.084166806,,,,,,,
2.498,-0.085167154,,,,,,,
2.5,-0.086122538,,,,,,,
2.502,-0.087037327,,,,,,,
2.504,-0.087916217,,,,,,,
2.506,-0.088764049,,,,,,,
2.508,-0.089585643,,,,,,,
2.51,-0.090385668,,,,,,,
2.512,-0.091168542,,,,,,,
2.514,-0.09193838,,,,,,,
2.516,-0.092698972,,,,,,,
2.518,-0.093453787,,,,,,,
2.52,-0.094206001,,,,,,,
2.522,-0.094958533,,,,,,,
2.524,-0.095714089,,,,,,,
2.526,-0.096475221,,,,,,,
2.528,-0.097244397,,,,,,,
2.53,-0.098024079,,,,,,,
2.532,-0.098816821,,,,,,,
2.534,-0.099625363,,,,,,,
2.536,-0.100452725,,,,,,,
2.538,-0.101302274,,,,,,,
2.54,-0.102177762,,,,,,,
2.542,-0.103083326,,,,,,,
2.544,-0.104023448,,,,,,,
2.546,-0.105002887,,,,,,,
2.548,-0.106026581,,,,,,,
2.55,-0.107099538,,,,,,,
2.552,-0.10822672,,,,,,,
2.554,-0.109412911,,,,,,,
2.556,-0.110662588,,,,,,,
2.558,-0.111979773,,,,,,,
2.56,-0.113367869,,,,,,,
2.562,-0.114829482,,,,,,,
2.564,-0.116366245,,,,,,,
2.566,-0.117978632,,,,,,,
2.568,-0.119665809,,,,,,,
2.57,-0.121425496,,,,,,,
2.572,-0.123253893,,,,,,,
2.574,-0.125145635,,,,,,,
2.576,-0.1270938,,,,,,,
2.578,-0.129089964,,,,,,,
2.58,-0.131124282,,,,,,,
2.582,-0.133185612,,,,,,,
2.584,-0.135261675,,,,,,,
2.586,-0.13733925,,,,,,,
2.588,-0.139404407,,,,,,,
2.59,-0.14144278,,,,,,,
2.592,-0.14343987,,,,,,,
2.594,-0.145381364,,,,,,,
2.596,-0.147253451,,,,,,,
2.598,-0.149043129,,,,,,,
2.6,-0.150738473,,,,,,,
2.602,-0.152328864,,,,,,,
2.604,-0.153805172,,,,,,,
2.606,-0.15515991,,,,,,,
2.608,-0.156387355,,,,,,,
2.61,-0.157483654,,,,,,,
2.612,-0.158446915,,,,,,,
2.614,-0.159277291,,,,,,,
2.616,-0.159977053,,,,,,,
2.618,-0.160550631,,,,,,,
2.62,-0.161004642,,,,,,,
2.622,-0.161347875,,,,,,,
2.624,-0.161591255,,,,,,,
2.626,-0.161747774,,,,,,,
2.628,-0.161832409,,,,,,,
2.63,-0.161862033,,,,,,,
2.632,-0.161855305,,,,,,,
2.634,-0.16183256,,,,,,,
2.636,-0.161815671,,,,,,,
2.638,-0.161827893,,,,,,,
2.64,-0.161893655,,,,,,,
2.642,-0.162038326,,,,,,,
2.644,-0.162287924,,,,,,,
2.646,-0.162668794,,,,,,,
2.648,-0.163207262,,,,,,,
2.65,-0.163929256,,,,,,,
2.652,-0.164859917,,,,,,,
2.654,-0.166023191,,,,,,,
2.656,-0.16744141,,,,,,,
2.658,-0.169134846,,,,,,,
2.66,-0.171121256,,,,,,,
2.662,-0.173415406,,,,,,,
2.664,-0.176028594,,,,,,,
2.666,-0.178968189,,,,,,,
2.668,-0.182237185,,,,,,,
2.67,-0.185833806,,,,,,,
2.672,-0.189751159,,,,,,,
2.674,-0.19397694,,,,,,,
2.676,-0.198493204,,,,,,,
2.678,-0.203276192,,,,,,,
2.68,-0.208296229,,,,,,,
2.682,-0.213517679,,,,,,,
2.684,-0.218898997,,,,,,,
2.686,-0.224392861,,,,,,,
2.688,-0.229946421,,,,,,,
2.69,-0.235501654,,,,,,,
2.692,-0.240995838,,,,,,,
2.694,-0.246362131,,,,,,,
2.696,-0.251530246,,,,,,,
2.698,-0.256427203,,,,,,,
2.7,-0.260978141,,,,,,,
2.702,-0.26510717,,,,,,,
2.704,-0.268738264,,,,,,,
2.706,-0.271796166,,,,,,,
2.708,-0.274207326,,,,,,,
2.71,-0.275900836,,,,,,,
2.712,-0.276809371,,,,,,,
2.714,-0.276870103,,,,,,,
2.716,-0.276025578,,,,,,,
2.718,-0.274224525,,,,,,,
2.72,-0.271422581,,,,,,,
2.722,-0.267582903,,,,,,,
2.724,-0.262676676,,,,,,,
2.726,-0.256683492,,,,,,,
2.728,-0.249591619,,,,,,,
2.73,-0.24139814,,,,,,,
2.732,-0.232108981,,,,,,,
2.734,-0.221738823,,,,,,,
2.736,-0.210310885,,,,,,,
2.738,-0.19785659,,,,,,,
2.74,-0.184415106,,,,,,,
2.742,-0.170032771,,,,,,,
2.744,-0.154762421,,,,,,,
2.746,-0.13866263,,,,,,,
2.748,-0.121796903,,,,,,,
2.75,-0.104232828,,,,,,,
2.752,-0.086041223,,,,,,,
2.754,-0.067295276,,,,,,,
2.756,-0.048069713,,,,,,,
2.758,-0.028439978,,,,,,,
2.76,-0.008481453,,,,,,,
2.762,0.01173129,,,,,,,
2.764,0.03212517,,,,,,,
2.766,0.052629219,,,,,,,
2.768,0.073175104,,,,,,,
2.77,0.093697573,,,,,,,
2.772,0.114134788,,,,,,,
2.774,0.134428578,,,,,,,
2.776,0.154524596,,,,,,,
2.778,0.174372417,,,,,,,
2.78,0.193925575,,,,,,,
2.782,0.213141553,,,,,,,
2.784,0.231981732,,,,,,,
2.786,0.250411295,,,,,,,
2.788,0.268399094,,,,,,,
2.79,0.285917473,,,,,,,
2.792,0.302942052,,,,,,,
2.794,0.319451493,,,,,,,
2.796,0.335427238,,,,,,,
2.798,0.350853257,,,,,,,
2.8,0.365715801,,,,,,,
2.802,0.380003182,,,,,,,
2.804,0.39370556,,,,,,,
2.806,0.406814766,,,,,,,
2.808,0.419324125,,,,,,,
2.81,0.431228299,,,,,,,
2.812,0.442523133,,,,,,,
2.814,0.453205515,,,,,,,
2.816,0.463273253,,,,,,,
2.818,0.472724967,,,,,,,
2.82,0.48156001,,,,,,,
2.822,0.489778405,,,,,,,
2.824,0.497380803,,,,,,,
2.826,0.504368445,,,,,,,
2.828,0.510743115,,,,,,,
2.83,0.516507095,,,,,,,
2.832,0.521663104,,,,,,,
2.834,0.526214233,,,,,,,
2.836,0.530163891,,,,,,,
2.838,0.533515765,,,,,,,
2.84,0.536273824,,,,,,,
2.842,0.538442343,,,,,,,
2.844,0.540025977,,,,,,,
2.846,0.54102985,,,,,,,
2.848,0.541459668,,,,,,,
2.85,0.541321831,,,,,,,
2.852,0.540623546,,,,,,,
2.854,0.539372927,,,,,,,
2.856,0.537579098,,,,,,,
2.858,0.535252288,,,,,,,
2.86,0.532403932,,,,,,,
2.862,0.52904677,,,,,,,
2.864,0.525194941,,,,,,,
2.866,0.520864065,,,,,,,
2.868,0.516071299,,,,,,,
2.87,0.510835357,,,,,,,
2.872,0.505176501,,,,,,,
2.874,0.499116488,,,,,,,
2.876,0.492678492,,,,,,,
2.878,0.485886997,,,,,,,
2.88,0.478767685,,,,,,,
2.882,0.471347298,,,,,,,
2.884,0.463653501,,,,,,,
2.886,0.455714707,,,,,,,
2.888,0.447559898,,,,,,,
2.89,0.439218408,,,,,,,
2.892,0.430719689,,,,,,,
2.894,0.422093058,,,,,,,
2.896,0.413367446,,,,,,,
2.898,0.404571153,,,,,,,
2.9,0.395731619,,,,,,,
2.902,0.386875227,,,,,,,
2.904,0.378027117,,,,,,,
2.906,0.369211032,,,,,,,
2.908,0.360449158,,,,,,,
2.91,0.351761986,,,,,,,
2.912,0.343168176,,,,,,,
2.914,0.33468443,,,,,,,
2.916,0.326325396,,,,,,,
2.918,0.318103594,,,,,,,
2.92,0.310029385,,,,,,,
2.922,0.302110977,,,,,,,
2.924,0.294354459,,,,,,,
2.926,0.286763866,,,,,,,
2.928,0.279341248,,,,,,,
2.93,0.272086743,,,,,,,
2.932,0.264998651,,,,,,,
2.934,0.258073503,,,,,,,
2.936,0.251306138,,,,,,,
2.938,0.244689791,,,,,,,
2.94,0.238216204,,,,,,,
2.942,0.231875751,,,,,,,
2.944,0.225657589,,,,,,,
2.946,0.219549825,,,,,,,
2.948,0.213539679,,,,,,,
2.95,0.207613659,,,,,,,
2.952,0.201757735,,,,,,,
2.954,0.195957515,,,,,,,
2.956,0.190198432,,,,,,,
2.958,0.184465957,,,,,,,
2.96,0.178745825,,,,,,,
2.962,0.173024288,,,,,,,
2.964,0.167288393,,,,,,,
2.966,0.161526258,,,,,,,
2.968,0.155727353,,,,,,,
2.97,0.149882768,,,,,,,
2.972,0.143985462,,,,,,,
2.974,0.138030488,,,,,,,
2.976,0.132015197,,,,,,,
2.978,0.125939418,,,,,,,
2.98,0.119805619,,,,,,,
2.982,0.113619038,,,,,,,
2.984,0.107387775,,,,,,,
2.986,0.101122843,,,,,,,
2.988,0.094838145,,,,,,,
2.99,0.088550398,,,,,,,
2.992,0.082278964,,,,,,,
2.994,0.076045624,,,,,,,
2.996,0.069874283,,,,,,,
2.998,0.063790615,,,,,,,
3,0.057821679,,,,,,,
3.002,0.051995486,,,,,,,
3.004,0.046340538,,,,,,,
3.006,0.040885338,,,,,,,
3.008,0.035657866,,,,,,,
3.01,0.030685038,,,,,,,
3.012,0.025992146,,,,,,,
3.014,0.021602314,,,,,,,
3.016,0.017535969,,,,,,,
3.018,0.013810367,,,,,,,
3.02,0.010439178,,,,,,,
3.022,0.00743215,,,,,,,
3.024,0.004794856,,,,,,,
3.026,0.002528516,,,,,,,
3.028,0.000629902,,,,,,,
3.03,-0.000908685,,,,,,,
3.032,-0.002099362,,,,,,,
3.034,-0.002958537,,,,,,,
3.036,-0.003506701,,,,,,,
3.038,-0.003768135,,,,,,,
3.04,-0.003770533,,,,,,,
3.042,-0.003544544,,,,,,,
3.044,-0.003123258,,,,,,,
3.046,-0.002541634,,,,,,,
3.048,-0.001835909,,,,,,,
3.05,-0.001042993,,,,,,,
3.052,-0.000199864,,,,,,,
3.054,0.000657012,,,,,,,
3.056,0.001492259,,,,,,,
3.058,0.002272133,,,,,,,
3.06,0.002965041,,,,,,,
3.062,0.003542024,,,,,,,
3.064,0.00397718,,,,,,,
3.066,0.004248017,,,,,,,
3.068,0.004335726,,,,,,,
3.07,0.004225351,,,,,,,
3.072,0.003905869,,,,,,,
3.074,0.003370169,,,,,,,
3.076,0.002614955,,,,,,,
3.078,0.001640587,,,,,,,
3.08,0.000450868,,,,,,,
3.082,-0.000947195,,,,,,,
3.084,-0.002543653,,,,,,,
3.086,-0.004325892,,,,,,,
3.088,-0.006278932,,,,,,,
3.09,-0.008385726,,,,,,,
3.092,-0.010627472,,,,,,,
3.094,-0.012983931,,,,,,,
3.096,-0.015433732,,,,,,,
3.098,-0.017954676,,,,,,,
3.1,-0.020524026,,,,,,,
3.102,-0.023118783,,,,,,,
3.104,-0.025715962,,,,,,,
3.106,-0.028292875,,,,,,,
3.108,-0.030827419,,,,,,,
3.11,-0.033298385,,,,,,,
3.112,-0.035685774,,,,,,,
3.114,-0.03797113,,,,,,,
3.116,-0.040137857,,,,,,,
3.118,-0.042171523,,,,,,,
3.12,-0.04406014,,,,,,,
3.122,-0.045794402,,,,,,,
3.124,-0.047367886,,,,,,,
3.126,-0.048777225,,,,,,,
3.128,-0.050022232,,,,,,,
3.13,-0.051106004,,,,,,,
3.132,-0.052034985,,,,,,,
3.134,-0.052818978,,,,,,,
3.136,-0.053471117,,,,,,,
3.138,-0.054007767,,,,,,,
3.14,-0.05444836,,,,,,,
3.142,-0.054815162,,,,,,,
